step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.4811660349369049,1.0924153207457588,1.8180851884472382,0.008111480653139236,1.0924153207457588,True,0,0.001,False,tsmixerx,11,2021,42
40,0.4227874279022217,0.8420890206353427,1.7072455044213615,0.007633024689646513,0.8420890206353427,True,0,0.001,False,tsmixerx,11,2021,42
60,0.34549814462661743,0.6524552518077934,1.5334905727499382,0.007284185675800811,0.6524552518077934,True,0,0.001,False,tsmixerx,11,2021,42
80,0.3221215307712555,0.5994959772278197,1.4042947200366376,0.007104067233841547,0.5994959772278197,True,0,0.001,False,tsmixerx,11,2021,42
100,0.2738794982433319,0.5073970316258095,1.245049103234374,0.006756682248012047,0.5073970316258095,True,0,0.001,False,tsmixerx,11,2021,42
120,0.27601367235183716,0.5220433234002051,1.3191148395454886,0.006907637052915709,0.5073970316258095,False,1,0.001,False,tsmixerx,11,2021,42
140,0.21683281660079956,0.5004331636077448,1.2354389252123612,0.0068197015794668955,0.5004331636077448,True,0,0.001,False,tsmixerx,11,2021,42
160,0.24819305539131165,0.44599970226339297,1.002528701102805,0.006886928654185964,0.44599970226339297,True,0,0.001,False,tsmixerx,11,2021,42
180,0.27443209290504456,0.47058798428495635,1.0988389340686733,0.006893412775571585,0.44599970226339297,False,1,0.001,False,tsmixerx,11,2021,42
200,0.21804244816303253,0.44861220028551324,0.9514547414115524,0.006862431158028605,0.44599970226339297,False,2,0.001,False,tsmixerx,11,2021,42
220,0.21195463836193085,0.487597062701608,1.045584858670423,0.006927961232234875,0.44599970226339297,False,3,0.001,False,tsmixerx,11,2021,42
240,0.2143140733242035,0.4350978411485442,0.9322883669738585,0.006852940178360147,0.4350978411485442,True,0,0.001,False,tsmixerx,11,2021,42
260,0.24519109725952148,0.4489830304748985,0.9433207026333582,0.006898710064395346,0.4350978411485442,False,1,0.001,False,tsmixerx,11,2021,42
280,0.19416968524456024,0.5367136787651593,1.1991245053910258,0.007118082356694565,0.4350978411485442,False,2,0.001,False,tsmixerx,11,2021,42
300,0.22727255523204803,0.4669264991512519,0.914550663889085,0.007022118266611893,0.4350978411485442,False,3,0.001,False,tsmixerx,11,2021,42
320,0.22132863104343414,0.4723574372489063,0.9635635769897535,0.007035816533468834,0.4350978411485442,False,4,0.001,False,tsmixerx,11,2021,42
340,0.20454633235931396,0.5319723422226885,1.1446837605951294,0.007137012253308832,0.4350978411485442,False,5,0.001,False,tsmixerx,11,2021,42
360,0.1833566576242447,0.50829914454717,1.1563277915184675,0.007057132431693707,0.4350978411485442,False,6,0.001,False,tsmixerx,11,2021,42
380,0.20915374159812927,0.5726435133295464,1.44788261566934,0.007114774025940384,0.4350978411485442,False,7,0.001,False,tsmixerx,11,2021,42
400,0.2322862446308136,0.5551837120390718,1.3081714009087628,0.007132427073446239,0.4350978411485442,False,8,0.001,False,tsmixerx,11,2021,42
