step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.3807726800441742,0.7087305583308777,1.5043303971201214,0.00023440883068279642,0.7087305583308777,True,0,0.001,False,tsmixerx,10,2020,42
40,0.33934783935546875,0.5646254136234947,1.205476526888481,0.00021868865315662596,0.5646254136234947,True,0,0.001,False,tsmixerx,10,2020,42
60,0.3460341989994049,0.6618417052136792,1.4384983561641413,0.0002127364524313044,0.5646254136234947,False,1,0.001,False,tsmixerx,10,2020,42
80,0.32740652561187744,0.6730055975369059,1.8516978496756118,0.00021092314962411847,0.5646254136234947,False,2,0.001,False,tsmixerx,10,2020,42
100,0.357907772064209,0.6964569641938206,1.4555686555958753,0.00021688911954319948,0.5646254136234947,False,3,0.001,False,tsmixerx,10,2020,42
120,0.2821352779865265,0.701126081990729,1.8016865958806623,0.00021941779096411023,0.5646254136234947,False,4,0.001,False,tsmixerx,10,2020,42
140,0.2906728982925415,0.8630088860208112,2.196577662971768,0.00022881788625763423,0.5646254136234947,False,5,0.001,False,tsmixerx,10,2020,42
160,0.290846586227417,0.6563058166449275,1.7021727431641749,0.000209927019264802,0.5646254136234947,False,6,0.001,False,tsmixerx,10,2020,42
180,0.2557813227176666,0.7295176391851933,1.8071388342094894,0.0002176642687599938,0.5646254136234947,False,7,0.001,False,tsmixerx,10,2020,42
200,0.25873467326164246,0.7532090828758622,1.981067903472259,0.00021504495063955556,0.5646254136234947,False,8,0.001,False,tsmixerx,10,2020,42
220,0.25966861844062805,0.794148160996977,2.373483427781856,0.00020948212815579846,0.5646254136234947,False,9,0.001,False,tsmixerx,10,2020,42
240,0.23973487317562103,0.8355615446773647,2.304312020709801,0.0002041426400249296,0.5646254136234947,False,10,0.001,True,tsmixerx,10,2020,42
