step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.2225787490606308,0.1033769110884367,0.17097034099801914,1.9831896980397463e-05,0.1033769110884367,True,0,0.001,False,lstm,5,2015,42
40,0.11331082880496979,0.11427011327536367,0.18205505155677895,2.1903943929027142e-05,0.1033769110884367,False,1,0.001,False,lstm,5,2015,42
60,0.09497014433145523,0.09465441042898214,0.13310436676633025,1.7008123564232055e-05,0.09465441042898214,True,0,0.001,False,lstm,5,2015,42
80,0.11614669859409332,0.0887601270446927,0.14539880397778784,1.5917829387579882e-05,0.0887601270446927,True,0,0.001,False,lstm,5,2015,42
100,0.06931324303150177,0.10453644987806364,0.15993393381474913,1.8840869851369095e-05,0.0887601270446927,False,1,0.001,False,lstm,5,2015,42
120,0.06207967922091484,0.09344571141019564,0.1498631258873463,1.5858763186093545e-05,0.0887601270446927,False,2,0.001,False,lstm,5,2015,42
140,0.07379505038261414,0.11595747558556106,0.1718875145240614,2.1147152941609578e-05,0.0887601270446927,False,3,0.001,False,lstm,5,2015,42
160,0.049702245742082596,0.09860066469493929,0.16967133316154287,1.735465508390783e-05,0.0887601270446927,False,4,0.001,False,lstm,5,2015,42
180,0.05519039183855057,0.12724361683877006,0.21196364154545713,2.4978857212528472e-05,0.0887601270446927,False,5,0.001,False,lstm,5,2015,42
200,0.03604254126548767,0.12922705596217868,0.21117671292239007,2.4490320068369463e-05,0.0887601270446927,False,6,0.001,False,lstm,5,2015,42
220,0.038924966007471085,0.13340022547363836,0.23718370643115588,2.6131351792005192e-05,0.0887601270446927,False,7,0.001,False,lstm,5,2015,42
240,0.05177156254649162,0.17005110338369556,0.30881889980305866,3.909135726477486e-05,0.0887601270446927,False,8,0.001,False,lstm,5,2015,42
260,0.04215916991233826,0.16498190976897983,0.28030184079717485,3.719792420942355e-05,0.0887601270446927,False,9,0.001,False,lstm,5,2015,42
280,0.04400210455060005,0.17898446001848997,0.3092218665882143,4.342562592826975e-05,0.0887601270446927,False,10,0.001,True,lstm,5,2015,42
