step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.19889968633651733,0.10226077171272824,0.2101935907353362,5.1021396738592084e-05,0.10226077171272824,True,0,0.001,False,lstm,7,2017,42
40,0.115696020424366,0.09776143557073379,0.22177973757616315,4.46395268181416e-05,0.09776143557073379,True,0,0.001,False,lstm,7,2017,42
60,0.09765612334012985,0.09025852347877905,0.21524240581509232,4.427363754848257e-05,0.09025852347877905,True,0,0.001,False,lstm,7,2017,42
80,0.09503151476383209,0.09285579111924994,0.2197189420837651,4.4495392256839816e-05,0.09025852347877905,False,1,0.001,False,lstm,7,2017,42
100,0.11049675941467285,0.08771683125776635,0.2048947589408567,4.8063691274803937e-05,0.08771683125776635,True,0,0.001,False,lstm,7,2017,42
120,0.08874467760324478,0.08723863523539323,0.19471110094220698,4.403754695357703e-05,0.08723863523539323,True,0,0.001,False,lstm,7,2017,42
140,0.07642929255962372,0.08386245824872675,0.19687572788552465,4.193878876686676e-05,0.08386245824872675,True,0,0.001,False,lstm,7,2017,42
160,0.05114470049738884,0.0887241225684658,0.20990598426759538,4.438270673867202e-05,0.08386245824872675,False,1,0.001,False,lstm,7,2017,42
180,0.07622344046831131,0.08534818109804823,0.19198602842469314,4.4901146176431056e-05,0.08386245824872675,False,2,0.001,False,lstm,7,2017,42
200,0.07104740291833878,0.08673975425024966,0.20267334190213865,4.264409809029687e-05,0.08386245824872675,False,3,0.001,False,lstm,7,2017,42
220,0.058439094573259354,0.08928978797806143,0.18944247980078138,4.506778006437307e-05,0.08386245824872675,False,4,0.001,False,lstm,7,2017,42
240,0.04321353882551193,0.09026984145861387,0.18964455922984802,4.5053821270972524e-05,0.08386245824872675,False,5,0.001,False,lstm,7,2017,42
260,0.0562531054019928,0.09281074557405938,0.18725257373435464,4.354732751004791e-05,0.08386245824872675,False,6,0.001,False,lstm,7,2017,42
280,0.06762301921844482,0.09876781251217684,0.19688657765330006,4.34791528604798e-05,0.08386245824872675,False,7,0.001,False,lstm,7,2017,42
300,0.06715864688158035,0.09502984704217976,0.18439896505005826,4.4346995678279915e-05,0.08386245824872675,False,8,0.001,False,lstm,7,2017,42
320,0.05078168585896492,0.09329731179615898,0.1928353911243482,4.567604835453533e-05,0.08386245824872675,False,9,0.001,False,lstm,7,2017,42
340,0.05085643380880356,0.10253757816278472,0.19500671427934982,5.541385034785573e-05,0.08386245824872675,False,10,0.001,True,lstm,7,2017,42
