step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.4456697106361389,0.09826105955407435,0.13806943262384658,2.939735649385152e-05,0.09826105955407435,True,0,0.001,False,tsmixerx,8,2018,42
40,0.3128418028354645,0.08736325632362266,0.1459699596318986,2.031796609106236e-05,0.08736325632362266,True,0,0.001,False,tsmixerx,8,2018,42
60,0.24188068509101868,0.06972740528762399,0.12259470364944458,1.681658455072767e-05,0.06972740528762399,True,0,0.001,False,tsmixerx,8,2018,42
80,0.2603073716163635,0.10199956886633808,0.1794051469330572,2.0390477014027033e-05,0.06972740528762399,False,1,0.001,False,tsmixerx,8,2018,42
100,0.22178320586681366,0.08884314340913008,0.11965306057218586,1.926594826299052e-05,0.06972740528762399,False,2,0.001,False,tsmixerx,8,2018,42
120,0.23258894681930542,0.08718124637078851,0.18667526709812285,1.7590513647032388e-05,0.06972740528762399,False,3,0.001,False,tsmixerx,8,2018,42
140,0.22560064494609833,0.05520925728730714,0.11341930408876319,1.3854144805581474e-05,0.05520925728730714,True,0,0.001,False,tsmixerx,8,2018,42
160,0.2205045074224472,0.05149443776429457,0.09271189083282182,1.3290739525375716e-05,0.05149443776429457,True,0,0.001,False,tsmixerx,8,2018,42
180,0.18279322981834412,0.06635870880878815,0.10559331143898872,1.555135347785235e-05,0.05149443776429457,False,1,0.001,False,tsmixerx,8,2018,42
200,0.19276373088359833,0.08406036138160777,0.11747822472298818,1.6939613013847764e-05,0.05149443776429457,False,2,0.001,False,tsmixerx,8,2018,42
220,0.24532178044319153,0.06559546649269131,0.1288541725671659,1.4900164780596502e-05,0.05149443776429457,False,3,0.001,False,tsmixerx,8,2018,42
240,0.22400210797786713,0.0526103145849442,0.1296812228901757,1.4027636241567699e-05,0.05149443776429457,False,4,0.001,False,tsmixerx,8,2018,42
260,0.21687252819538116,0.06294986001318302,0.16405263112308968,1.5159329192612751e-05,0.05149443776429457,False,5,0.001,False,tsmixerx,8,2018,42
280,0.25097721815109253,0.07221364373539683,0.1750813908450852,1.668617187073303e-05,0.05149443776429457,False,6,0.001,False,tsmixerx,8,2018,42
300,0.2016894668340683,0.058854630338643,0.14612218213878048,1.5630175349265264e-05,0.05149443776429457,False,7,0.001,False,tsmixerx,8,2018,42
320,0.2269051969051361,0.08017396903985503,0.17333796450635927,1.6714957783710168e-05,0.05149443776429457,False,8,0.001,False,tsmixerx,8,2018,42
340,0.17764505743980408,0.06893942427576517,0.1714441902683619,1.6676708773413954e-05,0.05149443776429457,False,9,0.001,False,tsmixerx,8,2018,42
360,0.20815347135066986,0.08450436977874248,0.16723814759727665,1.700168737548028e-05,0.05149443776429457,False,10,0.001,True,tsmixerx,8,2018,42
