step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.21954838931560516,0.24593225461040624,0.432264374267144,0.0003175810573554997,0.24593225461040624,True,0,0.001,False,lstm,13,2023,42
40,0.14431370794773102,0.13092632041921717,0.34547666454388287,0.00019414580299069513,0.13092632041921717,True,0,0.001,False,lstm,13,2023,42
60,0.15772899985313416,0.12938208046705515,0.27001272301859974,0.0001734846510670147,0.12938208046705515,True,0,0.001,False,lstm,13,2023,42
80,0.11482980102300644,0.12036441232225598,0.23449567556512846,0.00015554887188610507,0.12036441232225598,True,0,0.001,False,lstm,13,2023,42
100,0.09952366352081299,0.10830224906264449,0.2174705176829803,0.0001376993338037683,0.10830224906264449,True,0,0.001,False,lstm,13,2023,42
120,0.12555669248104095,0.10744730497881524,0.1938347234000864,0.00012724667534557587,0.10744730497881524,True,0,0.001,False,lstm,13,2023,42
140,0.09780964255332947,0.10127674910116151,0.19806608176893942,0.0001317304731041674,0.10127674910116151,True,0,0.001,False,lstm,13,2023,42
160,0.08462375402450562,0.10745601560267964,0.21892492405325584,0.00014227253796002216,0.10127674910116151,False,1,0.001,False,lstm,13,2023,42
180,0.10761775076389313,0.12770204273754182,0.24484127475986997,0.00021716559694889983,0.10127674910116151,False,2,0.001,False,lstm,13,2023,42
200,0.0856955498456955,0.1022608907401143,0.20040003986039995,0.0001762754968231759,0.10127674910116151,False,3,0.001,False,lstm,13,2023,42
220,0.056247279047966,0.11153473911328916,0.22016857200519188,0.00021460578669085011,0.10127674910116151,False,4,0.001,False,lstm,13,2023,42
240,0.08388137817382812,0.11102073478843365,0.22748912364066545,0.00022140596292174295,0.10127674910116151,False,5,0.001,False,lstm,13,2023,42
260,0.07788778841495514,0.12829876225944992,0.23233160293273022,0.00036455156335428094,0.10127674910116151,False,6,0.001,False,lstm,13,2023,42
280,0.06391412764787674,0.12767227871041995,0.22254491868692702,0.00041155347714379013,0.10127674910116151,False,7,0.001,False,lstm,13,2023,42
300,0.04812300205230713,0.133141757153588,0.2515996154312679,0.00029487937545677646,0.10127674910116151,False,8,0.001,False,lstm,13,2023,42
320,0.04010291025042534,0.14447400610991365,0.2658247739634811,0.00041713171920627857,0.10127674910116151,False,9,0.001,False,lstm,13,2023,42
340,0.05372031778097153,0.14586324129803982,0.24353383846803103,0.000508625127324736,0.10127674910116151,False,10,0.001,True,lstm,13,2023,42
