step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.4483678340911865,0.10664701515659035,0.15419140159179717,1.587548380927063e-05,0.10664701515659035,True,0,0.001,False,tsmixerx,5,2015,42
40,0.2529768943786621,0.10203614317416769,0.17718290545849716,1.518284023199671e-05,0.10203614317416769,True,0,0.001,False,tsmixerx,5,2015,42
60,0.2702696919441223,0.11442072587443236,0.1738287360625296,1.564633721638301e-05,0.10203614317416769,False,1,0.001,False,tsmixerx,5,2015,42
80,0.28814926743507385,0.1236922134516485,0.18629926626161009,1.5960562537926566e-05,0.10203614317416769,False,2,0.001,False,tsmixerx,5,2015,42
100,0.2317410260438919,0.11808299805334954,0.1815555103618377,1.555191266177685e-05,0.10203614317416769,False,3,0.001,False,tsmixerx,5,2015,42
120,0.19187793135643005,0.10690713806327437,0.1854739039357223,1.4650951532288543e-05,0.10203614317416769,False,4,0.001,False,tsmixerx,5,2015,42
140,0.2290526181459427,0.12384278216152017,0.1859776835674496,1.6158596398682732e-05,0.10203614317416769,False,5,0.001,False,tsmixerx,5,2015,42
160,0.1759076565504074,0.11393498232919828,0.1986733732101442,1.6394601154190862e-05,0.10203614317416769,False,6,0.001,False,tsmixerx,5,2015,42
180,0.18534605205059052,0.13619079793532002,0.2079908284012052,1.8078249919500532e-05,0.10203614317416769,False,7,0.001,False,tsmixerx,5,2015,42
200,0.16603048145771027,0.11629964388366304,0.18235682093024877,1.5600971746058068e-05,0.10203614317416769,False,8,0.001,False,tsmixerx,5,2015,42
220,0.18314407765865326,0.11812393902990861,0.19804817583384302,1.675350202050296e-05,0.10203614317416769,False,9,0.001,False,tsmixerx,5,2015,42
240,0.17491452395915985,0.11672078522104505,0.21347038845683852,1.787153923012563e-05,0.10203614317416769,False,10,0.001,True,tsmixerx,5,2015,42
