step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.1878194808959961,1.6605440969164298,2.0260581786486225,0.008612549798893653,1.6605440969164298,True,0,0.001,False,lstm,11,2021,42
40,0.18198685348033905,1.2047093251377858,1.9278939048758963,0.008295998849232903,1.2047093251377858,True,0,0.001,False,lstm,11,2021,42
60,0.13379864394664764,0.9638686995638927,1.658473783787078,0.008037413588054645,0.9638686995638927,True,0,0.001,False,lstm,11,2021,42
80,0.11899003386497498,0.8489163189703736,1.5698710133296534,0.007792143857864703,0.8489163189703736,True,0,0.001,False,lstm,11,2021,42
100,0.09697479009628296,0.7338860102780873,1.3959825314105903,0.007647307779215696,0.7338860102780873,True,0,0.001,False,lstm,11,2021,42
120,0.08303345739841461,0.6821458549650804,1.2205406559191385,0.0075529464984152896,0.6821458549650804,True,0,0.001,False,lstm,11,2021,42
140,0.06701004505157471,0.623174240189698,1.0917480526064987,0.007447522570039968,0.623174240189698,True,0,0.001,False,lstm,11,2021,42
160,0.0668225884437561,0.5940552602192772,1.014098625360806,0.0074781344576913345,0.5940552602192772,True,0,0.001,False,lstm,11,2021,42
180,0.0791664719581604,0.6369341089879842,1.116233959512484,0.00757050397529087,0.5940552602192772,False,1,0.001,False,lstm,11,2021,42
200,0.06174890697002411,0.6420121322936881,1.2126322249241976,0.007508413167667589,0.5940552602192772,False,2,0.001,False,lstm,11,2021,42
220,0.06296892464160919,0.6562182529811655,1.3048518730478997,0.007524412408320577,0.5940552602192772,False,3,0.001,False,lstm,11,2021,42
240,0.051435135304927826,0.7351845917062518,1.6126631428133085,0.007578624547842152,0.5940552602192772,False,4,0.001,False,lstm,11,2021,42
260,0.05158325284719467,0.6487522920339784,1.212471504179573,0.00759393314794617,0.5940552602192772,False,5,0.001,False,lstm,11,2021,42
280,0.05480927228927612,0.7224423540761481,1.4481945657262831,0.007719346642939047,0.5940552602192772,False,6,0.001,False,lstm,11,2021,42
300,0.061811503022909164,0.7189684152201464,1.2722544312303474,0.007772578697365709,0.5940552602192772,False,7,0.001,False,lstm,11,2021,42
320,0.049112625420093536,0.8342781963668228,1.6610561543510605,0.00788727206684054,0.5940552602192772,False,8,0.001,False,lstm,11,2021,42
340,0.03723055124282837,0.7763234734059389,1.486250351801913,0.007874976812442638,0.5940552602192772,False,9,0.001,False,lstm,11,2021,42
360,0.03719715029001236,0.7993780997269571,1.5627557181723803,0.007875261651840807,0.5940552602192772,False,10,0.001,True,lstm,11,2021,42
