step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.14377765357494354,0.17391295206504448,0.18647273155376518,0.00014054450056304044,0.17391295206504448,True,0,0.001,False,lstm,15,2025,42
40,0.11073337495326996,0.15660080771945079,0.19873379723558826,0.000114298716282014,0.15660080771945079,True,0,0.001,False,lstm,15,2025,42
60,0.14534533023834229,0.1525929594229141,0.2559068993095106,0.00010458540491839419,0.1525929594229141,True,0,0.001,False,lstm,15,2025,42
80,0.15325917303562164,0.16473490047811024,0.27219320123445173,0.00011411776418636259,0.1525929594229141,False,1,0.001,False,lstm,15,2025,42
100,0.107463538646698,0.181442968186026,0.28547535529022355,0.00013076390890658484,0.1525929594229141,False,2,0.001,False,lstm,15,2025,42
120,0.1312892735004425,0.1418432459777962,0.2364257702594682,9.620005827815072e-05,0.1418432459777962,True,0,0.001,False,lstm,15,2025,42
140,0.07733496278524399,0.14429044014591508,0.23496700678644497,9.968355364207969e-05,0.1418432459777962,False,1,0.001,False,lstm,15,2025,42
160,0.07129369676113129,0.17246478633636234,0.2779773111083427,0.00013310200804100044,0.1418432459777962,False,2,0.001,False,lstm,15,2025,42
180,0.07274184376001358,0.1667276979696755,0.26534142384689974,0.0001352359844139945,0.1418432459777962,False,3,0.001,False,lstm,15,2025,42
200,0.06439371407032013,0.15294661516391764,0.27135836234294075,0.00013639433365781066,0.1418432459777962,False,4,0.001,False,lstm,15,2025,42
220,0.06982421875,0.12319515577109011,0.22438454591415813,0.0001045257032883164,0.12319515577109011,True,0,0.001,False,lstm,15,2025,42
240,0.06607600301504135,0.12658157031342843,0.2577120430927591,0.00011165564000238751,0.12319515577109011,False,1,0.001,False,lstm,15,2025,42
260,0.045041654258966446,0.14080546848592013,0.26593064637191016,0.00013178157153420658,0.12319515577109011,False,2,0.001,False,lstm,15,2025,42
280,0.04233402758836746,0.13433966806164804,0.27823450730270666,0.00012348423281237966,0.12319515577109011,False,3,0.001,False,lstm,15,2025,42
300,0.042235903441905975,0.1357404796666717,0.24613191699859094,0.0001202543724503653,0.12319515577109011,False,4,0.001,False,lstm,15,2025,42
320,0.067073293030262,0.1289234096721437,0.24200774978169443,0.00011465012005077688,0.12319515577109011,False,5,0.001,False,lstm,15,2025,42
340,0.03766559436917305,0.1415974321248232,0.256586308000804,0.00015594641758018038,0.12319515577109011,False,6,0.001,False,lstm,15,2025,42
360,0.0386727936565876,0.1697861011779919,0.28876292656488267,0.00019233866000072423,0.12319515577109011,False,7,0.001,False,lstm,15,2025,42
380,0.031986333429813385,0.19377382590064676,0.33686417929461393,0.0002415749167078857,0.12319515577109011,False,8,0.001,False,lstm,15,2025,42
400,0.034421369433403015,0.1744127833840274,0.31465190297428713,0.00022364145057329431,0.12319515577109011,False,9,0.001,False,lstm,15,2025,42
