step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.14453144371509552,0.1288495827308974,0.21983407400128316,4.272556833499457e-05,0.1288495827308974,True,0,0.001,False,lstm,6,2016,42
40,0.1271284520626068,0.12377723716084897,0.2524009394164795,4.199368093371042e-05,0.12377723716084897,True,0,0.001,False,lstm,6,2016,42
60,0.08541051298379898,0.12372577542843001,0.2779815836426771,4.264659079582164e-05,0.12372577542843001,True,0,0.001,False,lstm,6,2016,42
80,0.058605045080184937,0.129096216959128,0.25604319009367404,4.485665879614434e-05,0.12372577542843001,False,1,0.001,False,lstm,6,2016,42
100,0.06654978543519974,0.13274234514247812,0.2873468160905519,4.536171157071257e-05,0.12372577542843001,False,2,0.001,False,lstm,6,2016,42
120,0.06198689341545105,0.13144111421783108,0.28864611943344043,4.462877128906561e-05,0.12372577542843001,False,3,0.001,False,lstm,6,2016,42
140,0.07182282209396362,0.14190867224428763,0.2971349971896114,4.6544553629268325e-05,0.12372577542843001,False,4,0.001,False,lstm,6,2016,42
160,0.05955350399017334,0.16707150771849444,0.3696750468038587,5.0052576672220624e-05,0.12372577542843001,False,5,0.001,False,lstm,6,2016,42
180,0.05328751727938652,0.1686446117416633,0.36631352938115463,4.972901040162366e-05,0.12372577542843001,False,6,0.001,False,lstm,6,2016,42
200,0.06301603466272354,0.20561284842098912,0.48562723344881265,5.4782775449927386e-05,0.12372577542843001,False,7,0.001,False,lstm,6,2016,42
220,0.05737539380788803,0.2014397230870877,0.41983078029452264,5.506560308962045e-05,0.12372577542843001,False,8,0.001,False,lstm,6,2016,42
240,0.04857568442821503,0.21355673764477243,0.5125406036856976,5.4466619752038246e-05,0.12372577542843001,False,9,0.001,False,lstm,6,2016,42
260,0.03663574531674385,0.259609008939697,0.5506306753948339,6.15478057060749e-05,0.12372577542843001,False,10,0.001,True,lstm,6,2016,42
