step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.16016297042369843,0.39740674343536536,0.5201760031227999,0.00022252671422632434,0.39740674343536536,True,0,0.001,False,lstm,10,2020,42
40,0.14568910002708435,0.2962205467948845,0.5187382375595515,0.00017221123825695677,0.2962205467948845,True,0,0.001,False,lstm,10,2020,42
60,0.14433999359607697,0.36616897565328616,0.6432428224430949,0.00018093040496717857,0.2962205467948845,False,1,0.001,False,lstm,10,2020,42
80,0.12181238830089569,0.39197825037138756,0.8702880886384033,0.0001574661636925971,0.2962205467948845,False,2,0.001,False,lstm,10,2020,42
100,0.14052163064479828,0.41386637364335,0.9042215768719108,0.00016411428876593668,0.2962205467948845,False,3,0.001,False,lstm,10,2020,42
120,0.10203973948955536,0.41691230399377,0.9339768954914209,0.00017161918348817618,0.2962205467948845,False,4,0.001,False,lstm,10,2020,42
140,0.11788513511419296,0.4444545898698841,1.0254914998038733,0.00018245844456818707,0.2962205467948845,False,5,0.001,False,lstm,10,2020,42
160,0.11332880705595016,0.3913273502287073,0.8781848346637129,0.000173827560775369,0.2962205467948845,False,6,0.001,False,lstm,10,2020,42
180,0.08121756464242935,0.3347065534698846,0.7357394796571559,0.0001502983973851663,0.2962205467948845,False,7,0.001,False,lstm,10,2020,42
200,0.0868108943104744,0.39550471959424094,0.9617049123319008,0.00016706631499548353,0.2962205467948845,False,8,0.001,False,lstm,10,2020,42
220,0.09768114238977432,0.48837044325379464,1.1956126210847422,0.00019934621184100238,0.2962205467948845,False,9,0.001,False,lstm,10,2020,42
240,0.08162590861320496,0.5762461062677254,1.461461244680133,0.00021783506020065887,0.2962205467948845,False,10,0.001,True,lstm,10,2020,42
