step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.12624019384384155,1.1541768488738784,1.044102177055877,0.010141958590426221,1.1541768488738784,True,0,0.001,False,lstm,0,2010,42
40,0.1239265576004982,0.7085437002481969,0.8474408469166544,0.00936149504321387,0.7085437002481969,True,0,0.001,False,lstm,0,2010,42
60,0.06752786785364151,0.5732735772499736,0.562546189722231,0.008959398977185088,0.5732735772499736,True,0,0.001,False,lstm,0,2010,42
80,0.05028943717479706,0.5271319791226211,0.6270261389723017,0.00872559439802504,0.5271319791226211,True,0,0.001,False,lstm,0,2010,42
100,0.07465292513370514,0.4448349026260871,0.5417225701149136,0.0083362831082538,0.4448349026260871,True,0,0.001,False,lstm,0,2010,42
120,0.05114346742630005,0.40292305954684066,0.5565415627749496,0.00804331733691254,0.40292305954684066,True,0,0.001,False,lstm,0,2010,42
140,0.07341398298740387,0.4010974634250909,0.5278245238071606,0.008069349899857943,0.4010974634250909,True,0,0.001,False,lstm,0,2010,42
160,0.05300982668995857,0.37136211438636246,0.5033738021215646,0.007877804719594294,0.37136211438636246,True,0,0.001,False,lstm,0,2010,42
180,0.054403454065322876,0.3605663726249111,0.5085068508552631,0.007760687729202817,0.3605663726249111,True,0,0.001,False,lstm,0,2010,42
200,0.05478088557720184,0.3044750242804589,0.45309192677914156,0.00739939189190384,0.3044750242804589,True,0,0.001,False,lstm,0,2010,42
220,0.03954608738422394,0.3520904979329265,0.5157646659195398,0.007673098968515824,0.3044750242804589,False,1,0.001,False,lstm,0,2010,42
240,0.053556572645902634,0.3668995226291953,0.5470683132621177,0.00771426586433227,0.3044750242804589,False,2,0.001,False,lstm,0,2010,42
260,0.04339459165930748,0.3733649150348181,0.5895753975703661,0.0076858355243019484,0.3044750242804589,False,3,0.001,False,lstm,0,2010,42
280,0.039878055453300476,0.40418269059418804,0.6805119804761808,0.007797733373501023,0.3044750242804589,False,4,0.001,False,lstm,0,2010,42
300,0.041837405413389206,0.48216109203135676,0.8594697063589746,0.008099430197369008,0.3044750242804589,False,5,0.001,False,lstm,0,2010,42
320,0.03690159320831299,0.4771551075589375,0.8010015001675599,0.00815855927580925,0.3044750242804589,False,6,0.001,False,lstm,0,2010,42
340,0.04958914592862129,0.4164218370639532,0.6866778631462525,0.007770636256251749,0.3044750242804589,False,7,0.001,False,lstm,0,2010,42
360,0.03698395937681198,0.4211103819310072,0.697735419508658,0.007841332586482066,0.3044750242804589,False,8,0.001,False,lstm,0,2010,42
380,0.04265821725130081,0.5019688717058517,0.8896853564682667,0.008179817721737955,0.3044750242804589,False,9,0.001,False,lstm,0,2010,42
400,0.03134413808584213,0.5528498724821811,0.990749102577067,0.008293914463994316,0.3044750242804589,False,10,0.001,True,lstm,0,2010,42
