step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.3746049404144287,0.32067606570289897,0.5815358528520161,0.0004398620150237068,0.32067606570289897,True,0,0.001,False,tsmixerx,2,2012,42
40,0.2712518274784088,0.2229351828978623,0.4235398418662814,0.00040755112973130537,0.2229351828978623,True,0,0.001,False,tsmixerx,2,2012,42
60,0.20856212079524994,0.20037476253762856,0.4369754632805999,0.0003546864812664206,0.20037476253762856,True,0,0.001,False,tsmixerx,2,2012,42
80,0.20304520428180695,0.2181054403427484,0.4651760352019049,0.0003292373705771875,0.20037476253762856,False,1,0.001,False,tsmixerx,2,2012,42
100,0.16897444427013397,0.1962665781004218,0.4021672860209215,0.0003180947422229904,0.1962665781004218,True,0,0.001,False,tsmixerx,2,2012,42
120,0.19314157962799072,0.1847165316768507,0.3911523133429111,0.0003016975657324314,0.1847165316768507,True,0,0.001,False,tsmixerx,2,2012,42
140,0.18953506648540497,0.19341394836278483,0.42986185983373665,0.00030476861511210244,0.1847165316768507,False,1,0.001,False,tsmixerx,2,2012,42
160,0.18964499235153198,0.2113934864185823,0.434969960814888,0.00031034598300027727,0.1847165316768507,False,2,0.001,False,tsmixerx,2,2012,42
180,0.1602834016084671,0.19425574656855815,0.4221294349810365,0.0003135265429198739,0.1847165316768507,False,3,0.001,False,tsmixerx,2,2012,42
200,0.1963140219449997,0.20332773037684618,0.40321838951386674,0.00031074319768241107,0.1847165316768507,False,4,0.001,False,tsmixerx,2,2012,42
220,0.1755906641483307,0.20554654662173755,0.4555158260678685,0.00030984908228280785,0.1847165316768507,False,5,0.001,False,tsmixerx,2,2012,42
240,0.15554192662239075,0.2483364044690761,0.5686668175366659,0.0003339173200098452,0.1847165316768507,False,6,0.001,False,tsmixerx,2,2012,42
260,0.17520137131214142,0.22868682828887055,0.48264342738300814,0.0003236827281303469,0.1847165316768507,False,7,0.001,False,tsmixerx,2,2012,42
280,0.1489267200231552,0.2121354760418449,0.45722467456587146,0.00031052355830331595,0.1847165316768507,False,8,0.001,False,tsmixerx,2,2012,42
300,0.15728439390659332,0.19475207228966732,0.44117241336896235,0.00030447193605148595,0.1847165316768507,False,9,0.001,False,tsmixerx,2,2012,42
320,0.13053782284259796,0.22911086329723285,0.5553229482189154,0.00032193536988510223,0.1847165316768507,False,10,0.001,True,tsmixerx,2,2012,42
