step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.11128794401884079,0.25823902961969936,0.25964925277186496,0.0006427083222057734,0.25823902961969936,True,0,0.001,False,lstm,1,2011,42
40,0.11979407072067261,0.1688516859331754,0.28433263223083727,0.00044712961074985883,0.1688516859331754,True,0,0.001,False,lstm,1,2011,42
60,0.09770914167165756,0.13676589370177245,0.22956395363463905,0.00033671008220836473,0.13676589370177245,True,0,0.001,False,lstm,1,2011,42
80,0.05526438355445862,0.12873499686777723,0.22639127590028754,0.0002616201203400909,0.12873499686777723,True,0,0.001,False,lstm,1,2011,42
100,0.06901220232248306,0.12828872339316605,0.2371058587337365,0.00026075208058211753,0.12828872339316605,True,0,0.001,False,lstm,1,2011,42
120,0.06366433203220367,0.1272942009779754,0.22807744493639776,0.00025981512734590687,0.1272942009779754,True,0,0.001,False,lstm,1,2011,42
140,0.04614363983273506,0.14662135286297026,0.23774830384506287,0.0003034677073257306,0.1272942009779754,False,1,0.001,False,lstm,1,2011,42
160,0.03191814199090004,0.11834259159774069,0.21346295436889204,0.0003055656397229211,0.11834259159774069,True,0,0.001,False,lstm,1,2011,42
180,0.040477439761161804,0.12940308073515297,0.21959329656456503,0.00031329331067024476,0.11834259159774069,False,1,0.001,False,lstm,1,2011,42
200,0.04812530055642128,0.1354442629468256,0.23817760573934113,0.0005616374777874461,0.11834259159774069,False,2,0.001,False,lstm,1,2011,42
220,0.03384881094098091,0.14883638466352314,0.24610733182049357,0.000470834542019203,0.11834259159774069,False,3,0.001,False,lstm,1,2011,42
240,0.03438805416226387,0.1409735531755799,0.2519564669055652,0.0006789890783641286,0.11834259159774069,False,4,0.001,False,lstm,1,2011,42
260,0.03879936411976814,0.1378977592260714,0.24999974857883384,0.00046920707400007443,0.11834259159774069,False,5,0.001,False,lstm,1,2011,42
280,0.03612293675541878,0.1352336476905658,0.23702856809282857,0.0006057322004775192,0.11834259159774069,False,6,0.001,False,lstm,1,2011,42
300,0.048511017113924026,0.1485262643208093,0.27817451760962386,0.000679055319166385,0.11834259159774069,False,7,0.001,False,lstm,1,2011,42
320,0.033502109348773956,0.16651962967958256,0.30622445987950286,0.0005172672847474852,0.11834259159774069,False,8,0.001,False,lstm,1,2011,42
340,0.030712924897670746,0.16742891714752545,0.3126077666433727,0.0006941313590971889,0.11834259159774069,False,9,0.001,False,lstm,1,2011,42
360,0.026603158563375473,0.1609860247005953,0.2995167693841912,0.000613528839820094,0.11834259159774069,False,10,0.001,True,lstm,1,2011,42
