step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.5020718574523926,0.21363689121312265,0.459673198362564,0.00025320423050546534,0.21363689121312265,True,0,0.001,False,tsmixerx,13,2023,42
40,0.35548341274261475,0.24229940691676244,0.39928575532293364,0.0002220145575915874,0.21363689121312265,False,1,0.001,False,tsmixerx,13,2023,42
60,0.3630288541316986,0.21869668378688398,0.3537702870218416,0.00020720091009275712,0.21363689121312265,False,2,0.001,False,tsmixerx,13,2023,42
80,0.3319580852985382,0.1617321903450896,0.2821299363740577,0.00018545624558849225,0.1617321903450896,True,0,0.001,False,tsmixerx,13,2023,42
100,0.2716897130012512,0.24045439270101399,0.44072812535825656,0.0002080518323446663,0.1617321903450896,False,1,0.001,False,tsmixerx,13,2023,42
120,0.28695324063301086,0.20271777609352123,0.3836518429534215,0.00019145117422089488,0.1617321903450896,False,2,0.001,False,tsmixerx,13,2023,42
140,0.2701018452644348,0.21779915827301136,0.400382184510943,0.00019621601215581065,0.1617321903450896,False,3,0.001,False,tsmixerx,13,2023,42
160,0.26046299934387207,0.2281972212782817,0.40271327528632844,0.00020116424417286337,0.1617321903450896,False,4,0.001,False,tsmixerx,13,2023,42
180,0.27078256011009216,0.1554918468857828,0.2837044463083152,0.0001779271806094866,0.1554918468857828,True,0,0.001,False,tsmixerx,13,2023,42
200,0.2762376368045807,0.18104750646263826,0.33486137368763197,0.00017958528433831186,0.1554918468857828,False,1,0.001,False,tsmixerx,13,2023,42
220,0.23194707930088043,0.152354428328469,0.2842326863232525,0.0001691120464458469,0.152354428328469,True,0,0.001,False,tsmixerx,13,2023,42
240,0.2680240571498871,0.18448843245829313,0.33664091085149084,0.00018134154890884943,0.152354428328469,False,1,0.001,False,tsmixerx,13,2023,42
260,0.2537349462509155,0.14385546118604714,0.26282907410468226,0.00018302038645474095,0.14385546118604714,True,0,0.001,False,tsmixerx,13,2023,42
280,0.23617351055145264,0.16025116042865298,0.27033937686033177,0.00017408973893794135,0.14385546118604714,False,1,0.001,False,tsmixerx,13,2023,42
300,0.215418741106987,0.16471743596140295,0.3137782991821014,0.00017129652359468723,0.14385546118604714,False,2,0.001,False,tsmixerx,13,2023,42
320,0.21107342839241028,0.1666013287285334,0.31999002585281117,0.0001698137458930283,0.14385546118604714,False,3,0.001,False,tsmixerx,13,2023,42
340,0.2159046083688736,0.1448600797586062,0.2580270963812101,0.0001592219663496999,0.14385546118604714,False,4,0.001,False,tsmixerx,13,2023,42
360,0.22345499694347382,0.14350310812846365,0.2336904151319486,0.0001661177012294585,0.14350310812846365,True,0,0.001,False,tsmixerx,13,2023,42
380,0.17311900854110718,0.166556124202751,0.2998964761922746,0.00016852130904770074,0.14350310812846365,False,1,0.001,False,tsmixerx,13,2023,42
400,0.17328761518001556,0.16261777874581373,0.30245867864031795,0.00017269074722733762,0.14350310812846365,False,2,0.001,False,tsmixerx,13,2023,42
