step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.3930295705795288,0.2675377227048212,0.3805026841537809,6.981480756816141e-05,0.2675377227048212,True,0,0.001,False,tsmixerx,6,2016,42
40,0.3249407708644867,0.25996355372139385,0.36711337813420986,6.642846363068496e-05,0.25996355372139385,True,0,0.001,False,tsmixerx,6,2016,42
60,0.2576800286769867,0.19555625204117708,0.396527256367317,5.633003237415973e-05,0.19555625204117708,True,0,0.001,False,tsmixerx,6,2016,42
80,0.22234734892845154,0.3180960165880873,0.487080839012767,6.538190665954306e-05,0.19555625204117708,False,1,0.001,False,tsmixerx,6,2016,42
100,0.23357418179512024,0.23274065129098107,0.42893014923867306,5.6526675002402965e-05,0.19555625204117708,False,2,0.001,False,tsmixerx,6,2016,42
120,0.24311088025569916,0.27138533818625066,0.589061358495486,5.944633000512795e-05,0.19555625204117708,False,3,0.001,False,tsmixerx,6,2016,42
140,0.2077026665210724,0.3151558757831476,0.6342189540884993,6.171615522536982e-05,0.19555625204117708,False,4,0.001,False,tsmixerx,6,2016,42
160,0.2203150987625122,0.2880491698098137,0.5998564306094673,5.734937533665032e-05,0.19555625204117708,False,5,0.001,False,tsmixerx,6,2016,42
180,0.21323511004447937,0.29129564770808897,0.7116869124460214,5.684713950353364e-05,0.19555625204117708,False,6,0.001,False,tsmixerx,6,2016,42
200,0.17883086204528809,0.45312530951422675,1.2942750139027739,6.603102727008409e-05,0.19555625204117708,False,7,0.001,False,tsmixerx,6,2016,42
220,0.20985224843025208,0.3976524359313128,0.9323470529295628,6.535266759372629e-05,0.19555625204117708,False,8,0.001,False,tsmixerx,6,2016,42
240,0.2001197636127472,0.3865403274505698,0.9260709557029567,6.271146969051856e-05,0.19555625204117708,False,9,0.001,False,tsmixerx,6,2016,42
260,0.1632971465587616,0.34201447554299325,0.8074257168867922,5.990273767533276e-05,0.19555625204117708,False,10,0.001,True,tsmixerx,6,2016,42
