step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.44237571954727173,0.2004881308278928,0.3166272877945802,8.015851483318605e-05,0.2004881308278928,True,0,0.001,False,tsmixerx,7,2017,42
40,0.29254409670829773,0.2501488631727611,0.39363203037506045,7.405119346613836e-05,0.2004881308278928,False,1,0.001,False,tsmixerx,7,2017,42
60,0.26551252603530884,0.1539659195589754,0.2862140935690892,5.580502126382034e-05,0.1539659195589754,True,0,0.001,False,tsmixerx,7,2017,42
80,0.24418076872825623,0.10730750627384135,0.245740069088548,4.952687313511573e-05,0.10730750627384135,True,0,0.001,False,tsmixerx,7,2017,42
100,0.28520193696022034,0.12440011060598676,0.26574252160713435,5.0522556259847946e-05,0.10730750627384135,False,1,0.001,False,tsmixerx,7,2017,42
120,0.28388693928718567,0.10429413992485664,0.23700606621041156,4.7705099581286696e-05,0.10429413992485664,True,0,0.001,False,tsmixerx,7,2017,42
140,0.25984835624694824,0.12021172692233915,0.28626653268593055,4.907446979623669e-05,0.10429413992485664,False,1,0.001,False,tsmixerx,7,2017,42
160,0.22169184684753418,0.11672014724244195,0.305833857942276,4.9602287807881806e-05,0.10429413992485664,False,2,0.001,False,tsmixerx,7,2017,42
180,0.24871766567230225,0.10308193759710554,0.23680236053681689,4.979778054902581e-05,0.10308193759710554,True,0,0.001,False,tsmixerx,7,2017,42
200,0.20476211607456207,0.10573739809718669,0.2668799526925141,5.208840459940281e-05,0.10308193759710554,False,1,0.001,False,tsmixerx,7,2017,42
220,0.2112346887588501,0.1132219138686256,0.2944096307213693,5.025879151927175e-05,0.10308193759710554,False,2,0.001,False,tsmixerx,7,2017,42
240,0.19273293018341064,0.10023681371743626,0.23591770474131388,5.092804604306393e-05,0.10023681371743626,True,0,0.001,False,tsmixerx,7,2017,42
260,0.20977887511253357,0.10007657558420156,0.23437523241485664,5.675553682114456e-05,0.10007657558420156,True,0,0.001,False,tsmixerx,7,2017,42
280,0.2402697503566742,0.107446586256821,0.2610999358482693,5.866925079586288e-05,0.10007657558420156,False,1,0.001,False,tsmixerx,7,2017,42
300,0.19760015606880188,0.10837565654799147,0.2598635701697703,5.688842661220545e-05,0.10007657558420156,False,2,0.001,False,tsmixerx,7,2017,42
320,0.18661566078662872,0.10683064834288179,0.2593152279887263,6.796674506770593e-05,0.10007657558420156,False,3,0.001,False,tsmixerx,7,2017,42
340,0.17773883044719696,0.11230912916190917,0.28447198305079,6.598312824493771e-05,0.10007657558420156,False,4,0.001,False,tsmixerx,7,2017,42
360,0.17608916759490967,0.11969433608226616,0.2895260511612007,7.810900073428987e-05,0.10007657558420156,False,5,0.001,False,tsmixerx,7,2017,42
380,0.17042315006256104,0.11133593994722989,0.2804225618575331,6.159786457060863e-05,0.10007657558420156,False,6,0.001,False,tsmixerx,7,2017,42
400,0.17378199100494385,0.10439206064465681,0.25834442914890215,5.542426399330163e-05,0.10007657558420156,False,7,0.001,False,tsmixerx,7,2017,42
