step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.4233684539794922,0.1782612296552649,0.36605511195637364,0.0002031836093012688,0.1782612296552649,True,0,0.001,False,tsmixerx,3,2013,42
40,0.2851026654243469,0.1094588760032203,0.2360787967999109,0.00014706867642342962,0.1094588760032203,True,0,0.001,False,tsmixerx,3,2013,42
60,0.21965983510017395,0.11131885668152681,0.250120134552352,0.00013888035844360945,0.1094588760032203,False,1,0.001,False,tsmixerx,3,2013,42
80,0.24802806973457336,0.1125410271682866,0.30952456957286184,0.00013343031417800322,0.1094588760032203,False,2,0.001,False,tsmixerx,3,2013,42
100,0.20651988685131073,0.10190909493634122,0.24652497200261336,0.00012077732076066278,0.10190909493634122,True,0,0.001,False,tsmixerx,3,2013,42
120,0.23618195950984955,0.09740238457274798,0.23406704130639444,0.00011625236173416905,0.09740238457274798,True,0,0.001,False,tsmixerx,3,2013,42
140,0.19486936926841736,0.1018924120994694,0.21692576291024163,0.00012082251840917182,0.09740238457274798,False,1,0.001,False,tsmixerx,3,2013,42
160,0.2540866434574127,0.09869393011965731,0.1925987456542933,0.00012031079089826221,0.09740238457274798,False,2,0.001,False,tsmixerx,3,2013,42
180,0.18850773572921753,0.1023289353668035,0.20376052849315643,0.0001242856127924376,0.09740238457274798,False,3,0.001,False,tsmixerx,3,2013,42
200,0.19106271862983704,0.1071581465032629,0.1891673967293592,0.00013986811282106138,0.09740238457274798,False,4,0.001,False,tsmixerx,3,2013,42
220,0.14468561112880707,0.09988974359793924,0.18786493830602205,0.00012054008304599125,0.09740238457274798,False,5,0.001,False,tsmixerx,3,2013,42
240,0.15027907490730286,0.10229861963005944,0.16513157920754942,0.00015214940700941074,0.09740238457274798,False,6,0.001,False,tsmixerx,3,2013,42
260,0.13435639441013336,0.1181150565820312,0.18237982520306964,0.0001831051356322284,0.09740238457274798,False,7,0.001,False,tsmixerx,3,2013,42
280,0.17151834070682526,0.14245324224686998,0.2160231730680829,0.00023356052020706897,0.09740238457274798,False,8,0.001,False,tsmixerx,3,2013,42
300,0.13764174282550812,0.1624464140883818,0.20909668228104777,0.0003503435149482561,0.09740238457274798,False,9,0.001,False,tsmixerx,3,2013,42
320,0.15007956326007843,0.14944664015080303,0.21056115987925866,0.00024071736869147396,0.09740238457274798,False,10,0.001,True,tsmixerx,3,2013,42
