step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.5883972644805908,1.4541960785093382,2.714686312532473,0.008507088475008591,1.4541960785093382,True,0,0.001,False,tsmixerx,12,2022,42
40,0.38999900221824646,1.0683783192859249,2.0274730755543686,0.008080655176634768,1.0683783192859249,True,0,0.001,False,tsmixerx,12,2022,42
60,0.41476935148239136,1.108979171499456,2.280946540367591,0.007944490542343696,1.0683783192859249,False,1,0.001,False,tsmixerx,12,2022,42
80,0.34621351957321167,1.007815450418614,2.1779019890158366,0.007873654628235366,1.007815450418614,True,0,0.001,False,tsmixerx,12,2022,42
100,0.2970220148563385,1.147174564394245,2.8412264499725053,0.007885962989292441,1.007815450418614,False,1,0.001,False,tsmixerx,12,2022,42
120,0.35142892599105835,1.0970165083298347,2.666759311471856,0.00782221759530261,1.007815450418614,False,2,0.001,False,tsmixerx,12,2022,42
140,0.27998819947242737,1.0869626776703731,2.9994798577658326,0.007852044246501919,1.007815450418614,False,3,0.001,False,tsmixerx,12,2022,42
160,0.29637446999549866,1.0458384103881868,2.572494046741166,0.007752743140461857,1.007815450418614,False,4,0.001,False,tsmixerx,12,2022,42
180,0.23426556587219238,1.0919350677983606,2.4940314007980793,0.0078127283078882,1.007815450418614,False,5,0.001,False,tsmixerx,12,2022,42
200,0.2578827440738678,1.0777460068278144,2.77940445339025,0.007858628617795328,1.007815450418614,False,6,0.001,False,tsmixerx,12,2022,42
220,0.2552948594093323,1.0713655055423688,2.3885073967684707,0.007854301035701219,1.007815450418614,False,7,0.001,False,tsmixerx,12,2022,42
240,0.25127530097961426,1.0593645108231,2.541203622133511,0.007906877869786604,1.007815450418614,False,8,0.001,False,tsmixerx,12,2022,42
260,0.21252834796905518,0.9935356485854602,2.5693419791866563,0.007776412261834667,0.9935356485854602,True,0,0.001,False,tsmixerx,12,2022,42
280,0.20785102248191833,1.0519942080973925,2.4201026796296095,0.007903832519965412,0.9935356485854602,False,1,0.001,False,tsmixerx,12,2022,42
300,0.1972052901983261,0.9632025742694187,2.34907535248137,0.007809130009640825,0.9632025742694187,True,0,0.001,False,tsmixerx,12,2022,42
320,0.21648867428302765,0.862762221004487,1.8919366084804201,0.0077217878188431425,0.862762221004487,True,0,0.001,False,tsmixerx,12,2022,42
340,0.2278331071138382,1.1323676469147967,2.640711162805615,0.007926475326444504,0.862762221004487,False,1,0.001,False,tsmixerx,12,2022,42
360,0.2184070348739624,1.0735055553526458,2.554603892302219,0.007851921554281816,0.862762221004487,False,2,0.001,False,tsmixerx,12,2022,42
380,0.19540652632713318,0.938767149336003,2.1840380363159055,0.00781913671485956,0.862762221004487,False,3,0.001,False,tsmixerx,12,2022,42
400,0.17958812415599823,1.055353530766767,2.411919963680414,0.007838104032142608,0.862762221004487,False,4,0.001,False,tsmixerx,12,2022,42
