step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.18883618712425232,0.2415357963264059,0.31973349751994257,0.00030938781506085095,0.2415357963264059,True,0,0.001,False,lstm,14,2024,42
40,0.15161384642124176,0.1282239817941763,0.32301896658919305,0.00021365853852321553,0.1282239817941763,True,0,0.001,False,lstm,14,2024,42
60,0.11738017946481705,0.11788135462293332,0.32555269438695705,0.00017982259445623665,0.11788135462293332,True,0,0.001,False,lstm,14,2024,42
80,0.14934132993221283,0.09534184500068464,0.239846205014375,0.00014624521483692506,0.09534184500068464,True,0,0.001,False,lstm,14,2024,42
100,0.12274324148893356,0.09983216368573551,0.24459920261328486,0.00013666769846622847,0.09534184500068464,False,1,0.001,False,lstm,14,2024,42
120,0.11422737687826157,0.11111499317032635,0.23235370799189828,0.00015069199006206792,0.09534184500068464,False,2,0.001,False,lstm,14,2024,42
140,0.10736064612865448,0.13516615017328323,0.2763064576451537,0.00019430253850157784,0.09534184500068464,False,3,0.001,False,lstm,14,2024,42
160,0.07334286719560623,0.14787087857030937,0.2886379245063631,0.00022210055135868639,0.09534184500068464,False,4,0.001,False,lstm,14,2024,42
180,0.0956982746720314,0.1674882170978356,0.32874144010343015,0.00028351931722124177,0.09534184500068464,False,5,0.001,False,lstm,14,2024,42
200,0.06809858977794647,0.17099955702970912,0.2985944082898951,0.00033395787459274004,0.09534184500068464,False,6,0.001,False,lstm,14,2024,42
220,0.07278890162706375,0.16213560233293436,0.2980100631435054,0.0003483133538975084,0.09534184500068464,False,7,0.001,False,lstm,14,2024,42
240,0.05722514167428017,0.17475529708397627,0.32208470940255435,0.00038041661854244996,0.09534184500068464,False,8,0.001,False,lstm,14,2024,42
260,0.05054054036736488,0.19255457893785471,0.3352023406456522,0.00047708003775955975,0.09534184500068464,False,9,0.001,False,lstm,14,2024,42
280,0.06135348603129387,0.1926510002729338,0.30538409886201745,0.0006006511340601695,0.09534184500068464,False,10,0.001,True,lstm,14,2024,42
