step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,model,window_id,test_year,seed
20,0.39463043212890625,0.14482133012249723,0.23730163778900124,0.00017965606718893572,0.14482133012249723,True,0,0.001,False,tsmixerx,15,2025,42
40,0.35956162214279175,0.07691651268268308,0.16699705092953712,5.850737741677252e-05,0.07691651268268308,True,0,0.001,False,tsmixerx,15,2025,42
60,0.37305617332458496,0.06749406545635667,0.13048871564752654,4.756415286407367e-05,0.06749406545635667,True,0,0.001,False,tsmixerx,15,2025,42
80,0.33957117795944214,0.07247575674468475,0.14108322677530383,5.000899902554094e-05,0.06749406545635667,False,1,0.001,False,tsmixerx,15,2025,42
100,0.28402596712112427,0.06481055548279302,0.13406350560249264,4.789024019183173e-05,0.06481055548279302,True,0,0.001,False,tsmixerx,15,2025,42
120,0.3211316466331482,0.06795433391852311,0.13719231673098684,4.8456815579737505e-05,0.06481055548279302,False,1,0.001,False,tsmixerx,15,2025,42
140,0.24858349561691284,0.07281124930806221,0.16108248164826156,5.018493388759276e-05,0.06481055548279302,False,2,0.001,False,tsmixerx,15,2025,42
160,0.2086130976676941,0.08963784468232766,0.24505149547902225,6.831227491647218e-05,0.06481055548279302,False,3,0.001,False,tsmixerx,15,2025,42
180,0.2475195676088333,0.08311918521220901,0.19002939101683775,5.896150274590575e-05,0.06481055548279302,False,4,0.001,False,tsmixerx,15,2025,42
200,0.23720352351665497,0.08334635279502983,0.2383334890289508,6.271312889242232e-05,0.06481055548279302,False,5,0.001,False,tsmixerx,15,2025,42
220,0.22717690467834473,0.08468985344924557,0.2039563380546397,6.213664885227336e-05,0.06481055548279302,False,6,0.001,False,tsmixerx,15,2025,42
240,0.22523558139801025,0.1028210924584949,0.2531987740869194,8.359031164998482e-05,0.06481055548279302,False,7,0.001,False,tsmixerx,15,2025,42
260,0.2086678296327591,0.08504705846820099,0.20471767261416116,6.098917577203221e-05,0.06481055548279302,False,8,0.001,False,tsmixerx,15,2025,42
280,0.18167823553085327,0.09993524032327163,0.23673209672214193,7.474831824722582e-05,0.06481055548279302,False,9,0.001,False,tsmixerx,15,2025,42
300,0.18786586821079254,0.08815499915343111,0.19936248721407723,6.25165111189866e-05,0.06481055548279302,False,10,0.001,True,tsmixerx,15,2025,42
