feature,f_score_h22,pvalue_h22,abs_corr_h22,missing_rate_train,variance_train,rank,selected
atr_14,2280.387502756986,0.0,0.7287931503752454,0.0,73.35151555001733,1,True
stress_index,1737.8893098609526,2.34104454840499e-274,0.6806814758459849,0.0,2.961205731143425,2,True
vix,1678.6345840708316,2.1575921942031335e-267,0.6743241758358047,0.0,109.02395997670058,3,True
vix_term_spread,1624.2118018337276,6.759778662044411e-261,0.6682470267578101,0.0,5.221578775412697,4,True
true_range,1469.2543115156632,7.468488165594361e-242,0.6495584615358074,0.0,135.71243039107446,5,True
parkinson,1353.9919548468329,3.954254583129523e-227,0.6341427075956855,0.0,1.0330959387442605e-07,6,True
spy_volume,1217.647927548151,4.788921944165355e-209,0.6139260350920489,0.0,1.493910217851286e+16,7,True
bollinger_width_20,1190.5911961786599,2.2885722495050556e-205,0.6096250267661011,0.0,0.0025413214521486337,8,True
volume_medio_22d,1131.4724622275485,3.224308189007204e-197,0.599857504443833,0.0,1.2263528230521408e+16,9,True
baa,1124.7776946538631,2.759948451967215e-196,0.5987179267478995,0.0,0.4660043775899124,10,True
garman_klass,1014.6509197067707,1.1822335834541546e-180,0.578902501677066,0.0,8.513457949747047e-08,11,True
macd,915.0575552138279,5.110222301992439e-166,0.5590290813621831,0.0,190.46161650091193,12,True
baa_aaa_spread,805.1276783863741,2.8498674850902247e-149,0.534505336735972,0.0,0.34508297382534336,13,True
ret_spx_abs,751.3478549363105,7.726438456244801e-141,0.5213437594890188,0.0,0.00010675792844743929,14,True
rv_diaria,688.7652169339927,8.157716052146915e-131,0.5049074749966606,0.0,4.1727284345200586e-07,15,True
rogers_satchell,658.613935864328,6.674358525277575e-126,0.49651069507418183,0.0,1.0127864367993417e-07,16,True
roc_10,310.99695744417437,7.72668241694987e-65,0.365813974972396,0.0,0.0012061594009114128,17,True
cpi,269.5087982731612,6.150451104117424e-57,0.34362143221795777,0.0,150.6953668699983,18,True
rsi_14,194.20211246415766,3.290295160143821e-42,0.2966237515147435,0.0,118.39281346803602,19,True
epu,159.9900712082737,2.4205717746495334e-35,0.2713423893121537,0.0,5011.65466338934,20,True
ust_10y,155.76594919776784,1.736933622682186e-34,0.26799699227379975,0.0,0.4311872958657067,21,False
ust_3m,150.57368740599685,1.9692132383273205e-33,0.26380844709604223,0.0,3.233077017776965,22,False
spx_low,150.2354899547985,2.307139333377407e-33,0.263532613585749,0.0,34943.168878080454,23,False
nky_close,118.38643296629348,7.839924654290306e-27,0.2356784477619183,0.0,8830926.708056888,24,False
aaa,117.89772699606102,9.894274958166383e-27,0.23521846583065478,0.0,0.12683230747064533,25,False
yield_slope,105.43472308130896,3.819733983030303e-24,0.2230921493772933,0.0,1.788690844558999,26,False
fed_funds,93.26623108573538,1.333470322855779e-21,0.21042899504308063,0.007444168734491315,3.5805284443750223,27,False
indu_close,90.5597301134321,4.931887909550303e-21,0.20748663895161024,0.0,2247458.5531680984,28,False
adx_14,87.28478452734916,2.4074823482909038e-20,0.2038591358851958,0.0,59.32453452283978,29,False
ukx_close,79.85998081425427,8.864856739084027e-19,0.1953414980593141,0.0,663215.5899615163,30,False
gold_close,73.06921313151032,2.4345743588579204e-17,0.18715561378609943,0.0,85373.75490755244,31,False
ndx_close,54.044696891806204,2.835913407092038e-13,0.16169686836387637,0.0,79221.12268015234,32,False
wti_close,50.57929609154614,1.5836431417283733e-12,0.15655819642245689,0.002977667493796526,567.4788655030962,33,False
ret_spx_log,34.59296170994081,4.746734749885801e-09,0.1299786611072354,0.0,0.00018032902910610467,34,False
ret_ndx_simple,26.537916675183016,2.836460053984999e-07,0.11406897031852506,0.0,0.00023165981184248695,35,False
ret_nky_log,24.647458315285103,7.463035330810013e-07,0.10998198325202799,0.0,0.0002511108135945651,36,False
ret_indu_simple,23.99423325454026,1.0433464293439644e-06,0.1085321830073914,0.0,0.00015343384578321643,37,False
ret_ukx_log,23.672850457293272,1.2305168665139003e-06,0.10781138872625559,0.0,0.00016229954209054276,38,False
dxy,22.937667559111784,1.7954994313238238e-06,0.10614325175104486,0.0,42.03374344260329,39,False
unemployment,12.12466756930779,0.0005082096964782273,0.07737649232902342,0.0,3.4272821481568156,40,False
ret_dxy_log,9.36778390526069,0.0022374917927654903,0.06805943865462317,0.0,3.106057174342874e-05,41,False
ret_nky_simple,2.703929693855612,0.10025738600886755,0.036625564435962446,0.05806451612903226,0.0482469625732142,42,False
obv,2.201691459072794,0.13801594396717018,0.03305361538797444,0.0,3.565999596747366e+18,43,False
industrial_production,1.7723305820148925,0.18324465843524212,0.029659196185377195,0.0,23.269360228656062,44,False
ret_wti_simple,0.4014463922461179,0.5264152041769554,0.014120451762201183,0.002977667493796526,0.0036411788959953336,45,False
ret_ukx_simple,0.11469208902091363,0.7348995361457042,0.007548010095306172,0.017369727047146403,0.01655937209944421,46,False
ret_gold_log,0.015895813734483445,0.899682296529635,0.0028100741533992344,0.0,0.00016082411689952872,47,False
