feature,f_score_h22,pvalue_h22,abs_corr_h22,missing_rate_train,variance_train,rank,selected
vix,2291.8768620841774,0.0,0.729735915403121,0.0,60.28340220630349,1,True
volume_medio_22d,1858.6561676096512,3.52836909776327e-288,0.692958508086106,0.0,5012020239131519.0,2,True
spy_volume,1560.5771585208875,3.8008440425771397e-253,0.6609244440914337,0.0,7573255356771225.0,3,True
stress_index,1447.0610638722173,4.974787561653316e-239,0.6467915160525661,0.0,0.884244825517625,4,True
ukx_close,1119.4337645791031,1.603661276261693e-195,0.5978986681479818,0.0,566541.703714238,5,True
baa_aaa_spread,1083.3474842437734,1.8781102162852787e-190,0.5916013883823941,0.0,0.2372639549222957,6,True
baa,1045.5187165129735,4.477978838910323e-185,0.5847649635539182,0.0,0.8373458622808124,7,True
bollinger_width_20,879.3513632684397,1.2311672648141562e-160,0.5514812927505282,0.0,0.0015478540495535186,8,True
obv,857.376628323371,2.675086527785313e-157,0.5466282117114708,0.0,8.947536493014923e+18,9,True
parkinson,777.099109998968,6.918673113829815e-145,0.5278447814347093,0.0,2.1500476023094827e-08,10,True
indu_close,676.6546314474497,7.700739856144157e-129,0.5016675615476338,0.0,10396270.370520486,11,True
garman_klass,603.7635048583192,8.192179251283412e-117,0.4804345048679638,0.0,1.791228702209488e-08,12,True
cpi,576.7980942380003,2.8076001870333685e-112,0.4720226277561856,0.0,79.5002242954848,13,True
ndx_close,476.013913798483,6.762458853102466e-95,0.4374046757754564,0.0,1195429.080145864,14,True
vix_term_spread,445.9214111442457,1.4391394746416533e-89,0.4259368026446053,0.0,2.0728444965923707,15,True
ret_spx_abs,398.45728853095557,4.983745989136654e-81,0.40657546501185504,0.0,6.426030003894925e-05,16,True
atr_14,391.2266940725963,1.0313111894176121e-79,0.40347522294158,0.0,36.49173338517878,17,True
rv_diaria,390.1816388803412,1.5991999270924357e-79,0.4030236136423216,0.0,9.536201463987343e-08,18,True
industrial_production,387.30178357987745,5.3620990402229696e-79,0.40177444520272726,0.0,24.88451431873336,19,True
aaa,352.12350355437485,1.5845238174893812e-72,0.3859334544804592,0.0,0.41267666407145975,20,True
rogers_satchell,334.98296232003446,2.4449938569451993e-69,0.3777951610050336,0.0,2.5329544605990786e-08,21,False
macd,268.31250936826245,1.048467323116e-56,0.34302302747159064,0.0,180.1652526439533,22,False
nky_close,262.76131826165346,1.2286217295040259e-55,0.3398699743428151,0.0,14641454.08495373,23,False
true_range,217.95139547694848,6.571224637736699e-47,0.3126310638122692,0.0,111.89609717363278,24,False
rsi_14,193.403609320961,4.7544856701473805e-42,0.2961339822605793,0.0,116.77540303003279,25,False
epu,121.40558852019164,1.8657854532056612e-27,0.23855176000691727,0.0,4430.308780709337,26,False
unemployment,113.89939967765115,6.66242438820212e-26,0.23146714924237888,0.0,2.91828872174817,27,False
roc_10,110.8549933954193,2.852448697573441e-25,0.22851644825937298,0.0,0.0009734424773818748,28,False
ust_10y,109.65881395291565,5.05432248754258e-25,0.22734426295733146,0.0,0.4168038081859972,29,False
wti_close,106.18385518485613,2.6689433346235584e-24,0.2238965583290617,0.0,512.2772864053169,30,False
gold_close,92.61441661811978,1.8277736745723287e-21,0.20977466065483846,0.0,53762.304023744364,31,False
yield_slope,91.79027993764115,2.7217969171749237e-21,0.20888012805568937,0.0,0.43641369033250804,32,False
adx_14,60.2342301663457,1.3295701084380106e-14,0.1704913149693717,0.0,51.300808002271495,33,False
ret_indu_log,23.64396046760043,1.2489567867559756e-06,0.10777280881451162,0.0,0.0001014322941612264,34,False
ret_spx_log,22.158332108253994,2.681796409336548e-06,0.10437011371989881,0.0,0.00012084396396902401,35,False
ret_ukx_log,20.45617781668196,6.456611605065192e-06,0.10032326317817777,0.0,0.00011659558579367515,36,False
dxy,19.924284873182152,8.502732884277948e-06,0.09902334913954798,0.0,57.95205721743137,37,False
ust_3m,15.386319147380114,9.055965270164432e-05,0.08711623794789979,0.0,0.010168365467489724,38,False
ret_nky_log,12.371215826337432,0.0004456708727641573,0.07817378050050543,0.0,0.0002115340338399602,39,False
ret_ndx_log,11.1012306345342,0.0008783189885877108,0.07407586910556492,0.0,0.00013963153116023082,40,False
ret_gold_log,4.283196114410294,0.038618282517679785,0.04609015987552712,0.0,0.00012078556306163417,41,False
ret_dxy_simple,2.165021061654093,0.14133907006733193,0.03278563035166626,0.0,2.649231154118313e-05,42,False
ret_wti_simple,0.7224234308798739,0.39545125583016394,0.0189454082904193,0.0,0.0005463937306825231,43,False
fed_funds,0.5098257845187911,0.47529710346132525,0.01591629182708738,0.007944389275074478,0.00984080737394052,44,False
ret_nky_simple,0.47634690045315087,0.4901612988722067,0.015384956741798279,0.0605759682224429,0.04889467661337494,45,False
ret_ukx_simple,0.0455721465735537,0.8309770726421978,0.004759165812889269,0.018371400198609732,0.017026994965779054,46,False
