feature,f_score_h22,pvalue_h22,abs_corr_h22,missing_rate_train,variance_train,rank,selected
atr_14,1989.5899216681194,9.204071704132628e-303,0.7050359094957074,0.0,80.51362475922454,1,True
stress_index,1654.3074774893362,1.6816893070573223e-264,0.6716367545715733,0.0,2.990133852003048,2,True
vix_term_spread,1632.3579879150234,7.102730949912048e-262,0.6691717715672696,0.0,5.527414118281611,3,True
vix,1609.1461882603119,4.419636896354251e-259,0.6665224212235343,0.0,114.98062074722462,4,True
true_range,1311.4468276797602,1.4448098078206974e-221,0.6280809885676363,0.0,151.19867988315892,5,True
parkinson,1301.7508393970359,2.738624439337984e-220,0.6266693996573381,0.0,1.0768917719767048e-07,6,True
spy_volume,1188.1678825080173,4.904770825368958e-205,0.6092347667002137,0.0,1.5204253988726736e+16,7,True
volume_medio_22d,1167.880237589099,2.9651862436759324e-202,0.6059342422361735,0.0,1.1871311292711468e+16,8,True
bollinger_width_20,1141.4768704411501,1.314314746566177e-198,0.6015474418546983,0.0,0.0026997062788700053,9,True
garman_klass,995.1272678249543,8.005081818776216e-178,0.5751633573421396,0.0,8.728000308338703e-08,10,True
macd,861.952664806178,5.223929418323318e-158,0.5475532474679259,0.0,203.62945522309383,11,True
baa,776.4561831464675,8.520146124167755e-145,0.5275926108116485,0.0,0.5633214734651398,12,True
baa_aaa_spread,757.6239506409044,7.85916422689988e-142,0.5229233752055523,0.0,0.3510708009038928,13,True
ret_spx_abs,714.1730717440043,6.519891014595226e-135,0.5117353110489311,0.0,0.00011471069467061644,14,True
rv_diaria,659.1344024368674,5.484445449126858e-126,0.4966584634137777,0.0,4.403643899545827e-07,15,True
rogers_satchell,651.176605820141,1.1087203738352571e-124,0.4943879644872265,0.0,1.0312895214275365e-07,16,True
roc_10,301.00154389869164,6.000444379635385e-63,0.36066378774709046,0.0,0.0012675334520341655,17,True
cpi,238.54308411284893,6.067317849654186e-51,0.3254942223546727,0.0,138.28318720408302,18,True
spx_low,222.2331954504536,9.432195551217312e-48,0.3153138491885167,0.0,28897.8073127342,19,True
rsi_14,196.9919874567802,9.168131901708268e-43,0.29855815025170523,0.0,122.32229821536694,20,True
epu,165.33908658469983,2.0077662429062974e-36,0.27550217061918864,0.0,5177.371490313319,21,False
ukx_close,151.89216361689483,1.0623290060592806e-33,0.2648802331503793,0.0,496714.02017866884,22,False
ust_3m,149.0066065438517,4.1029629092396354e-33,0.2625271680733643,0.0,3.5891740802359737,23,False
nky_close,139.76277673900213,3.1537310148930153e-31,0.2547989725808738,0.0,8688671.119129686,24,False
indu_close,128.3724368442266,6.836122402052395e-29,0.2448441818790895,0.0,1950668.6061789307,25,False
yield_slope,117.51403914209722,1.1878327483980393e-26,0.2348565499412977,0.0,1.751206831010926,26,False
ust_10y,116.91861382256755,1.5774661106813848e-26,0.2342935454556963,0.0,0.6340915503225425,27,False
fed_funds,94.70524747541111,6.657853617051884e-22,0.21197375015660866,0.007444168734491315,3.980340035975043,28,False
adx_14,87.55353513629505,2.1135289242711922e-20,0.2041596750708325,0.0,62.18223066786707,29,False
ndx_close,59.06973806141391,2.3615058437133066e-14,0.16884194191518756,0.0,95017.04997166716,30,False
aaa,55.92680983376662,1.1165463070328759e-13,0.16441349441638772,0.0,0.20685075127609906,31,False
gold_close,37.97339651662926,8.638520606343884e-10,0.13606916150061749,0.0,146518.56893328263,32,False
ret_spx_log,34.64080770515584,4.633414721374287e-09,0.13006699804793084,0.0,0.00019284934446962612,33,False
ret_ndx_log,33.33085873801718,8.983172353177184e-09,0.12762487353793703,0.0,0.00022694051278946155,34,False
wti_close,30.290649366747402,4.194117523072043e-08,0.12175567651334747,0.0019851116625310174,500.19359638458,35,False
ret_ukx_log,25.30346053003845,5.332896297211434e-07,0.11141804633210893,0.0,0.00016531556719360046,36,False
ret_nky_log,24.837374693017725,6.77085126651833e-07,0.11039974823265039,0.0,0.0002536066588962749,37,False
ret_indu_simple,24.661702791080245,7.408740683690854e-07,0.11001337500720237,0.0,0.0001616100499615585,38,False
dxy,20.986063926649482,4.9095712339137306e-06,0.10157609417583548,0.0,27.459263285784942,39,False
ret_dxy_simple,9.4866678822034,0.002097682991321831,0.06848792597128066,0.0,3.183347236594824e-05,40,False
unemployment,8.670844942266804,0.0032704774312428335,0.06549007472242355,0.0,4.29091686790754,41,False
ret_nky_simple,2.9494468917081926,0.08606076173428703,0.038249914758538756,0.058560794044665014,0.04778527862784111,42,False
ret_wti_simple,1.2347578758311177,0.26661643761623177,0.02475915732939999,0.0019851116625310174,0.0026308758733975045,43,False
industrial_production,0.44679662407459564,0.503936762151673,0.014896521314616638,0.0,21.43074463732825,44,False
ret_ukx_simple,0.14076463380869098,0.7075615690024213,0.008361991194689089,0.01836228287841191,0.017063105198436873,45,False
obv,0.08637487824914523,0.7688676482362724,0.006550320037413903,0.0,4.5513480640419123e+18,46,False
ret_gold_log,0.027048137516171477,0.8693830420908479,0.003665589921106002,0.0,0.00016624830370853605,47,False
