feature,f_score_h22,pvalue_h22,abs_corr_h22,missing_rate_train,variance_train,rank,selected
vix,1184.8022343357827,1.6261476285950633e-204,0.6089770730799002,0.0,30.71804627612069,1,True
volume_medio_22d,785.5340845247794,3.469838907794323e-146,0.530090622040718,0.0,2784143073630223.5,2,True
spy_volume,690.1270224008307,5.209675910635871e-131,0.5055596666519663,0.0,4720452718971040.0,3,True
atr_14,659.7822196577156,4.539339239747363e-126,0.4971213160352656,0.0,75.64337387752933,4,True
bollinger_width_20,632.6088293840243,1.346000681409049e-121,0.48927292491633756,0.0,0.0009566135720456832,5,True
parkinson,614.5768410110825,1.325181489799546e-118,0.48390315004069534,0.0,1.1176536203896672e-08,6,True
vix_term_spread,600.5965062672282,2.865718723750695e-116,0.47964677034306386,0.0,2.0347859983982803,7,True
garman_klass,583.3185784317191,2.2930284678792367e-113,0.47426925143344495,0.0,7.3931991806275204e-09,8,True
true_range,504.51248993328954,7.148168126358015e-100,0.4479288782341295,0.0,199.9483980588388,9,True
macd,404.8932641441206,3.440404916322302e-82,0.4094692621096974,0.0,229.08555946888262,10,True
rogers_satchell,398.63874727506715,4.691517589216287e-81,0.4068215221884931,0.0,8.329178105807414e-09,11,True
ret_spx_abs,336.1759497852741,1.4810170286877216e-69,0.37853237616941277,0.0,4.511297929838617e-05,12,True
rv_diaria,327.33187652984145,6.666414876192815e-68,0.37422600131916767,0.0,5.0488432341498704e-08,13,True
rsi_14,313.1698173768512,3.0530944570783916e-65,0.3671550205166516,0.0,123.5857338446554,14,True
obv,217.5216352923484,8.02551101051703e-47,0.3124929790929522,0.0,2.722726140091485e+18,15,True
roc_10,194.416390336446,3.001254466378428e-42,0.2969748160614318,0.0,0.0006401181688622436,16,True
baa,189.73735392876745,2.5674001929006e-41,0.29369124816509173,0.0,0.20234564116296314,17,True
ukx_close,181.16844262907728,1.3246961307099674e-39,0.2875433931016717,0.0,416927.93605775543,18,True
stress_index,170.14465950176557,2.1672433083184056e-37,0.2793614687340132,0.0,0.1916013565270288,19,True
adx_14,127.61055323020167,9.835196718380518e-29,0.24433124237437573,0.0,65.23678371959416,20,True
baa_aaa_spread,120.28088264328625,3.1904824534859858e-27,0.23761829109544796,0.0,0.06527069373026297,21,False
gold_close,72.85242510023521,2.709419053320833e-17,0.18702202558028763,0.0,35629.2210117613,22,False
aaa,55.24521033936848,1.565509186585609e-13,0.16355412573759198,0.0,0.1843682931239598,23,False
ust_3m,51.07266497353501,1.2399175632504798e-12,0.1574155417068157,0.0,0.43624855580362804,24,False
ust_10y,44.65158868542117,3.038585897513793e-11,0.1474176092100715,0.0,0.24174277203382827,25,False
ret_spx_log,36.148766008687616,2.1656425020318587e-09,0.13291626693973618,0.0,8.467243042207638e-05,26,False
ret_indu_log,34.47708310165147,5.033979498340662e-09,0.12985962201099047,0.0,7.774721405718482e-05,27,False
dxy,33.45360235309686,8.444253735047645e-09,0.1279496359467285,0.0,69.70258328983464,28,False
industrial_production,32.77727269397226,1.1889752530786183e-08,0.12667062064470483,0.0,7.611544234025798,29,False
ret_ndx_log,27.188611929300343,2.0349144609852648e-07,0.11552551097274373,0.0,0.00011702216256104558,30,False
unemployment,25.53768731014084,4.73095141823546e-07,0.11200855866224294,0.0,3.121037176543136,31,False
epu,25.27435914028993,5.413631020057446e-07,0.11143679052532239,0.0,3489.32142450593,32,False
ret_ukx_log,22.834366187721603,1.8936841013483154e-06,0.105984775365533,0.0,8.641648331037234e-05,33,False
ret_nky_log,21.213243283122296,4.366475986682604e-06,0.10219408902187438,0.0,0.00017811209145170005,34,False
spx_high,14.15175193180227,0.00017346730623801011,0.08361487969108111,0.0,233225.16928988678,35,False
ret_wti_simple,10.111669047343817,0.00149577562648704,0.07074955861011413,0.0,0.0004398623299385302,36,False
nky_close,9.367929852341438,0.002237358169905335,0.06811050300445717,0.0,21631276.057689164,37,False
ret_gold_log,5.953465280949956,0.014774275180254214,0.054343131539480775,0.0,9.73650007416789e-05,38,False
cpi,5.521507436352877,0.01888032434464361,0.05234016799979444,0.0,63.64829514598766,39,False
indu_close,5.048837594943042,0.02475057756910151,0.05005562776089138,0.0,17222036.95881211,40,False
yield_slope,4.7395246798168404,0.029593216195492544,0.048501809480496906,0.0,0.4215375794141388,41,False
ret_nky_simple,0.8966375163385033,0.3437987404848015,0.021116093638023935,0.05715705765407555,0.04731122398317862,42,False
wti_close,0.510197356424034,0.4751363731907169,0.01593000682606787,0.0,557.3756200339463,43,False
ret_dxy_simple,0.3803528021428999,0.5374843284147224,0.013754797290748544,0.0,2.0450229190917803e-05,44,False
ret_ukx_simple,0.01770513823162614,0.8941587295641249,0.0029679031139746826,0.017892644135188866,0.0169988781730727,45,False
