feature,f_score_h22,pvalue_h22,abs_corr_h22,missing_rate_train,variance_train,rank,selected
true_range,767.7303737373447,2.0031895357346494e-143,0.5254421657144276,0.0,761.0959888906654,1,True
parkinson,766.6072081948689,3.0098390750721297e-143,0.525163742529276,0.0,2.321795751028772e-08,2,True
vix_term_spread,678.6215497676776,3.615698026431132e-129,0.5021191962419417,0.0,3.8069283679106505,3,True
vix,634.3071892079691,6.694643220545304e-122,0.4894943094368582,0.0,55.609653744410714,4,True
garman_klass,622.5664168668035,5.9119111211628735e-120,0.48602192632017344,0.0,2.3113325631969033e-08,5,True
ret_spx_abs,557.8122001198208,4.612442393723144e-109,0.4658100219658604,0.0,7.372109911272793e-05,6,True
bollinger_width_20,529.0655589157192,3.875123598414643e-104,0.45620639839458815,0.0,0.002066862794318814,7,True
rv_diaria,518.9347872697206,2.1732231812119083e-102,0.45272047293974166,0.0,3.351210844855924e-07,8,True
rogers_satchell,493.17060908824703,6.556218402334633e-98,0.4436017768137436,0.0,2.7031415759996023e-08,9,True
atr_14,406.4753668424846,1.7362552926584082e-82,0.4098797979276093,0.0,391.59551015299047,10,True
spy_volume,279.42614126652256,7.707734559926183e-59,0.34912893256173155,0.0,2468957770647268.5,11,True
roc_10,252.6482415091172,1.1018605502702958e-53,0.33393496771891795,0.0,0.0008932501623290762,12,True
macd,236.26459578687474,1.6881706665671569e-50,0.32410001422597906,0.0,835.5698842048456,13,True
yield_slope,123.63254953912225,6.471379780951962e-28,0.2405478572080132,0.0,0.5992659654717061,14,True
rsi_14,116.07230495793303,2.3612690600426528e-26,0.2334904375561563,0.0,120.18874060397575,15,True
ust_10y,106.99213821383962,1.81061955034416e-24,0.22465123386969485,0.0,0.41808792871463074,16,True
volume_medio_22d,102.93058584624437,1.2703081060758103e-23,0.22055733937116767,0.0,1222122068767610.0,17,True
adx_14,101.26600776547917,2.826330545423842e-23,0.21885276141921584,0.0,64.02520271131341,18,True
aaa,86.49125982791503,3.536738172692579e-20,0.20296870276892648,0.0,0.38360364782739864,19,True
stress_index,77.77268685105074,2.4504235437643095e-18,0.19286798469763516,0.0,0.4375477088170337,20,True
wti_close,75.24240592652549,8.419952743684108e-18,0.18981952470266938,0.0,325.6404297103235,21,False
cpi,74.9355221906213,9.781052824309528e-18,0.18944595096059366,0.0,118.2719493707652,22,False
ukx_close,64.31414466558151,1.781872639623934e-15,0.1759552218381348,0.0,270822.215747894,23,False
gold_close,61.222348595948375,8.165989380949345e-15,0.1718016530847218,0.0,60015.49391793623,24,False
ret_ukx_log,56.17416172016181,9.879140343191087e-14,0.16476682640971582,0.0,0.00010558204811834781,25,False
baa_aaa_spread,55.7878548018083,1.1960341862427006e-13,0.1642146322176351,0.0,0.06309982047792946,26,False
dxy,43.62589242661528,5.0721105838884325e-11,0.14564464204306268,0.0,27.506685342246804,27,False
ret_indu_log,42.818162469375885,7.598048229702961e-11,0.14431838610628614,0.0,0.0001271232286972984,28,False
ret_spx_log,39.22140355122787,4.612863301033154e-10,0.1382450083643706,0.0,0.00011946437260545535,29,False
baa,35.813001490667254,2.5644823524839412e-09,0.1322114899990013,0.0,0.41481672074823467,30,False
ret_nky_log,29.012810564430552,8.031015069809718e-08,0.11919709468479273,0.0,0.00016023210115447,31,False
ndx_close,24.129941655670763,9.731572071254127e-07,0.10883504718302306,0.0,11872100.766001951,32,False
indu_close,21.668435239690755,3.452091950358968e-06,0.10319697126361285,0.0,32721721.56203859,33,False
ret_ndx_log,21.607428802092137,3.56244303085139e-06,0.10305314076905378,0.0,0.00016628798604808996,34,False
epu,16.28456726313048,5.654382881652038e-05,0.0895811503066422,0.0,9096.141682737549,35,False
unemployment,9.816610053443947,0.0017543287113911574,0.06966305472280025,0.0,3.449009811032629,36,False
nky_close,6.5803858111028495,0.010382724773726908,0.057081464441906433,0.0,16225335.264997596,37,False
ret_wti_simple,5.0083146191146675,0.025334835692472298,0.04981777489652894,0.0,0.00633691670257065,38,False
ust_3m,4.740216607007445,0.029581172360788513,0.04846926886138329,0.0,0.7139611658170907,39,False
obv,2.553930510719974,0.11017718616873631,0.035596502318553484,0.0,9.980832036695505e+17,40,False
ret_nky_simple,1.09401013934839,0.29570997325649195,0.023306164345767922,0.062034739454094295,0.04793529308402596,41,False
ret_dxy_simple,0.05472627157091523,0.8150580886225077,0.005213989350555763,0.0,1.6880553205005392e-05,42,False
ret_gold_log,0.04290217022583725,0.8359305398839911,0.004616502929687559,0.0,7.691029782255498e-05,43,False
ret_ukx_simple,0.01161143775394964,0.9141996823890042,0.002401706089338502,0.016377171215880892,0.01599301650021708,44,False
industrial_production,0.0009001526980599311,0.9760679977296798,0.0006687073692780209,0.0,10.020520825406551,45,False
