feature,f_score_h22,pvalue_h22,abs_corr_h22,missing_rate_train,variance_train,rank,selected
true_range,1025.2914053917425,3.448865041972721e-182,0.5809101247047568,0.0,680.5374129604647,1,True
parkinson,786.9781019880091,1.9170353875825326e-146,0.5301563976690546,0.0,2.3031809860780222e-08,2,True
vix_term_spread,737.7128259943523,1.1278980856397776e-138,0.5178703429906238,0.0,3.3466549985776624,3,True
vix,704.0063878466802,2.812663813104041e-133,0.5090295213637425,0.0,54.440902291868035,4,True
garman_klass,644.1731678880587,1.57461352331663e-123,0.4923697763539802,0.0,2.284752489589783e-08,5,True
ret_spx_abs,575.9014952693539,3.9226533555157952e-112,0.4716462001819971,0.0,7.282390428643615e-05,6,True
bollinger_width_20,531.387375420757,1.5433837541934452e-104,0.4569976850570029,0.0,0.002075234003395743,7,True
rv_diaria,524.1025015899144,2.780673647479556e-103,0.45450546498224226,0.0,3.3487717363795934e-07,8,True
atr_14,514.2436547459578,1.41026928882364e-101,0.4510876254694137,0.0,376.52178238060964,9,True
rogers_satchell,511.15972475987746,4.831330814850789e-101,0.4500076506640497,0.0,2.6707519650313184e-08,10,True
macd,259.4224681554822,5.395779004625065e-55,0.337877487566805,0.0,741.7837656013136,11,True
roc_10,256.2885488073523,2.175817241081748e-54,0.3360622572965282,0.0,0.0008949413259039329,12,True
spy_volume,227.06316044046844,1.0639831029122335e-48,0.3183781151385531,0.0,2589579250439223.0,13,True
cpi,225.70814290921317,1.9614841531015535e-48,0.317522769752395,0.0,80.01132301938333,14,True
aaa,161.2629887728357,1.337706043961993e-35,0.2723399263553187,0.0,0.35006261820465623,15,True
ndx_close,149.79991381271105,2.8292847251616892e-33,0.2631768048294696,0.0,5335503.517869122,16,True
ust_10y,148.1310955290685,6.184726043543325e-33,0.2618077879262931,0.0,0.3927216602564979,17,True
yield_slope,139.1250658125159,4.258392638826735e-31,0.25425466998886365,0.0,0.7241673762250467,18,True
spx_high,133.78190586161384,5.292812743963158e-30,0.2496345693673404,0.0,282315.87374316715,19,True
gold_close,121.27667118887909,1.982013883551684e-27,0.23837641020169018,0.0,39836.00585549507,20,True
rsi_14,121.14412444545671,2.1109327859413403e-27,0.23825350873266082,0.0,121.19539078688857,21,False
indu_close,104.70165508407966,5.429161622627978e-24,0.22235371272635887,0.0,20936138.169606563,22,False
baa,100.61918496861601,3.8571860352562125e-23,0.21818607333426818,0.0,0.3156658284700974,23,False
adx_14,97.26406805772561,1.9389686320486362e-22,0.21468802109882956,0.0,62.57363414335263,24,False
wti_close,88.02887249776059,1.678812539088273e-20,0.20468996859953856,0.0,493.39843844851123,25,False
stress_index,81.99011897316835,3.145085949298838e-19,0.1978289148753597,0.0,0.4216777804137699,26,False
volume_medio_22d,69.37787597114045,1.4831041536962328e-16,0.1825285186958165,0.0,1258577014918198.0,27,False
dxy,60.06013270040696,1.4484835548932893e-14,0.17021083171211787,0.0,44.66126127112789,28,False
nky_close,58.669039018604494,2.8781742919925853e-14,0.1682845708389632,0.0,11662624.830278197,29,False
ret_ukx_log,57.475265044726555,5.1912295524330916e-14,0.16661168940508528,0.0,0.00010477239431066799,30,False
baa_aaa_spread,55.077677730896966,1.6999609812680205e-13,0.1631940749225907,0.0,0.05793684305672699,31,False
ret_indu_log,44.373118257014774,3.490949692143772e-11,0.14685997302234993,0.0,0.00012460032141408534,32,False
ukx_close,42.08482065818486,1.0969108932912519e-10,0.14310271210963246,0.0,282351.203245768,33,False
ret_spx_log,40.35708243526648,2.608200864444501e-10,0.1401934233162123,0.0,0.00011704388623046992,34,False
ret_nky_log,28.458841219313943,1.0647491096024622e-07,0.11806965442935376,0.0,0.0001786048943097282,35,False
ret_ndx_log,22.68050861648862,2.0494783746058176e-06,0.10555324410321978,0.0,0.0001568084282917699,36,False
unemployment,18.61621828826436,1.6759657383848054e-05,0.09572489437242386,0.0,3.9476235676594436,37,False
epu,15.715196448566465,7.620107799604263e-05,0.08801351503807946,0.0,9061.930392466566,38,False
obv,13.23156201000377,0.0002821999961787297,0.08080923961970082,0.0,9.00672901015615e+17,39,False
ust_3m,7.769141194864879,0.005364530655439076,0.062005206263170486,0.0,0.7113804959186373,40,False
ret_wti_simple,5.124657768127314,0.0236942509111669,0.05039163383379963,0.0,0.00629141357576351,41,False
ret_nky_simple,0.8001261284917526,0.3711625977725822,0.01993292554283717,0.062034739454094295,0.04797052030132979,42,False
ret_gold_log,0.1792202956092571,0.672089388882156,0.009435227476331408,0.0,9.144276915150128e-05,43,False
industrial_production,0.04611088364367791,0.8299961132994316,0.004786023877259024,0.0,9.757184562764023,44,False
ret_dxy_simple,0.028710416177977507,0.8654664214551151,0.003776545830657342,0.0,1.7685163480744476e-05,45,False
ret_ukx_simple,0.001735325383456954,0.9667760755804266,0.0009284710889911216,0.01588089330024814,0.015984075341322693,46,False
