model,window_id,horizon,n,MSE,MAE,QLIKE
TSMixerX,1,5,252,5.990997960390721e-05,0.004727137611615163,0.024001295597673927
TSMixerX,1,6,252,9.970870898550598e-05,0.006231862449984021,0.03227094099890788
TSMixerX,1,7,252,0.00013376688147407893,0.006703479574762981,0.03932316797109071
TSMixerX,1,8,252,0.0001482686151632236,0.007276371079329504,0.047829219222316345
TSMixerX,1,9,252,0.00013093744622898833,0.0065183882175927875,0.05363280872686826
TSMixerX,1,10,252,0.00020520722915596637,0.008194948968513534,0.06803916703782133
TSMixerX,1,11,252,0.00018681812950482573,0.008174774335807296,0.09295262253139447
TSMixerX,1,12,252,0.0002293621976375069,0.008384335838013223,0.080884690428695
TSMixerX,1,13,252,0.0002267313765684154,0.009095227571651326,0.09714025322343525
TSMixerX,1,14,252,0.0002909742740489161,0.009995682014712745,0.11656184978179923
TSMixerX,1,15,252,0.0003915140208433381,0.011347516588794657,0.13566613130959493
TSMixerX,1,16,252,0.00035983547068287617,0.011854351111449071,0.13944102212648735
TSMixerX,1,17,252,0.0003963853760661371,0.011917435512755438,0.16832668264975537
TSMixerX,1,18,252,0.000511434275900703,0.013450311326016562,0.20706727103032216
TSMixerX,1,19,252,0.0004159608525631499,0.012821520347240007,0.2016986410348758
TSMixerX,1,20,252,0.0005024056263073001,0.013996978200454887,0.21464918865474408
TSMixerX,1,21,252,0.000539896086953829,0.014462603160755113,0.25724821933002157
TSMixerX,1,22,252,0.0005038437728225692,0.014304039691465716,0.24596824588705257
TSMixerX,2,1,250,6.31125805411818e-05,0.00756598873193144,0.12592726275722801
TSMixerX,2,2,250,6.391587059294481e-05,0.007539275878982727,0.1211097054129243
TSMixerX,2,3,250,3.175852013619758e-05,0.005271495419634014,0.07694593650357788
TSMixerX,2,4,250,3.91707422597411e-05,0.005675909014133565,0.08906166514055418
TSMixerX,2,5,250,7.115870498677021e-05,0.008022121734159365,0.13791536815101665
TSMixerX,2,6,250,7.340776101488396e-05,0.00800928887166769,0.1331783530527328
TSMixerX,2,7,250,5.244778000863082e-05,0.006613717722281876,0.10524760706864077
TSMixerX,2,8,250,5.758913824177568e-05,0.007016404012634439,0.11165443098038291
TSMixerX,2,9,250,2.4897853892921183e-05,0.004439304681321259,0.06502431167460983
TSMixerX,2,10,250,8.521703545614051e-05,0.008457824299885446,0.1436510354551137
TSMixerX,2,11,250,3.131698349142352e-05,0.004642851944067112,0.06523957527081052
TSMixerX,2,12,250,3.613153252299645e-05,0.005376797987402527,0.08467714586065563
TSMixerX,2,13,250,3.7792790208906095e-05,0.005445469199581927,0.09101026458548363
TSMixerX,2,14,250,3.122202690695909e-05,0.00485718149450957,0.0810620289306453
TSMixerX,2,15,250,4.3144230597212805e-05,0.005738389839765926,0.09814397198158599
TSMixerX,2,16,250,5.2701539939916016e-05,0.0063896554308348966,0.11247945892309633
TSMixerX,2,17,250,4.5928195157774555e-05,0.005823305947705709,0.10188446161216379
TSMixerX,2,18,250,2.863131492391516e-05,0.004326555409582997,0.07203321335713202
TSMixerX,2,19,250,5.5551030745581676e-05,0.006636701511517243,0.1253531449660816
TSMixerX,2,20,250,6.159525678374277e-05,0.006881738034574469,0.13294109352441874
TSMixerX,2,21,250,3.9379317069902435e-05,0.005198501546249628,0.09954397145773766
TSMixerX,2,22,250,5.11599617048954e-05,0.0060331254506208725,0.12222951920431824
TSMixerX,3,1,252,1.8713264651489277e-05,0.0039116734748458944,0.09750191182977022
TSMixerX,3,2,252,2.4434144083782652e-05,0.004542277933413681,0.11656509236165452
TSMixerX,3,3,252,2.3542092774025308e-05,0.004390594002804786,0.11648251457235452
TSMixerX,3,4,252,3.072107508719878e-05,0.005114418467771604,0.13852876678170054
TSMixerX,3,5,252,2.0269681853242293e-05,0.004051715823433088,0.1052269541783649
TSMixerX,3,6,252,3.6096043020941405e-05,0.005546887277985969,0.15170533741888842
TSMixerX,3,7,252,3.0057130655156206e-05,0.004974087487864185,0.13246235389770195
TSMixerX,3,8,252,2.2516164863391428e-05,0.004214112976262718,0.11653724466478402
TSMixerX,3,9,252,2.5351827401728422e-05,0.004358128790508295,0.12271867211628953
TSMixerX,3,10,252,3.410553405030591e-05,0.0051410920665878445,0.1450433487292083
TSMixerX,3,11,252,3.4443865784317505e-05,0.005095408049188098,0.14919308566074843
TSMixerX,3,12,252,3.676176344947825e-05,0.00522501395021355,0.15565824364405406
TSMixerX,3,13,252,2.9782731839504698e-05,0.004612659878234851,0.13170826841629169
TSMixerX,3,14,252,3.699496726661802e-05,0.005203598510535131,0.15648047063016765
TSMixerX,3,15,252,3.118450952015272e-05,0.0046858017091115575,0.13978346787237486
TSMixerX,3,16,252,3.3433712831338915e-05,0.0048595742720561564,0.14338725149632095
TSMixerX,3,17,252,2.2840801231666546e-05,0.003959612990340761,0.11713813846707748
TSMixerX,3,18,252,2.151843120878406e-05,0.0038280991312674775,0.1130858664009304
TSMixerX,3,19,252,2.430441155711165e-05,0.004072177267237118,0.12411513754519292
TSMixerX,3,20,252,3.508718920498011e-05,0.0048942771290808665,0.15187159144230977
TSMixerX,3,21,252,2.8783906253857574e-05,0.00444249098919384,0.1381259506093946
TSMixerX,3,22,252,3.049513170646305e-05,0.004464928192064653,0.14012068792191626
TSMixerX,4,1,252,4.667911336644541e-06,0.001448994875404185,0.02422947177919707
TSMixerX,4,2,252,4.3203527795002315e-06,0.00147587016068469,0.027864099080413332
TSMixerX,4,3,252,6.598264465416073e-06,0.0021768195801014395,0.045356563654993375
TSMixerX,4,4,252,5.53656533476162e-06,0.0016709411256081647,0.037738579421083746
TSMixerX,4,5,252,8.548753176060628e-06,0.002358692306849905,0.05054896120432865
TSMixerX,4,6,252,8.980760159711728e-06,0.0023378828364195897,0.05592086434005634
TSMixerX,4,7,252,9.652944742358876e-06,0.0022715876668334147,0.05837013850468165
TSMixerX,4,8,252,1.1572768090469525e-05,0.0025064432776676377,0.06727725427368626
TSMixerX,4,9,252,1.570570588303441e-05,0.002991242910491532,0.08156084462243109
TSMixerX,4,10,252,2.1867981454949967e-05,0.0036217822356571405,0.10317688106105037
TSMixerX,4,11,252,1.9017381935721366e-05,0.0033011102222653458,0.10066372528751903
TSMixerX,4,12,252,2.5635620694901314e-05,0.003943945433851303,0.1183407672137104
TSMixerX,4,13,252,1.9103385788157005e-05,0.00337460288252981,0.10211216722886618
TSMixerX,4,14,252,4.107747111609725e-05,0.005163616783794873,0.1543572563204513
TSMixerX,4,15,252,3.247657615406534e-05,0.004505629138939928,0.14854642363909007
TSMixerX,4,16,252,4.271600439560919e-05,0.005168527912568629,0.16390096059210427
TSMixerX,4,17,252,4.349010941331771e-05,0.005212106971015507,0.16721293241416166
TSMixerX,4,18,252,4.053977378252754e-05,0.005121780680975678,0.17535835244197373
TSMixerX,4,19,252,5.200501190169533e-05,0.006017810211691907,0.2028530671069442
TSMixerX,4,20,252,5.674166942824578e-05,0.006279063218423998,0.21281836553448663
TSMixerX,4,21,252,5.542051913126494e-05,0.006151446060785804,0.21882636415569104
TSMixerX,4,22,252,8.694015101906629e-05,0.008125188301742652,0.280200657068607
TSMixerX,5,1,252,6.784650572738185e-05,0.006429094678202651,0.30956011239625625
TSMixerX,5,2,252,3.9699933296450235e-05,0.004358893398139372,0.10830825071007295
TSMixerX,5,3,252,4.897374519112004e-05,0.005002484255003854,0.15098399741302884
TSMixerX,5,4,252,4.435319344083879e-05,0.004769983431714136,0.1424207599428963
TSMixerX,5,5,252,6.723301204311147e-05,0.005813367958378899,0.24434791686858054
TSMixerX,5,6,252,4.559394050280041e-05,0.00446807354911632,0.13055829829220075
TSMixerX,5,7,252,5.537449501431478e-05,0.004839362906634722,0.1673469641182968
TSMixerX,5,8,252,5.587994229265033e-05,0.004865606769662779,0.214325162297792
TSMixerX,5,9,252,5.937932437816351e-05,0.004782532933054247,0.16885507619294648
TSMixerX,5,10,252,4.5581782566989634e-05,0.0038610285276793827,0.08973719871321605
TSMixerX,5,11,252,7.37385472196527e-05,0.005084127367623896,0.21450451634297757
TSMixerX,5,12,252,7.635307883953464e-05,0.0052661268848651814,0.23091609598365498
TSMixerX,5,13,252,7.467090594152402e-05,0.004943545542798492,0.1870241885916614
TSMixerX,5,14,252,7.672121626686933e-05,0.0050495066746665315,0.20004698919637212
TSMixerX,5,15,252,9.088259199019253e-05,0.005476188967367058,0.19394808179557088
TSMixerX,5,16,252,0.00014044232876387575,0.007527815133560929,0.6361726439435932
TSMixerX,5,17,252,0.00011965523614925636,0.00644514624774404,0.34654480701086215
TSMixerX,5,18,252,0.00013028143840705927,0.006721118678242262,0.3795278592467868
TSMixerX,5,19,252,0.00012251626939615976,0.006480415896568338,0.3099738109991831
TSMixerX,5,20,252,0.00014707157987397658,0.007291109224226536,0.4647593688831574
TSMixerX,5,21,252,0.00019183334053866064,0.00896414229233878,0.9187434299439354
TSMixerX,5,22,252,0.00015304796934652716,0.0072849535011564855,0.3780380849011628
TSMixerX,6,1,252,3.713799838801302e-05,0.004077118103893995,0.08502944206220603
TSMixerX,6,2,252,3.3009996455690505e-05,0.00388436123350364,0.08431947917787316
TSMixerX,6,3,252,3.51583228905123e-05,0.0036050124833232992,0.06510345823626797
TSMixerX,6,4,252,3.380378091012446e-05,0.0035764645294196363,0.07018034021556348
TSMixerX,6,5,252,4.5429204875024675e-05,0.0039467721576616445,0.0811066393907555
TSMixerX,6,6,252,3.7293022789983486e-05,0.0032594880498846893,0.05562682294707978
TSMixerX,6,7,252,5.386563999009495e-05,0.004143654244233531,0.09272549179755116
TSMixerX,6,8,252,5.693561896845016e-05,0.004435283486740621,0.12546890488767495
TSMixerX,6,9,252,4.812799722366633e-05,0.003662514075054684,0.08181326231261946
TSMixerX,6,10,252,5.2913865118767314e-05,0.0037099268726049524,0.08893734930667918
TSMixerX,6,11,252,4.672327461752358e-05,0.003429875329393679,0.07905425041365954
TSMixerX,6,12,252,5.18200214878959e-05,0.0036672294979453336,0.10993211702148721
TSMixerX,6,13,252,5.902956673987127e-05,0.0038879157957196486,0.11309987232933282
TSMixerX,6,14,252,5.2082327968676075e-05,0.003657702173419305,0.09614458750421144
TSMixerX,6,15,252,3.8289482904610294e-05,0.00330718738799656,0.06484348457357077
TSMixerX,6,16,252,9.020175742768155e-05,0.00501655138420483,0.25781105705922824
TSMixerX,6,17,252,5.97230578141253e-05,0.00405541444393963,0.12979297396766967
TSMixerX,6,18,252,7.084995442901878e-05,0.0042102927852508045,0.14861869944839037
TSMixerX,6,19,252,7.40921592615918e-05,0.004290253021700042,0.16596348598936375
TSMixerX,6,20,252,7.963773734980484e-05,0.0048247427633549625,0.2506643778709315
TSMixerX,6,21,252,6.971128562701032e-05,0.004319357856127521,0.18708425197789816
TSMixerX,6,22,252,7.464253735428647e-05,0.004450531450904104,0.19243652471130127
TSMixerX,7,1,251,2.7722593881447094e-06,0.001497451101526738,0.12046618374814114
TSMixerX,7,2,251,1.5512869267406027e-06,0.0010486857121474284,0.057204289763460155
TSMixerX,7,3,251,2.613838454897269e-06,0.0014062471628655396,0.1145539777702448
TSMixerX,7,4,251,1.0489129230625521e-06,0.0007678780854791286,0.03678889201934207
TSMixerX,7,5,251,1.4438795450444704e-06,0.0009420970080686141,0.05536474428329775
TSMixerX,7,6,251,9.694978358599067e-07,0.0007590696699888755,0.03222184713420452
TSMixerX,7,7,251,9.428186854085179e-07,0.0007455959304091673,0.030851557060800342
TSMixerX,7,8,251,1.1861092925701127e-06,0.0008326428242529805,0.03783190816151539
TSMixerX,7,9,251,1.2075928611918097e-06,0.0008252601526892938,0.04011654720496243
TSMixerX,7,10,251,1.2912815112713754e-06,0.0008644736784354858,0.04155263184026894
TSMixerX,7,11,251,1.76707587304809e-06,0.0010399201639176292,0.044213431159265446
TSMixerX,7,12,251,1.6342762181675532e-06,0.0010184349572392468,0.04849985367912536
TSMixerX,7,13,251,1.8325533317039645e-06,0.0011037305730091731,0.047731014423371854
TSMixerX,7,14,251,3.6918093198909978e-06,0.0016221686569449609,0.07041197078193662
TSMixerX,7,15,251,1.9968582304189825e-06,0.0011377533020527674,0.050553018939949866
TSMixerX,7,16,251,3.3992438886423707e-06,0.00148418528592058,0.06801353250613536
TSMixerX,7,17,251,3.413907311584707e-06,0.0015212324082214946,0.06966286820316048
TSMixerX,7,18,251,3.4459344231134223e-06,0.0014935216413100854,0.07252689467817085
TSMixerX,7,19,251,4.403950069695171e-06,0.0017027664610294072,0.0877577157816939
TSMixerX,7,20,251,4.0588614052480696e-06,0.0016366204651492176,0.08142049674474497
TSMixerX,7,21,251,4.206439701092498e-06,0.0017094685011329036,0.08613476691695926
TSMixerX,7,22,251,1.090438139475471e-05,0.0027115741786242816,0.15510430398551478
TSMixerX,8,1,251,4.379009104017698e-05,0.0046212729672618184,0.05197360357296401
TSMixerX,8,2,251,4.807524594074085e-05,0.0046396369440652955,0.060204497569840296
TSMixerX,8,3,251,6.470900722108519e-05,0.005724287030763892,0.08949164775282871
TSMixerX,8,4,251,9.771469823902978e-05,0.006169801001958834,0.10139350144867747
TSMixerX,8,5,251,0.0001023320265352724,0.006892445359178877,0.12867767578091197
TSMixerX,8,6,251,0.00010719755872680229,0.006433497413066437,0.13669366512148187
TSMixerX,8,7,251,0.00015299920761094793,0.00861655003123215,0.2762241886303847
TSMixerX,8,8,251,0.00015654320272492334,0.008466102537567627,0.22964346099378924
TSMixerX,8,9,251,0.00015964984143572499,0.008400789347999186,0.24089969482886953
TSMixerX,8,10,251,0.00021143085730607986,0.010015676928789468,0.36541340291587665
TSMixerX,8,11,251,0.0002567118290779876,0.011061743165208993,0.44929930534390566
TSMixerX,8,12,251,0.00022749703160903614,0.010045534438462043,0.3520007135013972
TSMixerX,8,13,251,0.0002978556981765522,0.011965012758145205,0.5275194501980617
TSMixerX,8,14,251,0.0003157906139445556,0.012212477599859939,0.510130284696344
TSMixerX,8,15,251,0.0003415111654816208,0.012528807928500566,0.6111167265570627
TSMixerX,8,16,251,0.000365436499177515,0.01287790889570423,0.6333866162616648
TSMixerX,8,17,251,0.00036636370773181166,0.0127085932696076,0.6057691929827681
TSMixerX,8,18,251,0.0004476388324057461,0.01432334607511154,0.7669338383587774
TSMixerX,8,19,251,0.0004391548827289667,0.014259504763075187,0.7572657728998976
TSMixerX,8,20,251,0.0005023137732366285,0.015426460801443677,1.0062322487377489
TSMixerX,8,21,251,0.0005039962872824668,0.015451986724248273,0.949767253347083
TSMixerX,8,22,251,0.0005352914813741244,0.015937523565456635,1.054491963635863
TSMixerX,9,1,252,7.44849558957408e-05,0.006582230495212705,0.2118732570933209
TSMixerX,9,2,252,4.445813921750408e-05,0.004846248687070571,0.11385631535533733
TSMixerX,9,3,252,6.06474871321134e-05,0.005807842107010204,0.17175907039938432
TSMixerX,9,4,252,3.877250378777109e-05,0.004664527611641899,0.13414469215886954
TSMixerX,9,5,252,5.411664803433431e-05,0.0054313591880305835,0.17837333007595527
TSMixerX,9,6,252,2.573599723314325e-05,0.0034007051311784726,0.08797025067595364
TSMixerX,9,7,252,2.5044596474064957e-05,0.0034208002286401154,0.10219184143804566
TSMixerX,9,8,252,3.415909934944882e-05,0.004054003619965345,0.15098076134909874
TSMixerX,9,9,252,4.441865425033113e-05,0.004700954203964436,0.21957512701082815
TSMixerX,9,10,252,3.715459227527875e-05,0.004015021998193709,0.1628324249101849
TSMixerX,9,11,252,4.077416048216854e-05,0.00428013962582655,0.1949323934694005
TSMixerX,9,12,252,5.038186106560627e-05,0.005026301303916534,0.27592052549002727
TSMixerX,9,13,252,5.467530010655883e-05,0.0051105893782375155,0.277672214572398
TSMixerX,9,14,252,4.6549274865377635e-05,0.004450482931112251,0.2322866050191362
TSMixerX,9,15,252,6.208345782448974e-05,0.005680319367250384,0.4056366609998892
TSMixerX,9,16,252,6.226092765472207e-05,0.005465633620376075,0.42419168525567846
TSMixerX,9,17,252,6.689569845533285e-05,0.0057624872792063015,0.45827337579624466
TSMixerX,9,18,252,6.078134610255847e-05,0.005174331073206928,0.3634249841948494
TSMixerX,9,19,252,6.193408147362706e-05,0.00523586271472198,0.3812445056487671
TSMixerX,9,20,252,6.458482991652391e-05,0.00529420464544518,0.416012388685298
TSMixerX,9,21,252,6.719198173984582e-05,0.005449318658295962,0.4198643268667214
TSMixerX,9,22,252,6.505525460743754e-05,0.005339709764326599,0.3688564508370478
TSMixerX,10,1,253,0.013711448101319464,0.057757018241383365,1.2787392788747463
TSMixerX,10,2,253,0.014741123456021002,0.05736617451760021,1.0981469375449948
TSMixerX,10,3,253,0.014863972619419828,0.0557462683893069,1.0922378519038909
TSMixerX,10,4,253,0.014011311379986097,0.056752350683762345,1.1193976760869904
TSMixerX,10,5,253,0.01548195608078692,0.05982632213557589,1.5590444640438266
TSMixerX,10,6,253,0.014225584914288004,0.05673826157537649,1.238763019800082
TSMixerX,10,7,253,0.014347466387731581,0.05851824925524361,1.3146016943807617
TSMixerX,10,8,253,0.01441372544942111,0.05910741496923995,1.7981675385567824
TSMixerX,10,9,253,0.01545568881620946,0.06179436982320058,2.119035827603363
TSMixerX,10,10,253,0.015854470844920376,0.06094627197900696,2.1082079452320186
TSMixerX,10,11,253,0.01566222573669549,0.06064614352837923,2.2241789759000508
TSMixerX,10,12,253,0.015657430369070066,0.060530442597101435,2.013548505840372
TSMixerX,10,13,253,0.016462995878221767,0.061667124314859316,2.413443971871532
TSMixerX,10,14,253,0.016049284335025206,0.062063180528456295,2.5997921400309636
TSMixerX,10,15,253,0.017120191541797034,0.06479061243541759,4.005630010922601
TSMixerX,10,16,253,0.017002106779079682,0.06452949487890669,3.7507202165110836
TSMixerX,10,17,253,0.017519554246341617,0.06583581226152584,4.688990542722939
TSMixerX,10,18,253,0.01748254248696518,0.06465190563754183,5.4509607834579
TSMixerX,10,19,253,0.017933610283342796,0.06699911923763138,6.005206327106971
TSMixerX,10,20,253,0.017911775458094196,0.06639646335567641,6.179108731484346
TSMixerX,10,21,253,0.01774542469489443,0.06532082465246417,5.379398665354771
TSMixerX,10,22,253,0.018175088371530878,0.06678816665465015,7.608477925601613
TSMixerX,11,1,252,1.0069742184546408e-05,0.0022328435451417603,0.02236625435350423
TSMixerX,11,2,252,1.1786758347472548e-05,0.002981256561817429,0.03589771803374688
TSMixerX,11,3,252,1.772367924403095e-05,0.0036180134655709253,0.04207738940448095
TSMixerX,11,4,252,1.8123505848306557e-05,0.0034875106808654834,0.0497141482578785
TSMixerX,11,5,252,2.2576398350411914e-05,0.004062221598969744,0.056359297445982885
TSMixerX,11,6,252,2.627069861726017e-05,0.004385164478306254,0.06555450723497554
TSMixerX,11,7,252,4.105436214819744e-05,0.005536727507827884,0.09338012431705867
TSMixerX,11,8,252,2.9256837220322264e-05,0.004591091850648393,0.07378478140790272
TSMixerX,11,9,252,4.301663169039002e-05,0.005512143880135265,0.09840692579382979
TSMixerX,11,10,252,4.485776475095432e-05,0.005477525395417441,0.10010933207702095
TSMixerX,11,11,252,5.281919961857756e-05,0.005926565146540386,0.11540476937993044
TSMixerX,11,12,252,5.546812183544336e-05,0.006014083842607723,0.12151547478102155
TSMixerX,11,13,252,6.911505518364765e-05,0.006847769442313226,0.14369671422938488
TSMixerX,11,14,252,8.069454164688023e-05,0.007089203458514623,0.1508675370048613
TSMixerX,11,15,252,7.333506829193045e-05,0.00691647217617227,0.14700991506996236
TSMixerX,11,16,252,0.00010958151069167988,0.008423445440476782,0.18028355296690032
TSMixerX,11,17,252,0.00016365860147407287,0.010670248826798092,0.22644410550381128
TSMixerX,11,18,252,0.0001702483897368462,0.010626694580449255,0.23661840625954672
TSMixerX,11,19,252,0.00023838288104159925,0.01270501823970221,0.2705356356001773
TSMixerX,11,20,252,0.0003414986918606617,0.015283440705101677,0.32285109497439746
TSMixerX,11,21,252,0.0003204637213041794,0.014751697685558281,0.3152364756412854
TSMixerX,11,22,252,0.000472422742377538,0.01822995781057829,0.3859374549951795
TSMixerX,12,1,251,6.974932051102856e-05,0.006675301441985927,0.023711715167031883
TSMixerX,12,2,251,7.601796390557552e-05,0.00705552451880452,0.026374493223555888
TSMixerX,12,3,251,8.056642095470637e-05,0.007026823389894874,0.029022128989350273
TSMixerX,12,4,251,8.109694128239351e-05,0.0068894417894855425,0.03448237704645933
TSMixerX,12,5,251,8.711265175691102e-05,0.007391817086700279,0.03166141361777362
TSMixerX,12,6,251,9.401889990178884e-05,0.007562075275764036,0.040526831670060985
TSMixerX,12,7,251,9.971660168009067e-05,0.007720231969970726,0.041169411292568944
TSMixerX,12,8,251,0.0001260904156683074,0.008659798601228886,0.05546805052836361
TSMixerX,12,9,251,0.0001428465628016849,0.009521927619828414,0.07322322725123138
TSMixerX,12,10,251,0.00015315798251895496,0.009837215976059344,0.07416485723314051
TSMixerX,12,11,251,0.00018508736270190113,0.010730165321358195,0.10088151019359236
TSMixerX,12,12,251,0.00021542423642181434,0.011132616502915322,0.11962935594496484
TSMixerX,12,13,251,0.00021298546243437617,0.01167500610055377,0.10950070246403067
TSMixerX,12,14,251,0.00024570196937202603,0.012171538641431109,0.14001992274362904
TSMixerX,12,15,251,0.000257589920240139,0.012586349844953399,0.15906035999849374
TSMixerX,12,16,251,0.0003255265032486525,0.014076744619527884,0.2416620575729959
TSMixerX,12,17,251,0.00032229652999610014,0.013609237980331361,0.2165433086347846
TSMixerX,12,18,251,0.0003828384268777572,0.0150463462129515,0.26992494762251457
TSMixerX,12,19,251,0.00038738309938201893,0.015172625789137771,0.26885709149936116
TSMixerX,12,20,251,0.0005262302747542072,0.018345266080259524,0.4165622936135157
TSMixerX,12,21,251,0.0004998521867441219,0.01731544655369422,0.3972878956204801
TSMixerX,12,22,251,0.0005159426528969306,0.01768148934824412,0.4051901632077668
TSMixerX,13,1,250,4.04613868388831e-05,0.005736337426550378,0.157283447327047
TSMixerX,13,2,250,4.9514250202729677e-05,0.006362704081883028,0.20923645741694893
TSMixerX,13,3,250,3.111506184004299e-05,0.00487162841049601,0.09868274304110473
TSMixerX,13,4,250,4.1892043824638964e-05,0.005722668280204978,0.15202034274834375
TSMixerX,13,5,250,3.220083539094191e-05,0.004910220081640515,0.10825612219111667
TSMixerX,13,6,250,2.0024724561910758e-05,0.003768029361496122,0.06473638171737803
TSMixerX,13,7,250,1.3005108620208551e-05,0.0027609215226177923,0.035292374817059595
TSMixerX,13,8,250,1.853668094909831e-05,0.0033597170692587558,0.049803665476882225
TSMixerX,13,9,250,1.1035468790648255e-05,0.0022312535754247936,0.02161312715045698
TSMixerX,13,10,250,1.2256062927860465e-05,0.0022506017329297343,0.02215115386483274
TSMixerX,13,11,250,1.06664538027085e-05,0.002152231997236199,0.01689034005034256
TSMixerX,13,12,250,1.2907389426072273e-05,0.0024202954664785366,0.021991652026380024
TSMixerX,13,13,250,1.7512562777008647e-05,0.002719060037495442,0.03131049872234441
TSMixerX,13,14,250,1.638880059340167e-05,0.0026232310374118386,0.028072614279805088
TSMixerX,13,15,250,1.7809289615017452e-05,0.0028534238778539283,0.03144187828774284
TSMixerX,13,16,250,1.9310654609410267e-05,0.0033734115788113697,0.039424419671560684
TSMixerX,13,17,250,2.2033074015436328e-05,0.003651615963549683,0.045204255316210196
TSMixerX,13,18,250,2.6089787693323003e-05,0.003958884058802537,0.05334465295572007
TSMixerX,13,19,250,2.9851186108452643e-05,0.0044266933177541075,0.06259944966682439
TSMixerX,13,20,250,3.5900459427212906e-05,0.005171042554986187,0.07845850904755576
TSMixerX,13,21,250,3.635830198067848e-05,0.004995644080333777,0.07799075387216083
TSMixerX,13,22,250,5.07940855367983e-05,0.006100480939635387,0.1049927813452302
TSMixerX,14,1,252,1.3032617022100217e-05,0.002688422590832598,0.02420485982572309
TSMixerX,14,2,252,1.4802307353114588e-05,0.0027069595330778194,0.023121132917495145
TSMixerX,14,3,252,1.8181577953300043e-05,0.002927827524251316,0.02616485594472806
TSMixerX,14,4,252,2.7654987987458867e-05,0.00399905285234828,0.04316403500231241
TSMixerX,14,5,252,3.5398574570826676e-05,0.004823247011828828,0.05485320422671414
TSMixerX,14,6,252,3.172458580569044e-05,0.004037304533756812,0.0430866902568815
TSMixerX,14,7,252,3.636376407535697e-05,0.004328541176657695,0.05251128936542007
TSMixerX,14,8,252,4.563996098373823e-05,0.004710494816506105,0.05287259687645459
TSMixerX,14,9,252,9.226242578505997e-05,0.006974618378009003,0.08479480727539367
TSMixerX,14,10,252,0.00011738069567043325,0.008469737953000319,0.12188291846079118
TSMixerX,14,11,252,9.642012266227663e-05,0.00710864668192213,0.09193844808926202
TSMixerX,14,12,252,8.964967931518026e-05,0.006659059372582876,0.0900177144906838
TSMixerX,14,13,252,0.00012821642219497804,0.008666722301143058,0.12620334152009688
TSMixerX,14,14,252,0.00010804803917873864,0.007144250232506164,0.09823030623708741
TSMixerX,14,15,252,0.00012242247433400224,0.008153789471622225,0.12485609439955293
TSMixerX,14,16,252,0.0001071611493632253,0.008202024693063166,0.1311383671437182
TSMixerX,14,17,252,0.0001676053092677776,0.009412863762275762,0.14502232228215003
TSMixerX,14,18,252,0.00012137584563820091,0.008122630899480681,0.12882695656222565
TSMixerX,14,19,252,0.00016935516795854697,0.010284750533773312,0.1766440157296279
TSMixerX,14,20,252,0.0001419533977443756,0.009141217590983183,0.16685149549233494
TSMixerX,14,21,252,0.00015779036350915536,0.00959364365587171,0.17170977987123157
TSMixerX,14,22,252,0.00019338001652487464,0.010669484529352258,0.20025747178353862
TSMixerX,15,1,228,0.0010532085984624197,0.016463571967029786,0.25609658147777614
TSMixerX,15,2,228,0.0011428366488842553,0.016457145828705205,0.2599422473623864
TSMixerX,15,3,228,0.001275162656185952,0.018434198034703968,0.4033966967411877
TSMixerX,15,4,228,0.0011368777223969872,0.017333457929712137,0.3601427847435203
TSMixerX,15,5,228,0.001229836237831073,0.018354463246895946,0.4512890927214303
TSMixerX,15,6,228,0.0010392731136556845,0.01564531207660993,0.2700694746739245
TSMixerX,15,7,228,0.0014040961426221162,0.018248360056062257,0.4516385464718367
TSMixerX,15,8,228,0.0010846653320960783,0.016331237538159977,0.37879832799892077
TSMixerX,15,9,228,0.0012700969798805596,0.01779716116346963,0.49583519768713535
TSMixerX,15,10,228,0.0012313357641448796,0.015781202419249084,0.35636068631073203
TSMixerX,15,11,228,0.001465903231681976,0.018661440674673572,0.658241143798024
TSMixerX,15,12,228,0.001290123332142057,0.01732415430305592,0.49527651633594005
TSMixerX,15,13,228,0.0013365140539423003,0.016764257732122465,0.4690975644504339
TSMixerX,15,14,228,0.001272270428728269,0.016150284531242898,0.45019597958073054
TSMixerX,15,15,228,0.001283511824633348,0.016307808243503565,0.37170330358387577
TSMixerX,15,16,228,0.0014733757618899815,0.017287415799158434,0.4920248280955784
TSMixerX,15,17,228,0.001579133879749177,0.018414578768239508,0.6178611071288236
TSMixerX,15,18,228,0.0016113104370424213,0.01893097760680657,0.7769418173259454
TSMixerX,15,19,228,0.0016879069578159143,0.019808339167431594,0.7811440108219118
TSMixerX,15,20,228,0.001680317290160514,0.01919371955732071,0.7031250118848046
TSMixerX,15,21,228,0.0017720714606851813,0.019734864626828313,0.8888603244906634
TSMixerX,15,22,228,0.0017379381404412145,0.020592065794977285,0.5760852928101658
VIX,0,1,252,0.0010689566389579623,0.02920335807768508,0.36693595638309595
VIX,0,2,252,0.0010810825847874664,0.029417731865825372,0.3691975615891997
VIX,0,3,252,0.001083377863131662,0.029597902070609715,0.37187378840574836
VIX,0,4,252,0.0010902789115844395,0.02976207626203126,0.37341597417482814
VIX,0,5,252,0.0011180088429157955,0.03018239604161754,0.37723700356036327
VIX,0,6,252,0.0011369321962447169,0.030530267383567188,0.37971557448103443
VIX,0,7,252,0.0011509811233791957,0.030701976097860774,0.381604993033498
VIX,0,8,252,0.001189952091105115,0.03126883601517566,0.3872856186156644
