model,unique_id,date,y,y_hat,window_id,artifact_path,vix_mean,vrp_variance,vol_error
TSMixerX,sp500,2013-11-26,0.0077028261053699665,0.04112566262483597,2,results/models/tsmixerx/tsmixerx_window_02.pt,12.996363636363638,-0.024235115847976458,11.502888602051566
TSMixerX,sp500,2013-12-30,0.008296683137281173,0.04074535518884659,2,results/models/tsmixerx/tsmixerx_window_02.pt,14.136363636363637,-0.020761677502896175,11.076865705819586
TSMixerX,sp500,2014-01-31,0.01876676270031198,0.008531881496310234,3,results/models/tsmixerx/tsmixerx_window_03.pt,14.21727272727273,0.011681202883855067,-4.462364999166285
TSMixerX,sp500,2014-03-05,0.009272493846724399,0.007445134222507477,3,results/models/tsmixerx/tsmixerx_window_03.pt,15.360000000000001,0.016147825777492526,-1.0008598030642537
TSMixerX,sp500,2014-04-04,0.01662523683076359,0.0037315748631954193,3,results/models/tsmixerx/tsmixerx_window_03.pt,14.595454545454544,0.017571154475647555,-6.785227025974291
TSMixerX,sp500,2014-05-07,0.007417565950063454,0.002506466582417488,3,results/models/tsmixerx/tsmixerx_window_03.pt,14.149545454545455,0.01751449707460731,-3.6060668100945605
TSMixerX,sp500,2014-06-09,0.003923666767663496,0.0034095142036676407,3,results/models/tsmixerx/tsmixerx_window_03.pt,12.01909090909091,0.011036340424431535,-0.42481335967761225
TSMixerX,sp500,2014-07-10,0.005846013814119254,0.00968896597623825,3,results/models/tsmixerx/tsmixerx_window_03.pt,11.505454545454546,0.0035485824535138183,2.197331555914793
TSMixerX,sp500,2014-08-11,0.008961119220386442,0.015730712562799454,3,results/models/tsmixerx/tsmixerx_window_03.pt,13.760454545454547,0.003204298366952619,3.0758949144404815
TSMixerX,sp500,2014-09-11,0.008397153537550288,0.015266820788383484,3,results/models/tsmixerx/tsmixerx_window_03.pt,12.384545454545457,7.087582318676851e-05,3.19229931063727
TSMixerX,sp500,2014-10-13,0.027791683991127695,0.012905297800898552,3,results/models/tsmixerx/tsmixerx_window_03.pt,15.520454545454545,0.011183153128853516,-5.310689329668817
TSMixerX,sp500,2014-11-12,0.005820644488860954,0.01854570582509041,3,results/models/tsmixerx/tsmixerx_window_03.pt,16.577727272727277,0.008936398327802169,5.9889471020004414
TSMixerX,sp500,2014-12-15,0.02273536654799104,0.006448674947023392,3,results/models/tsmixerx/tsmixerx_window_03.pt,14.485454545454546,0.014534164391819586,-7.047887188793951
TSMixerX,sp500,2015-01-16,0.02363722463976717,0.012897437438368797,4,results/models/tsmixerx/tsmixerx_window_04.pt,18.32227272727273,0.020673130350887407,-4.017713779542538
TSMixerX,sp500,2015-02-19,0.01128275035643802,0.0006655659526586533,4,results/models/tsmixerx/tsmixerx_window_04.pt,17.420454545454547,0.029681657704366145,-8.042172670756017
TSMixerX,sp500,2015-03-23,0.014606128113218785,0.005035729147493839,4,results/models/tsmixerx/tsmixerx_window_04.pt,14.535909090909094,0.016093536162423525,-4.989294377598647
TSMixerX,sp500,2015-04-23,0.008889221289729689,0.013744567520916462,4,results/models/tsmixerx/tsmixerx_window_04.pt,13.97090909090909,0.0057740625617281605,2.2954560575119465
TSMixerX,sp500,2015-05-26,0.008470853880116196,1e-10,4,results/models/tsmixerx/tsmixerx_window_04.pt,13.277727272727274,0.017629804052892564,-9.202724181067246
TSMixerX,sp500,2015-06-25,0.012218100408866884,1e-10,4,results/models/tsmixerx/tsmixerx_window_04.pt,13.85409090909091,0.01919358339173554,-11.052551650427516
TSMixerX,sp500,2015-07-28,0.016619640931109295,1e-10,4,results/models/tsmixerx/tsmixerx_window_04.pt,15.005,0.022515002400000005,-12.89071863294778
TSMixerX,sp500,2015-08-27,0.0747421482107072,0.0018080919981002808,4,results/models/tsmixerx/tsmixerx_window_04.pt,17.739090909090912,0.02965944262999891,-23.086843757640622
TSMixerX,sp500,2015-09-29,0.02947330686373996,0.007354449946433306,4,results/models/tsmixerx/tsmixerx_window_04.pt,24.63181818181818,0.05331819674778156,-8.591982637794132
TSMixerX,sp500,2015-10-29,0.014846092619668433,1e-10,4,results/models/tsmixerx/tsmixerx_window_04.pt,17.21818181818182,0.029646578412396693,-12.183454283909654
TSMixerX,sp500,2015-12-01,0.023593587113786417,1e-10,4,results/models/tsmixerx/tsmixerx_window_04.pt,16.08818181818182,0.02588295932148761,-15.359204137245838
TSMixerX,sp500,2016-01-04,0.03388572563241479,0.02567596174776554,5,results/models/tsmixerx/tsmixerx_window_05.pt,18.299545454545452,0.007811374636531969,-2.384355382200809
TSMixerX,sp500,2016-02-04,0.039583916909886635,0.029744695872068405,5,results/models/tsmixerx/tsmixerx_window_05.pt,23.42681818181818,0.02513688514032829,-2.64905665105914
TSMixerX,sp500,2016-03-08,0.015589696985624974,0.02409493364393711,5,results/models/tsmixerx/tsmixerx_window_05.pt,21.33,0.021401956356062887,3.0366720381896277
TSMixerX,sp500,2016-04-08,0.009339328166926798,0.0210526492446661,5,results/models/tsmixerx/tsmixerx_window_05.pt,15.116363636363639,0.0017977957140115942,4.845511135932822
TSMixerX,sp500,2016-05-10,0.009064190615538209,0.009378690272569656,5,results/models/tsmixerx/tsmixerx_window_05.pt,14.41909090909091,0.011412327991893154,0.1637595308822279
TSMixerX,sp500,2016-06-10,0.019233241317828845,0.013917225413024426,5,results/models/tsmixerx/tsmixerx_window_05.pt,14.613636363636363,0.007438611363835074,-2.0712671376036926
TSMixerX,sp500,2016-07-13,0.016967629686675544,0.020124536007642746,5,results/models/tsmixerx/tsmixerx_window_05.pt,17.71318181818182,0.011251145004753951,1.1601119753008926
TSMixerX,sp500,2016-08-12,0.003684172720273114,0.013708480633795261,5,results/models/tsmixerx/tsmixerx_window_05.pt,12.30409090909091,0.0014305846761220944,5.638583453771264
TSMixerX,sp500,2016-09-14,0.015627951698213828,0.016330109909176826,5,results/models/tsmixerx/tsmixerx_window_05.pt,13.40227272727273,0.0016319815164430145,0.2777512211803196
TSMixerX,sp500,2016-10-14,0.008509189917314603,0.017857922241091728,5,results/models/tsmixerx/tsmixerx_window_05.pt,14.181818181818182,0.002254474453123146,4.13882666787921
TSMixerX,sp500,2016-11-15,0.009668450843384387,0.017012573778629303,5,results/models/tsmixerx/tsmixerx_window_05.pt,16.062727272727276,0.00878854696517236,3.210397643655728
TSMixerX,sp500,2016-12-16,0.005305098784410528,0.010578664019703865,5,results/models/tsmixerx/tsmixerx_window_05.pt,12.780454545454546,0.00575533781913911,3.0016523466894247
TSMixerX,sp500,2017-01-20,0.004610744828598201,0.006649276241660118,6,results/models/tsmixerx/tsmixerx_window_06.pt,11.958636363636362,0.007651622126108471,1.3640628827539205
TSMixerX,sp500,2017-02-22,0.005838862068780454,0.0074162790551781654,6,results/models/tsmixerx/tsmixerx_window_06.pt,11.346363636363638,0.005457717721681342,0.9705373695656688
TSMixerX,sp500,2017-03-24,0.00790579215924924,0.008915694430470467,6,results/models/tsmixerx/tsmixerx_window_06.pt,11.930909090909092,0.005318964743083255,0.5508433353174094
TSMixerX,sp500,2017-04-26,0.005510683235314882,0.006593660451471806,6,results/models/tsmixerx/tsmixerx_window_06.pt,13.080454545454547,0.010516168660098447,0.6967381161886332
TSMixerX,sp500,2017-05-26,0.006186999459484046,0.011757821775972843,6,results/models/tsmixerx/tsmixerx_window_06.pt,10.880000000000003,7.961822402716145e-05,2.9776008199217787
TSMixerX,sp500,2017-06-28,0.005077015052296848,0.007548830937594175,6,results/models/tsmixerx/tsmixerx_window_06.pt,10.430454545454547,0.003330607264885167,1.5630832791459062
TSMixerX,sp500,2017-07-31,0.0055331608850520166,0.005402171518653631,6,results/models/tsmixerx/tsmixerx_window_06.pt,10.359545454545454,0.005329846683825707,-0.08857534221828056
TSMixerX,sp500,2017-08-30,0.006942087559132142,0.007531756069511175,6,results/models/tsmixerx/tsmixerx_window_06.pt,12.038636363636364,0.006961120480075602,0.3466499643744819
TSMixerX,sp500,2017-10-02,0.002015154327361959,0.006139850243926048,6,results/models/tsmixerx/tsmixerx_window_06.pt,10.399999999999999,0.0046761497560739475,3.3466726163568987
TSMixerX,sp500,2017-11-01,0.002954805946773224,0.01117704063653946,6,results/models/tsmixerx/tsmixerx_window_06.pt,10.159545454545455,-0.000855404252241938,5.136339722074425
TSMixerX,sp500,2017-12-04,0.004893388303713836,0.005466349422931671,6,results/models/tsmixerx/tsmixerx_window_06.pt,10.648181818181818,0.005872028180374113,0.3982006987535064
TSMixerX,sp500,2018-01-05,0.010372835047322077,0.010217501781880856,7,results/models/tsmixerx/tsmixerx_window_07.pt,9.979090909090909,-0.00025927624469077384,-0.07654570694604623
TSMixerX,sp500,2018-02-07,0.07610051443692976,0.005450450349599123,7,results/models/tsmixerx/tsmixerx_window_07.pt,14.580000000000002,0.01580718965040088,-20.203605150678587
TSMixerX,sp500,2018-03-12,0.038932788891926313,0.007277641445398331,7,results/models/tsmixerx/tsmixerx_window_07.pt,20.222272727272728,0.033616389980221505,-11.200484129701602
TSMixerX,sp500,2018-04-12,0.03468336512016883,0.009068744257092476,7,results/models/tsmixerx/tsmixerx_window_07.pt,20.08227272727273,0.03126102353216374,-9.100474977165126
TSMixerX,sp500,2018-05-14,0.014105843287803494,0.006165756843984127,7,results/models/tsmixerx/tsmixerx_window_07.pt,15.511818181818184,0.017895893486594386,-4.024568959306342
TSMixerX,sp500,2018-06-14,0.011504083849649639,1e-10,7,results/models/tsmixerx/tsmixerx_window_07.pt,13.237272727272726,0.017522538825619827,-10.724709230465667
TSMixerX,sp500,2018-07-17,0.01097987359347979,0.0065203821286559105,7,results/models/tsmixerx/tsmixerx_window_07.pt,14.164999999999997,0.013544340371344082,-2.403600886782903
TSMixerX,sp500,2018-08-16,0.006202678775034372,0.00730388006195426,7,results/models/tsmixerx/tsmixerx_window_07.pt,12.638636363636364,0.008669632851268878,0.6705653640269704
TSMixerX,sp500,2018-09-18,0.01044684733020717,0.005772660486400127,7,results/models/tsmixerx/tsmixerx_window_07.pt,12.998636363636365,0.011123794245004835,-2.6231793786887807
TSMixerX,sp500,2018-10-18,0.047184398802718346,0.014872931875288486,7,results/models/tsmixerx/tsmixerx_window_07.pt,15.419999999999998,0.008904708124711506,-9.52650712938996
TSMixerX,sp500,2018-11-19,0.063508531572428,0.016779828816652298,7,results/models/tsmixerx/tsmixerx_window_07.pt,20.55590909090909,0.025474711038719594,-12.247201248625435
TSMixerX,sp500,2018-12-21,0.07978025126287067,0.015876272693276405,7,results/models/tsmixerx/tsmixerx_window_07.pt,21.908181818181816,0.03212057036457482,-15.645289867626303
TSMixerX,sp500,2019-01-25,0.020253972289464836,0.04550060257315636,8,results/models/tsmixerx/tsmixerx_window_08.pt,22.22681818181818,0.0039025420756039694,7.09922512999463
TSMixerX,sp500,2019-02-27,0.013092992806135404,0.025436632335186005,8,results/models/tsmixerx/tsmixerx_window_08.pt,15.768636363636363,-0.0005716430583265035,4.506404269524767
TSMixerX,sp500,2019-03-29,0.010772896703254833,0.011389371939003468,8,results/models/tsmixerx/tsmixerx_window_08.pt,14.498636363636363,0.0096316737014924,0.2928434717410569
TSMixerX,sp500,2019-05-01,0.014642742733946466,0.008206194266676903,8,results/models/tsmixerx/tsmixerx_window_08.pt,13.033181818181816,0.008780188563901604,-3.0419154124800714
TSMixerX,sp500,2019-06-03,0.02077269526099099,0.01299856323748827,8,results/models/tsmixerx/tsmixerx_window_08.pt,16.906363636363633,0.015583949903007589,-3.0116116065799363
TSMixerX,sp500,2019-07-03,0.01083392889187415,0.030153978615999222,8,results/models/tsmixerx/tsmixerx_window_08.pt,15.337272727272726,-0.006630785144924843,6.956284892837528
TSMixerX,sp500,2019-08-05,0.03219010995245613,0.0377749539911747,8,results/models/tsmixerx/tsmixerx_window_08.pt,14.238181818181818,-0.017502371842414363,1.4941774101838474
TSMixerX,sp500,2019-09-05,0.02481087491538347,0.039937298744916916,8,results/models/tsmixerx/tsmixerx_window_08.pt,18.669545454545457,-0.005082105996983027,4.232850379845765
TSMixerX,sp500,2019-10-07,0.019640964523854335,0.02626105025410652,8,results/models/tsmixerx/tsmixerx_window_08.pt,15.95727272727273,-0.0007975949648503129,2.190639018960577
TSMixerX,sp500,2019-11-06,0.006445515725366411,0.00927518680691719,8,results/models/tsmixerx/tsmixerx_window_08.pt,14.24727272727273,0.011023291209611746,1.6023801977052277
TSMixerX,sp500,2019-12-09,0.009865564846826148,0.005802301224321127,8,results/models/tsmixerx/tsmixerx_window_08.pt,13.149545454545455,0.011488753341794576,-2.315271198072033
TSMixerX,sp500,2020-01-10,0.019619825448365377,0.008378966711461544,9,results/models/tsmixerx/tsmixerx_window_09.pt,13.26818181818182,0.009225498164571522,-4.853409129400505
TSMixerX,sp500,2020-02-12,0.11742943282789722,0.023718658834695816,9,results/models/tsmixerx/tsmixerx_window_09.pt,14.710909090909093,-0.0020775742065966343,-18.867114942294858
TSMixerX,sp500,2020-03-16,0.5110716840766467,0.02589237131178379,9,results/models/tsmixerx/tsmixerx_window_09.pt,36.583181818181814,0.10794054788243107,-55.398171156030386
TSMixerX,sp500,2020-04-16,0.18296913367072912,0.01988619565963745,9,results/models/tsmixerx/tsmixerx_window_09.pt,54.83545454545454,0.2808065118610237,-28.673049116214983
TSMixerX,sp500,2020-05-18,0.07959375840041971,0.015492609702050686,9,results/models/tsmixerx/tsmixerx_window_09.pt,34.950909090909086,0.10666399492604847,-15.765434570447129
TSMixerX,sp500,2020-06-18,0.09647825090074552,0.00888698548078537,9,results/models/tsmixerx/tsmixerx_window_09.pt,29.604999999999997,0.07875861701921462,-21.63386736817348
TSMixerX,sp500,2020-07-21,0.032260179678875636,0.002369656227529049,9,results/models/tsmixerx/tsmixerx_window_09.pt,29.63681818181818,0.08546444296668582,-13.093207539329544
TSMixerX,sp500,2020-08-20,0.02829862185015983,0.0038806088268756866,9,results/models/tsmixerx/tsmixerx_window_09.pt,23.47136363636364,0.051209882268165655,-10.592740935639911
TSMixerX,sp500,2020-09-22,0.0665611066128886,0.0019199615344405174,9,results/models/tsmixerx/tsmixerx_window_09.pt,26.47045454545454,0.06814853484985699,-21.41770269276238
TSMixerX,sp500,2020-10-22,0.05265415923857388,0.007044233847409487,9,results/models/tsmixerx/tsmixerx_window_09.pt,27.30454545454546,0.06750958640052442,-14.553500704119315
TSMixerX,sp500,2020-11-23,0.02584324013555039,0.012734634801745415,9,results/models/tsmixerx/tsmixerx_window_09.pt,28.402727272727272,0.06793685685114716,-4.791048920109405
TSMixerX,sp500,2020-12-24,0.01617098424392329,0.01648193597793579,9,results/models/tsmixerx/tsmixerx_window_09.pt,22.101363636363637,0.03236509148074189,0.12168075472590023
TSMixerX,sp500,2021-01-28,0.023727444055570937,0.03988583758473396,10,results/models/tsmixerx/tsmixerx_window_10.pt,24.113636363636363,0.018260908283034623,4.567723848590491
TSMixerX,sp500,2021-03-02,0.025388480633196406,0.027510229498147964,10,results/models/tsmixerx/tsmixerx_window_10.pt,23.645909090909093,0.028402672175405763,0.652444880862299
TSMixerX,sp500,2021-04-01,0.012391371192771401,0.03541925549507141,10,results/models/tsmixerx/tsmixerx_window_10.pt,21.46681818181818,0.010663172790052557,7.688350514075079
TSMixerX,sp500,2021-05-04,0.019120549882166757,0.06037561595439911,10,results/models/tsmixerx/tsmixerx_window_10.pt,17.55454545454546,-0.029559409342828847,10.743742441543464
TSMixerX,sp500,2021-06-04,0.010694520725905522,0.04621519893407822,10,results/models/tsmixerx/tsmixerx_window_10.pt,19.420909090909092,-0.008498027942342674,11.156288974971833
TSMixerX,sp500,2021-07-07,0.012246272354363064,0.051442552357912064,10,results/models/tsmixerx/tsmixerx_window_10.pt,16.654545454545453,-0.023705163928160005,11.61466297244794
TSMixerX,sp500,2021-08-06,0.008750775161211234,0.07238708436489105,10,results/models/tsmixerx/tsmixerx_window_10.pt,17.971818181818183,-0.04008845948885799,17.55029015925339
TSMixerX,sp500,2021-09-08,0.011478228210447179,0.06501301378011703,10,results/models/tsmixerx/tsmixerx_window_10.pt,17.296818181818182,-0.03509502185862943,14.784000316038298
TSMixerX,sp500,2021-10-08,0.015560903880422977,0.07076992094516754,10,results/models/tsmixerx/tsmixerx_window_10.pt,20.727727272727268,-0.027806053155911364,14.128281385421113
TSMixerX,sp500,2021-11-09,0.01220894408237767,0.04311034083366394,10,results/models/tsmixerx/tsmixerx_window_10.pt,16.59272727272727,-0.015578480998953207,9.7136207735661
TSMixerX,sp500,2021-12-10,0.03399051349667301,0.03958241641521454,10,results/models/tsmixerx/tsmixerx_window_10.pt,21.501363636363635,0.006648447407099509,1.4588138639387072
TSMixerX,sp500,2022-01-12,0.04090945113050185,0.023601941764354706,11,results/models/tsmixerx/tsmixerx_window_11.pt,18.993636363636366,0.01247388046705026,-4.86316144961253
TSMixerX,sp500,2022-02-14,0.07042922885991243,0.060089483857154846,11,results/models/tsmixerx/tsmixerx_window_11.pt,25.093636363636367,0.0028795747378864978,-2.025349333425325
TSMixerX,sp500,2022-03-17,0.051515355852456764,0.038180842995643616,11,results/models/tsmixerx/tsmixerx_window_11.pt,29.964090909090906,0.05160383140518282,-3.1570755991333854
TSMixerX,sp500,2022-04-19,0.061423460160962035,0.03775108978152275,11,results/models/tsmixerx/tsmixerx_window_11.pt,21.615454545454547,0.008971697739138411,-5.354117137036776
TSMixerX,sp500,2022-05-19,0.08823982799980788,0.02132880687713623,11,results/models/tsmixerx/tsmixerx_window_11.pt,29.543636363636367,0.06595383808154147,-15.100804187335678
TSMixerX,sp500,2022-06-22,0.07333530362348556,0.04237992316484451,11,results/models/tsmixerx/tsmixerx_window_11.pt,28.03545454545455,0.03621874799218029,-6.494107183738848
TSMixerX,sp500,2022-07-25,0.03564634172490938,0.020915864035487175,11,results/models/tsmixerx/tsmixerx_window_11.pt,26.10181818181818,0.04721462720418225,-4.417920857320304
TSMixerX,sp500,2022-08-24,0.054395089723841196,0.01715719699859619,11,results/models/tsmixerx/tsmixerx_window_11.pt,21.63,0.029628493001403806,-10.22420653153899
TSMixerX,sp500,2022-09-26,0.08023907962065356,0.03533833846449852,11,results/models/tsmixerx/tsmixerx_window_11.pt,26.13272727272727,0.032953605006575834,-9.528009211417974
TSMixerX,sp500,2022-10-26,0.09375853831009738,0.018656719475984573,11,results/models/tsmixerx/tsmixerx_window_11.pt,30.788181818181826,0.07613449449095762,-16.96105581610216
TSMixerX,sp500,2022-11-28,0.06175305337369122,0.022009605541825294,11,results/models/tsmixerx/tsmixerx_window_11.pt,24.03227272727273,0.03574540770197637,-10.014526995766213
TSMixerX,sp500,2022-12-29,0.03912817763833539,0.02893977239727974,11,results/models/tsmixerx/tsmixerx_window_11.pt,21.73954545454545,0.018321011259745036,-2.76914993014816
TSMixerX,sp500,2023-02-01,0.03478112074169249,0.020815281197428703,12,results/models/tsmixerx/tsmixerx_window_12.pt,20.163636363636364,0.019841941943067168,-4.222195316143232
TSMixerX,sp500,2023-03-06,0.039471045854081406,0.0396040640771389,12,results/models/tsmixerx/tsmixerx_window_12.pt,20.026363636363637,0.0005014599724478749,0.03344848066729189
TSMixerX,sp500,2023-04-05,0.020187865636680426,0.05835111439228058,12,results/models/tsmixerx/tsmixerx_window_12.pt,21.689999999999998,-0.011305504392280584,9.947574417277425
TSMixerX,sp500,2023-05-08,0.016310786785118617,0.03395828977227211,12,results/models/tsmixerx/tsmixerx_window_12.pt,17.653181818181817,-0.0027948069416935985,5.656406102958847
TSMixerX,sp500,2023-06-08,0.016979934900712916,0.03574657440185547,12,results/models/tsmixerx/tsmixerx_window_12.pt,16.738181818181815,-0.007729901344004236,5.876056579983119
TSMixerX,sp500,2023-07-12,0.01181569015211559,0.0650276392698288,12,results/models/tsmixerx/tsmixerx_window_12.pt,14.037272727272727,-0.045323136707845324,14.630517428666556
TSMixerX,sp500,2023-08-11,0.018603860168429295,0.04049386829137802,12,results/models/tsmixerx/tsmixerx_window_12.pt,14.493636363636364,-0.01948731878724579,6.483491474600359
TSMixerX,sp500,2023-09-13,0.020392073103986844,0.06753060966730118,12,results/models/tsmixerx/tsmixerx_window_12.pt,15.20409090909091,-0.0444141716301111,11.706570660254808
TSMixerX,sp500,2023-10-13,0.022041948770066055,0.06335165351629257,12,results/models/tsmixerx/tsmixerx_window_12.pt,16.92090909090909,-0.034719937070011586,10.323223205052065
TSMixerX,sp500,2023-11-14,0.014564358270282123,0.09061001986265182,12,results/models/tsmixerx/tsmixerx_window_12.pt,17.580000000000002,-0.05970437986265182,18.033209970027475
TSMixerX,sp500,2023-12-15,0.009414584587746445,0.09049846976995468,12,results/models/tsmixerx/tsmixerx_window_12.pt,12.92,-0.07380582976995467,20.380085352610678
TSMixerX,sp500,2024-01-19,0.011822164980282488,0.021659789606928825,13,results/models/tsmixerx/tsmixerx_window_13.pt,13.192272727272725,-0.004256183635854453,3.8442872735733395
TSMixerX,sp500,2024-02-21,0.01734142234847332,1e-10,13,results/models/tsmixerx/tsmixerx_window_13.pt,13.774090909090908,0.01897255793719008,-13.167683437790323
TSMixerX,sp500,2024-03-22,0.017565152905257276,0.017760509625077248,13,results/models/tsmixerx/tsmixerx_window_13.pt,13.919545454545458,0.00161486494103847,0.0734970417452907
TSMixerX,sp500,2024-04-24,0.024611932288945437,0.03431003540754318,13,results/models/tsmixerx/tsmixerx_window_13.pt,15.751363636363637,-0.009499489767047318,2.834777729701718
TSMixerX,sp500,2024-05-24,0.012055944335016373,0.017710136249661446,13,results/models/tsmixerx/tsmixerx_window_13.pt,13.36909090909091,0.0001631229238922699,2.3279871496935693
TSMixerX,sp500,2024-06-27,0.009767464801151465,0.0124873798340559,13,results/models/tsmixerx/tsmixerx_window_13.pt,12.864090909090908,0.004061103657679636,1.29164603433011
TSMixerX,sp500,2024-07-30,0.07057193764707123,1e-10,13,results/models/tsmixerx/tsmixerx_window_13.pt,14.29181818181818,0.02042560659421487,-26.564379283396505
TSMixerX,sp500,2024-08-29,0.02714191822068347,0.04720400646328926,13,results/models/tsmixerx/tsmixerx_window_13.pt,19.37409090909091,-0.009668466607917356,5.251678558515499
