method,origin_date,horizon,lag,feature,attribution,abs_attribution,convergence_delta,window_id
IntegratedGradients,2025-01-02,1,19.0,vix_term_spread,-1.751523268467281e-05,1.751523268467281e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,vix,0.00025351898511871696,0.00025351898511871696,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,true_range,1.2949109077453613e-05,1.2949109077453613e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,garman_klass,-9.41961206990527e-06,9.41961206990527e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,bollinger_width_20,-0.0002896208316087723,0.0002896208316087723,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,ret_spx_abs,1.0794335139507893e-05,1.0794335139507893e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,rv_diaria,3.173635559505783e-05,3.173635559505783e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,rogers_satchell,-0.0001052754741976969,0.0001052754741976969,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,atr_14,-0.0008739986224099994,0.0008739986224099994,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,spy_volume,-5.6210636103060097e-05,5.6210636103060097e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,roc_10,-0.0001646041782805696,0.0001646041782805696,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,macd,0.00020361995848361403,0.00020361995848361403,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,rsi_14,0.00012938448344357312,0.00012938448344357312,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,volume_medio_22d,-0.0007974127074703574,0.0007974127074703574,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,adx_14,0.00048732763389125466,0.00048732763389125466,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,cpi,0.0032716477289795876,0.0032716477289795876,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,gold_close,0.0022567056585103273,0.0022567056585103273,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,yield_slope,0.0005440884851850569,0.0005440884851850569,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,19.0,stress_index,0.0007352245738729835,0.0007352245738729835,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,rv_yz_22,7.177359657362103e-05,7.177359657362103e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,parkinson,-0.0001531760353827849,0.0001531760353827849,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,vix_term_spread,0.00030797606450505555,0.00030797606450505555,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,vix,-0.00018972865655086935,0.00018972865655086935,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,true_range,1.8478280253475532e-05,1.8478280253475532e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,garman_klass,0.00013351475354284048,0.00013351475354284048,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,bollinger_width_20,0.00032764216302894056,0.00032764216302894056,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,ret_spx_abs,2.0921464965795167e-05,2.0921464965795167e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,rv_diaria,3.6075449315831065e-05,3.6075449315831065e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,rogers_satchell,-3.6658620956586674e-05,3.6658620956586674e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,atr_14,0.00034464593045413494,0.00034464593045413494,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,spy_volume,0.0004543832328636199,0.0004543832328636199,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,roc_10,0.0005763299996033311,0.0005763299996033311,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,macd,-0.0003179610357619822,0.0003179610357619822,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,rsi_14,-0.0004279965360183269,0.0004279965360183269,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,volume_medio_22d,0.0014176828553900123,0.0014176828553900123,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,adx_14,-0.0008475946960970759,0.0008475946960970759,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,cpi,0.003399822162464261,0.003399822162464261,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,gold_close,0.004709006752818823,0.004709006752818823,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,yield_slope,-0.0015300201484933496,0.0015300201484933496,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,18.0,stress_index,-0.0001386900112265721,0.0001386900112265721,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,rv_yz_22,-0.00018100209126714617,0.00018100209126714617,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,parkinson,-0.00013004717766307294,0.00013004717766307294,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,vix_term_spread,4.997446376364678e-05,4.997446376364678e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,vix,-0.0003286584105808288,0.0003286584105808288,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,true_range,-2.4479311832692474e-05,2.4479311832692474e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,garman_klass,-3.440268301346805e-06,3.440268301346805e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,bollinger_width_20,-0.00030835409415885806,0.00030835409415885806,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,ret_spx_abs,3.628472040873021e-05,3.628472040873021e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,rv_diaria,7.786655260133557e-06,7.786655260133557e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,rogers_satchell,-7.365754572674632e-05,7.365754572674632e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,atr_14,-0.00014387673581950366,0.00014387673581950366,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,spy_volume,0.0003984471259173006,0.0003984471259173006,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,roc_10,-9.856596443569288e-05,9.856596443569288e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,macd,0.00022309164342004806,0.00022309164342004806,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,rsi_14,-0.0004823357448913157,0.0004823357448913157,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,volume_medio_22d,0.001564317848533392,0.001564317848533392,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,adx_14,-0.00011997904221061617,0.00011997904221061617,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,cpi,-0.0038255394902080297,0.0038255394902080297,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,gold_close,-0.0009946965146809816,0.0009946965146809816,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,yield_slope,0.0002809140714816749,0.0002809140714816749,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,17.0,stress_index,0.0008898503729142249,0.0008898503729142249,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,rv_yz_22,-0.0004492531588766724,0.0004492531588766724,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,parkinson,-4.7593071940355e-05,4.7593071940355e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,vix_term_spread,-4.0802166040521115e-05,4.0802166040521115e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,vix,-6.0495887737488374e-05,6.0495887737488374e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,true_range,0.00011048415763070807,0.00011048415763070807,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,garman_klass,-3.7736295780632645e-05,3.7736295780632645e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,bollinger_width_20,-3.4662796679185703e-05,3.4662796679185703e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,ret_spx_abs,1.2660342690651305e-05,1.2660342690651305e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,rv_diaria,-3.7317743135645287e-06,3.7317743135645287e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,rogers_satchell,3.119038956356235e-05,3.119038956356235e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,atr_14,-0.00017166612087748945,0.00017166612087748945,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,spy_volume,-4.0817252738634124e-05,4.0817252738634124e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,roc_10,-4.367984729469754e-05,4.367984729469754e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,macd,4.971504313289188e-05,4.971504313289188e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,rsi_14,-0.00029104066197760403,0.00029104066197760403,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,volume_medio_22d,0.00395092973485589,0.00395092973485589,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,adx_14,0.0013527029659599066,0.0013527029659599066,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,cpi,0.0016543555539101362,0.0016543555539101362,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,gold_close,-0.0030996135901659727,0.0030996135901659727,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,yield_slope,0.0015227943658828735,0.0015227943658828735,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,16.0,stress_index,-0.0004108771972823888,0.0004108771972823888,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,rv_yz_22,0.00028413895051926374,0.00028413895051926374,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,parkinson,-7.798662409186363e-05,7.798662409186363e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,vix_term_spread,-2.8308708351687528e-05,2.8308708351687528e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,vix,0.00012019635323667899,0.00012019635323667899,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,true_range,-7.455987361026928e-05,7.455987361026928e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,garman_klass,-1.2054561921104323e-05,1.2054561921104323e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,bollinger_width_20,0.00020294256682973355,0.00020294256682973355,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,ret_spx_abs,-6.0549686168087646e-05,6.0549686168087646e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,rv_diaria,3.7160787087486824e-06,3.7160787087486824e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,rogers_satchell,-1.6961714209173806e-05,1.6961714209173806e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,atr_14,-0.00012995945871807635,0.00012995945871807635,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,spy_volume,3.99598793592304e-05,3.99598793592304e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,roc_10,-2.5377205474796938e-06,2.5377205474796938e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,macd,-0.00025772181106731296,0.00025772181106731296,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,rsi_14,-4.298869316698983e-05,4.298869316698983e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,volume_medio_22d,0.0021292604506015778,0.0021292604506015778,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,adx_14,0.000412373075960204,0.000412373075960204,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,cpi,0.020989490672945976,0.020989490672945976,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,gold_close,0.0067712850868701935,0.0067712850868701935,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,yield_slope,-0.00011562568397494033,0.00011562568397494033,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,15.0,stress_index,-0.00041720233275555074,0.00041720233275555074,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,rv_yz_22,0.00013868151290807873,0.00013868151290807873,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,parkinson,-9.661396234150743e-07,9.661396234150743e-07,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,vix_term_spread,4.548553624772467e-05,4.548553624772467e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,vix,0.00010684577864594758,0.00010684577864594758,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,true_range,9.721284732222557e-05,9.721284732222557e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,garman_klass,-8.8368706201436e-06,8.8368706201436e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,bollinger_width_20,0.0002553118974901736,0.0002553118974901736,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,ret_spx_abs,-2.329512244614307e-05,2.329512244614307e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,rv_diaria,-1.0516594556975178e-05,1.0516594556975178e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,rogers_satchell,4.998744771000929e-05,4.998744771000929e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,atr_14,0.0002998860436491668,0.0002998860436491668,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,spy_volume,-0.0003928928344976157,0.0003928928344976157,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,roc_10,3.0477588097710395e-06,3.0477588097710395e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,macd,6.73714021104388e-05,6.73714021104388e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,rsi_14,-0.00015676874318160117,0.00015676874318160117,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,volume_medio_22d,0.00043123855721205473,0.00043123855721205473,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,adx_14,-0.0005552097572945058,0.0005552097572945058,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,cpi,0.022670838981866837,0.022670838981866837,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,gold_close,0.006226441822946072,0.006226441822946072,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,yield_slope,0.0012813982320949435,0.0012813982320949435,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,14.0,stress_index,0.0001241285353899002,0.0001241285353899002,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,rv_yz_22,-0.00046241175732575357,0.00046241175732575357,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,parkinson,-0.00010676102101569995,0.00010676102101569995,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,vix_term_spread,0.00020355892775114626,0.00020355892775114626,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,vix,-0.00018286048725713044,0.00018286048725713044,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,true_range,7.04235935700126e-05,7.04235935700126e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,garman_klass,-1.8848968466045335e-05,1.8848968466045335e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,bollinger_width_20,0.0001784407941158861,0.0001784407941158861,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,ret_spx_abs,-3.4923843486467376e-05,3.4923843486467376e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,rv_diaria,-4.528962108452106e-06,4.528962108452106e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,rogers_satchell,3.2543768611503765e-05,3.2543768611503765e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,atr_14,0.000516461965162307,0.000516461965162307,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,spy_volume,0.00021841790294274688,0.00021841790294274688,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,roc_10,3.3673157304292545e-05,3.3673157304292545e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,macd,0.0004301631997805089,0.0004301631997805089,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,rsi_14,-8.686603541718796e-05,8.686603541718796e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,volume_medio_22d,-0.0016408786177635193,0.0016408786177635193,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,adx_14,-0.00019601699023041874,0.00019601699023041874,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,cpi,0.009558100253343582,0.009558100253343582,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,gold_close,-0.006322150584310293,0.006322150584310293,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,yield_slope,0.0003007482155226171,0.0003007482155226171,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,13.0,stress_index,0.00020142766879871488,0.00020142766879871488,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,rv_yz_22,0.00040222881943918765,0.00040222881943918765,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,parkinson,3.480304076219909e-05,3.480304076219909e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,vix_term_spread,-0.0001583676930749789,0.0001583676930749789,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,vix,0.000179635506356135,0.000179635506356135,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,true_range,7.594979979330674e-05,7.594979979330674e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,garman_klass,-3.87600484827999e-05,3.87600484827999e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,bollinger_width_20,-0.00011333254224155098,0.00011333254224155098,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,ret_spx_abs,7.620739052072167e-05,7.620739052072167e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,rv_diaria,-2.0918825612170622e-05,2.0918825612170622e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,rogers_satchell,-1.2476813935791142e-05,1.2476813935791142e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,atr_14,0.00016199614037759602,0.00016199614037759602,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,spy_volume,-0.00025691420887596905,0.00025691420887596905,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,roc_10,4.773910404765047e-05,4.773910404765047e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,macd,-0.00040899362647905946,0.00040899362647905946,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,rsi_14,-5.6614830100443214e-05,5.6614830100443214e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,volume_medio_22d,-0.003650838974863291,0.003650838974863291,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,adx_14,0.00011201536108274013,0.00011201536108274013,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,cpi,0.023265307769179344,0.023265307769179344,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,gold_close,-0.0060349199920892715,0.0060349199920892715,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,yield_slope,0.0004087784036528319,0.0004087784036528319,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,12.0,stress_index,-0.001330076134763658,0.001330076134763658,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,rv_yz_22,0.000158006907440722,0.000158006907440722,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,parkinson,2.672151276783552e-05,2.672151276783552e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,vix_term_spread,-3.51240232703276e-05,3.51240232703276e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,vix,8.160262950696051e-05,8.160262950696051e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,true_range,1.1334826012898702e-05,1.1334826012898702e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,garman_klass,7.300432480406016e-05,7.300432480406016e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,bollinger_width_20,-0.00034402712481096387,0.00034402712481096387,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,ret_spx_abs,-9.039387805387378e-06,9.039387805387378e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,rv_diaria,-2.550087856434402e-06,2.550087856434402e-06,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,rogers_satchell,-5.9175723436055705e-05,5.9175723436055705e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,atr_14,1.573206827742979e-05,1.573206827742979e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,spy_volume,-8.986057218862697e-05,8.986057218862697e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,roc_10,-2.2877209630678408e-05,2.2877209630678408e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,macd,0.0006343027343973517,0.0006343027343973517,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,rsi_14,6.85821141814813e-05,6.85821141814813e-05,0.0014603408053517342,15
IntegratedGradients,2025-01-02,1,11.0,volume_medio_22d,-0.002811538754031062,0.002811538754031062,0.0014603408053517342,15
