model,variant,seed,window_id,date,y,y_hat
TSMixerX,expanding_window,42,0,2011-01-07,0.007580945087047736,0.005916435271501541
TSMixerX,expanding_window,42,0,2011-02-09,0.014564308516424969,0.014736282639205456
TSMixerX,expanding_window,42,0,2011-03-14,0.022592898654163633,0.014374379068613052
TSMixerX,expanding_window,42,0,2011-04-13,0.009177614053183241,0.03261411562561989
TSMixerX,expanding_window,42,0,2011-05-16,0.015316999190041768,0.014689847826957703
TSMixerX,expanding_window,42,0,2011-06-16,0.02318827096715421,0.014060940593481064
TSMixerX,expanding_window,42,0,2011-07-19,0.07281977695377512,0.022383324801921844
TSMixerX,expanding_window,42,0,2011-08-18,0.17092357509514733,0.12025362253189087
TSMixerX,expanding_window,42,0,2011-09-20,0.08902219955120202,0.0600002184510231
TSMixerX,expanding_window,42,0,2011-10-20,0.08150267111463494,0.05949832499027252
TSMixerX,expanding_window,42,0,2011-11-21,0.07471075899713092,0.03594502806663513
TSMixerX,expanding_window,42,0,2011-12-22,0.03333665731328105,0.045479465276002884
TSMixerX,expanding_window,42,1,2012-01-26,0.007322846087034595,0.015859778970479965
TSMixerX,expanding_window,42,1,2012-02-28,0.00972307109746464,0.01885717734694481
TSMixerX,expanding_window,42,1,2012-03-29,0.016549279829819876,0.019101746380329132
TSMixerX,expanding_window,42,1,2012-05-01,0.016719631308467126,0.01798408292233944
TSMixerX,expanding_window,42,1,2012-06-01,0.030103797269869323,0.03878519684076309
TSMixerX,expanding_window,42,1,2012-07-03,0.02559338931524071,0.02879186160862446
TSMixerX,expanding_window,42,1,2012-08-03,0.015124807193673163,0.02438708394765854
TSMixerX,expanding_window,42,1,2012-09-05,0.010429408061811866,0.01504481490701437
TSMixerX,expanding_window,42,1,2012-10-05,0.011109916598093824,0.016862591728568077
TSMixerX,expanding_window,42,1,2012-11-08,0.021579716539945924,0.030789539217948914
TSMixerX,expanding_window,42,1,2012-12-11,0.013898424856462427,0.02113950625061989
TSMixerX,expanding_window,42,2,2013-01-14,0.012151376598421937,0.010063495486974716
TSMixerX,expanding_window,42,2,2013-02-14,0.011964545688571337,0.005614301189780235
TSMixerX,expanding_window,42,2,2013-03-19,0.010583420375266871,0.006422011181712151
TSMixerX,expanding_window,42,2,2013-04-19,0.018425166126648587,0.015320948325097561
TSMixerX,expanding_window,42,2,2013-05-21,0.01231934399173989,0.0024027377367019653
TSMixerX,expanding_window,42,2,2013-06-21,0.021286312772782465,0.028066765516996384
TSMixerX,expanding_window,42,2,2013-07-24,0.005175675808485612,0.0048796627670526505
TSMixerX,expanding_window,42,2,2013-08-23,0.009263554058765007,0.008859990164637566
TSMixerX,expanding_window,42,2,2013-09-25,0.01069119923259907,0.012081921100616455
TSMixerX,expanding_window,42,2,2013-10-25,0.009916414196091195,0.01111604180186987
TSMixerX,expanding_window,42,2,2013-11-26,0.007702826105369648,0.004156962037086487
TSMixerX,expanding_window,42,2,2013-12-30,0.008296683137280854,0.011884793639183044
TSMixerX,expanding_window,42,3,2014-01-31,0.01876676270031166,0.0057669226080179214
TSMixerX,expanding_window,42,3,2014-03-05,0.009272493846724074,0.008346641436219215
TSMixerX,expanding_window,42,3,2014-04-04,0.016625236830763265,0.00813242420554161
TSMixerX,expanding_window,42,3,2014-05-07,0.007417565950063132,0.009720319882035255
TSMixerX,expanding_window,42,3,2014-06-09,0.003923666767663172,1e-10
TSMixerX,expanding_window,42,3,2014-07-10,0.0058460138141189335,0.001945076510310173
TSMixerX,expanding_window,42,3,2014-08-11,0.008961119220386123,0.0035226400941610336
TSMixerX,expanding_window,42,3,2014-09-11,0.008397153537549969,1e-10
TSMixerX,expanding_window,42,3,2014-10-13,0.027791683991127372,0.008246948942542076
TSMixerX,expanding_window,42,3,2014-11-12,0.00582064448886064,0.017565269023180008
TSMixerX,expanding_window,42,3,2014-12-15,0.02273536654799072,0.006360232830047607
TSMixerX,expanding_window,42,4,2015-01-16,0.02363722463976686,0.02044128254055977
TSMixerX,expanding_window,42,4,2015-02-19,0.011282750356437702,0.015468396246433258
TSMixerX,expanding_window,42,4,2015-03-23,0.014606128113218465,0.012443019077181816
TSMixerX,expanding_window,42,4,2015-04-23,0.008889221289729368,0.008180975914001465
TSMixerX,expanding_window,42,4,2015-05-26,0.008470853880115873,0.011549233458936214
TSMixerX,expanding_window,42,4,2015-06-25,0.012218100408866561,0.010576517321169376
TSMixerX,expanding_window,42,4,2015-07-28,0.016619640931108973,0.02085595205426216
TSMixerX,expanding_window,42,4,2015-08-27,0.07474214821070686,0.06192838400602341
TSMixerX,expanding_window,42,4,2015-09-29,0.029473306863739633,0.06283681839704514
TSMixerX,expanding_window,42,4,2015-10-29,0.014846092619668105,0.01257913839071989
TSMixerX,expanding_window,42,4,2015-12-01,0.023593587113786087,0.012045121751725674
TSMixerX,expanding_window,42,5,2016-01-04,0.033885725632414467,0.027098428457975388
TSMixerX,expanding_window,42,5,2016-02-04,0.0395839169098863,0.060921456664800644
TSMixerX,expanding_window,42,5,2016-03-08,0.015589696985624646,0.02682991698384285
TSMixerX,expanding_window,42,5,2016-04-08,0.009339328166926468,0.009397598914802074
TSMixerX,expanding_window,42,5,2016-05-10,0.00906419061553788,0.010265065357089043
TSMixerX,expanding_window,42,5,2016-06-10,0.01923324131782852,0.01044918317347765
TSMixerX,expanding_window,42,5,2016-07-13,0.016967629686675215,0.024545345455408096
TSMixerX,expanding_window,42,5,2016-08-12,0.0036841727202727953,0.007237659767270088
TSMixerX,expanding_window,42,5,2016-09-14,0.01562795169821351,0.014636889100074768
TSMixerX,expanding_window,42,5,2016-10-14,0.008509189917314294,0.01611453667283058
