model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_atr_14,x_vix_term_spread,x_stress_index,x_vix,x_volume_medio_22d,x_parkinson,x_spy_volume,x_bollinger_width_20,x_true_range,x_garman_klass,x_macd,x_baa,x_ret_spx_abs,x_baa_aaa_spread,x_rv_diaria,x_rogers_satchell,x_ukx_close,x_indu_close,x_obv,x_aaa,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
LSTM,7,2017-01-03,2017-01-04,1,0.0044053161065255525,0.00541996705424545,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.001014650947719897,1.0295165457088853e-06,0.020071609375161392
LSTM,7,2017-01-03,2017-01-05,2,0.0044839398912764955,0.0055752337837086,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.001091293892432105,1.1909223596596146e-06,0.02209257560698652
LSTM,7,2017-01-03,2017-01-06,3,0.004558503540959119,0.005562158633134977,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.001003655092175858,1.0073235440505301e-06,0.018548427646927212
LSTM,7,2017-01-03,2017-01-09,4,0.004534341087311157,0.005337491406845365,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.000803150319534208,6.450504357679004e-07,0.012602620516448448
LSTM,7,2017-01-03,2017-01-10,5,0.004294760918839906,0.006188659651553071,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.001893898732713165,3.5868524097725326e-06,0.059295351360651116
LSTM,7,2017-01-03,2017-01-11,6,0.004344176247913047,0.00568458220351782,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0013404059556047735,1.796688125820746e-06,0.03312473828317941
LSTM,7,2017-01-03,2017-01-12,7,0.004880301870725266,0.006567663772902791,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0016873619021775246,2.847190188920154e-06,0.0400314487271074
LSTM,7,2017-01-03,2017-01-13,8,0.004800904237915182,0.005979701340381339,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0011787971024661567,1.3895626087826069e-06,0.022433233847794165
LSTM,7,2017-01-03,2017-01-17,9,0.004731554629959902,0.006599746779666505,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0018681921497066033,3.4901419082253796e-06,0.04970718156731446
LSTM,7,2017-01-03,2017-01-18,10,0.004188862940427476,0.007149180348863245,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.002960317408435769,8.76347915868787e-06,0.12049051588443183
LSTM,7,2017-01-03,2017-01-19,11,0.004015858168195608,0.006569726620185476,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0025538684519898673,6.522244070069121e-06,0.10348832156997112
LSTM,7,2017-01-03,2017-01-20,12,0.0040455773678914715,0.007166017075933662,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.003120439708042191,9.737143971526434e-06,0.13627606405046433
LSTM,7,2017-01-03,2017-01-23,13,0.004220139984622369,0.006286935104964396,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.002066795120342027,4.271642069469614e-06,0.06986092259884469
LSTM,7,2017-01-03,2017-01-24,14,0.004400527368880792,0.007249686224519008,/content/daily_h22_run/results/models/lstm/lstm_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0028491588556382166,8.117706184661671e-06,0.10622936089653168
