model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_atr_14,x_vix,x_stress_index,x_true_range,x_parkinson,x_bollinger_width_20,x_macd,x_garman_klass,x_spy_volume,x_baa,x_volume_medio_22d,x_vix_term_spread,x_baa_aaa_spread,x_ret_spx_abs,x_rogers_satchell,x_rv_diaria,x_roc_10,x_rsi_14,x_ust_10y,x_ust_3m,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
LSTM,2,2012-01-03,2012-01-23,13,0.011634931683032264,0.017892250135965918,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,19.55158557283868,22.97,0.6528,27.01,0.000147992362,0.06541701701,10.15542971248942,0.0001255697954,193697825,5.26,181480207.9,3.08,1.42,0.01534746675,0.0001195612788,0.0002355447357,0.04706229605,60.20186916965444,1.9474,0.0051,1277.06,0.007971514063730402,0.08928333586806891,0.006257318452933654,3.915403422142401e-05,0.0806334640323969
LSTM,2,2012-01-03,2012-01-24,14,0.010671827282529562,0.020716778550377575,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,19.55158557283868,22.97,0.6528,27.01,0.000147992362,0.06541701701,10.15542971248942,0.0001255697954,193697825,5.26,181480207.9,3.08,1.42,0.01534746675,0.0001195612788,0.0002355447357,0.04706229605,60.20186916965444,1.9474,0.0051,1277.06,0.007971514063730402,0.08928333586806891,0.010044951267848013,0.0001009010459734414,0.17846629431181515
LSTM,2,2012-01-03,2012-01-25,15,0.010508679311980233,0.01581558333912933,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,19.55158557283868,22.97,0.6528,27.01,0.000147992362,0.06541701701,10.15542971248942,0.0001255697954,193697825,5.26,181480207.9,3.08,1.42,0.01534746675,0.0001195612788,0.0002355447357,0.04706229605,60.20186916965444,1.9474,0.0051,1277.06,0.007971514063730402,0.08928333586806891,0.005306904027149097,2.81632303533713e-05,0.07324517044764578
LSTM,2,2012-01-03,2012-01-26,16,0.011439841307325697,0.016464765639678365,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,19.55158557283868,22.97,0.6528,27.01,0.000147992362,0.06541701701,10.15542971248942,0.0001255697954,193697825,5.26,181480207.9,3.08,1.42,0.01534746675,0.0001195612788,0.0002355447357,0.04706229605,60.20186916965444,1.9474,0.0051,1277.06,0.007971514063730402,0.08928333586806891,0.005024924332352668,2.5249864545869907e-05,0.05892798607858074
LSTM,2,2012-01-03,2012-01-27,17,0.01158201439370097,0.0191860666888992,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,19.55158557283868,22.97,0.6528,27.01,0.000147992362,0.06541701701,10.15542971248942,0.0001255697954,193697825,5.26,181480207.9,3.08,1.42,0.01534746675,0.0001195612788,0.0002355447357,0.04706229605,60.20186916965444,1.9474,0.0051,1277.06,0.007971514063730402,0.08928333586806891,0.0076040522951982305,5.7821611308109474e-05,0.10839890488607962
LSTM,2,2012-01-03,2012-01-30,18,0.012579641792173968,0.01702196456252317,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,19.55158557283868,22.97,0.6528,27.01,0.000147992362,0.06541701701,10.15542971248942,0.0001255697954,193697825,5.26,181480207.9,3.08,1.42,0.01534746675,0.0001195612788,0.0002355447357,0.04706229605,60.20186916965444,1.9474,0.0051,1277.06,0.007971514063730402,0.08928333586806891,0.004442322770349203,1.973423159596302e-05,0.04144885209150306
LSTM,2,2012-01-03,2012-01-31,19,0.012720522182434902,0.015416700696718497,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,19.55158557283868,22.97,0.6528,27.01,0.000147992362,0.06541701701,10.15542971248942,0.0001255697954,193697825,5.26,181480207.9,3.08,1.42,0.01534746675,0.0001195612788,0.0002355447357,0.04706229605,60.20186916965444,1.9474,0.0051,1277.06,0.007971514063730402,0.08928333586806891,0.0026961785142835953,7.2693785808844956e-06,0.017347904551820337
LSTM,2,2012-01-03,2012-02-01,20,0.013284954443726953,0.01820476659872069,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,19.55158557283868,22.97,0.6528,27.01,0.000147992362,0.06541701701,10.15542971248942,0.0001255697954,193697825,5.26,181480207.9,3.08,1.42,0.01534746675,0.0001195612788,0.0002355447357,0.04706229605,60.20186916965444,1.9474,0.0051,1277.06,0.007971514063730402,0.08928333586806891,0.004919812154993736,2.4204551640424106e-05,0.04480273996971751
LSTM,2,2012-01-03,2012-02-02,21,0.01332292206004697,0.014895224122455624,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,19.55158557283868,22.97,0.6528,27.01,0.000147992362,0.06541701701,10.15542971248942,0.0001255697954,193697825,5.26,181480207.9,3.08,1.42,0.01534746675,0.0001195612788,0.0002355447357,0.04706229605,60.20186916965444,1.9474,0.0051,1277.06,0.007971514063730402,0.08928333586806891,0.001572302062408654,2.472133775454507e-06,0.005997155400933485
LSTM,2,2012-01-03,2012-02-03,22,0.012168328044075813,0.015845054420493204,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,19.55158557283868,22.97,0.6528,27.01,0.000147992362,0.06541701701,10.15542971248942,0.0001255697954,193697825,5.26,181480207.9,3.08,1.42,0.01534746675,0.0001195612788,0.0002355447357,0.04706229605,60.20186916965444,1.9474,0.0051,1277.06,0.007971514063730402,0.08928333586806891,0.0036767263764173903,1.3518316847043353e-05,0.03197839231563315
LSTM,2,2012-01-04,2012-01-05,1,0.02199147068519726,0.020453965097067428,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,-0.001537505588129831,2.363923433530458e-06,0.0026911465525716327
LSTM,2,2012-01-04,2012-01-06,2,0.020751295306165894,0.017125616129385804,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,-0.0036256791767800903,1.3145549492936753e-05,0.019677567802487195
LSTM,2,2012-01-04,2012-01-09,3,0.02035416703669899,0.018951036898419333,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,-0.0014031301382796575,1.968774184948691e-06,0.0026127438036374073
LSTM,2,2012-01-04,2012-01-10,4,0.01916801513372595,0.020656340820530233,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.0014883256868042823,2.2151133500014384e-06,0.002727563521537135
LSTM,2,2012-01-04,2012-01-11,5,0.01804847433779646,0.01868644032298307,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.0006379659851866101,4.0700059825512207e-07,0.0005964034509311489
LSTM,2,2012-01-04,2012-01-12,6,0.01763764748528094,0.018036095637031554,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.0003984481517506147,1.587609296334809e-07,0.000247676297066457
LSTM,2,2012-01-04,2012-01-13,7,0.016777892140285137,0.0157407173435277,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,-0.0010371747967574362,1.075731559028829e-06,0.002079943420540742
LSTM,2,2012-01-04,2012-01-17,8,0.014543475777109129,0.016392233652011215,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.001848757874902086,3.417905680012477e-06,0.00688262423544983
LSTM,2,2012-01-04,2012-01-18,9,0.014329648402262812,0.013536954571993215,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,-0.0007926938302695967,6.283635085474842e-07,0.0016503824927005528
LSTM,2,2012-01-04,2012-01-19,10,0.013495018900111547,0.016958384195782158,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.0034633652956706108,1.1994899171255578e-05,0.02421439090183286
LSTM,2,2012-01-04,2012-01-20,11,0.012551152107935778,0.016153101371299956,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.003601949263364178,1.2974038495849744e-05,0.02931151127508569
LSTM,2,2012-01-04,2012-01-23,12,0.011634931683032264,0.019792783975172572,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.008157852292140309,6.655055402037888e-05,0.11914254747360076
LSTM,2,2012-01-04,2012-01-24,13,0.010671827282529562,0.016816714337682014,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.006144887055152452,3.7759636920580176e-05,0.08936244176067065
LSTM,2,2012-01-04,2012-01-25,14,0.010508679311980233,0.019661558820827964,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.00915287950884773,8.377520330348467e-05,0.16094232496625294
LSTM,2,2012-01-04,2012-01-26,15,0.011439841307325697,0.013953473327939505,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.0025136320206138076,6.318345935055053e-06,0.018482524870858885
LSTM,2,2012-01-04,2012-01-27,16,0.01158201439370097,0.01616848151149348,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.004586467117792512,2.1035680622591955e-05,0.049943196906205634
LSTM,2,2012-01-04,2012-01-30,17,0.012579641792173968,0.017173081848454844,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.0045934400562808765,2.1099691550645663e-05,0.043784297127973604
LSTM,2,2012-01-04,2012-01-31,18,0.012720522182434902,0.015712910088373902,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.002992387905939,8.954385379609993e-06,0.020824707799464104
LSTM,2,2012-01-04,2012-02-01,19,0.013284954443726953,0.014708251062971921,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.0014232966192449688,2.0257732663541576e-06,0.005007899690528506
LSTM,2,2012-01-04,2012-02-02,20,0.01332292206004697,0.017325537335204637,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.004002615275157667,1.6020929040925485e-05,0.031671525184400195
LSTM,2,2012-01-04,2012-02-03,21,0.012168328044075813,0.012750522463162559,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.0005821944190867456,3.389503416157532e-07,0.0010752977732431113
LSTM,2,2012-01-04,2012-02-06,22,0.01191159465909755,0.01455836042618473,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.91432946049307,22.22,0.6528,10.63,2.513310803e-05,0.06892285066,11.3622992841631,3.482462153e-05,127186456,5.3,179334082.5,3.09,1.41,0.0001879139986,5.221527359e-05,3.531167086e-08,0.05969220558,60.25751628338387,1.9771,0.0102,1277.3,0.007973167993632693,0.0892925976418689,0.002646765767087179,7.005369025824584e-06,0.018849325773010905
LSTM,2,2012-01-05,2012-01-06,1,0.020751295306165894,0.020332939085686928,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.83402021331499,21.48,0.6528,17.79,7.031306489e-05,0.07288029739,12.47831049519868,9.413702784e-05,173894933,5.29,175824359.0,3.22,1.38,0.002939385159,0.000124507079,8.639985111e-06,0.03202262126,61.17346238483788,1.9946,0.0102,1281.06,0.007920998742797579,0.08899999293706477,-0.0004183562204789666,1.7502192721344573e-07,0.00020881199501987524
LSTM,2,2012-01-05,2012-01-09,2,0.02035416703669899,0.01739752637891443,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.83402021331499,21.48,0.6528,17.79,7.031306489e-05,0.07288029739,12.47831049519868,9.413702784e-05,173894933,5.29,175824359.0,3.22,1.38,0.002939385159,0.000124507079,8.639985111e-06,0.03202262126,61.17346238483788,1.9946,0.0102,1281.06,0.007920998742797579,0.08899999293706477,-0.0029566406577845594,8.741723979264712e-06,0.012988411443532577
LSTM,2,2012-01-05,2012-01-10,3,0.01916801513372595,0.019551669840525983,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.83402021331499,21.48,0.6528,17.79,7.031306489e-05,0.07288029739,12.47831049519868,9.413702784e-05,173894933,5.29,175824359.0,3.22,1.38,0.002939385159,0.000124507079,8.639985111e-06,0.03202262126,61.17346238483788,1.9946,0.0102,1281.06,0.007920998742797579,0.08899999293706477,0.00038365470680003233,1.4719093404981878e-07,0.00019507952226271996
LSTM,2,2012-01-05,2012-01-11,4,0.01804847433779646,0.020068597863643095,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.83402021331499,21.48,0.6528,17.79,7.031306489e-05,0.07288029739,12.47831049519868,9.413702784e-05,173894933,5.29,175824359.0,3.22,1.38,0.002939385159,0.000124507079,8.639985111e-06,0.03202262126,61.17346238483788,1.9946,0.0102,1281.06,0.007920998742797579,0.08899999293706477,0.0020201235258466357,4.080899059679043e-06,0.0054342209944431286
LSTM,2,2012-01-05,2012-01-12,5,0.01763764748528094,0.01860617956455727,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.83402021331499,21.48,0.6528,17.79,7.031306489e-05,0.07288029739,12.47831049519868,9.413702784e-05,173894933,5.29,175824359.0,3.22,1.38,0.002939385159,0.000124507079,8.639985111e-06,0.03202262126,61.17346238483788,1.9946,0.0102,1281.06,0.007920998742797579,0.08899999293706477,0.0009685320792763297,9.380543885873305e-07,0.0014037581069532568
LSTM,2,2012-01-05,2012-01-13,6,0.016777892140285137,0.01820160292784404,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.83402021331499,21.48,0.6528,17.79,7.031306489e-05,0.07288029739,12.47831049519868,9.413702784e-05,173894933,5.29,175824359.0,3.22,1.38,0.002939385159,0.000124507079,8.639985111e-06,0.03202262126,61.17346238483788,1.9946,0.0102,1281.06,0.007920998742797579,0.08899999293706477,0.0014237107875589017,2.026952406611588e-06,0.0032286089277091534
LSTM,2,2012-01-05,2012-01-17,7,0.014543475777109129,0.016965782022313875,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.83402021331499,21.48,0.6528,17.79,7.031306489e-05,0.07288029739,12.47831049519868,9.413702784e-05,173894933,5.29,175824359.0,3.22,1.38,0.002939385159,0.000124507079,8.639985111e-06,0.03202262126,61.17346238483788,1.9946,0.0102,1281.06,0.007920998742797579,0.08899999293706477,0.002422306245204746,5.867567545557916e-06,0.01128001519855304
LSTM,2,2012-01-05,2012-01-18,8,0.014329648402262812,0.017114139973573222,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.83402021331499,21.48,0.6528,17.79,7.031306489e-05,0.07288029739,12.47831049519868,9.413702784e-05,173894933,5.29,175824359.0,3.22,1.38,0.002939385159,0.000124507079,8.639985111e-06,0.03202262126,61.17346238483788,1.9946,0.0102,1281.06,0.007920998742797579,0.08899999293706477,0.0027844915713104105,7.753393310698719e-06,0.014873088181057037
LSTM,2,2012-01-05,2012-01-19,9,0.013495018900111547,0.014069607297988136,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.83402021331499,21.48,0.6528,17.79,7.031306489e-05,0.07288029739,12.47831049519868,9.413702784e-05,173894933,5.29,175824359.0,3.22,1.38,0.002939385159,0.000124507079,8.639985111e-06,0.03202262126,61.17346238483788,1.9946,0.0102,1281.06,0.007920998742797579,0.08899999293706477,0.0005745883978765885,3.301518269743847e-07,0.0008573340864059809
LSTM,2,2012-01-05,2012-01-20,10,0.012551152107935778,0.019520412235483366,/content/daily_h22_run/results/models/lstm/lstm_window_02.pt,18.83402021331499,21.48,0.6528,17.79,7.031306489e-05,0.07288029739,12.47831049519868,9.413702784e-05,173894933,5.29,175824359.0,3.22,1.38,0.002939385159,0.000124507079,8.639985111e-06,0.03202262126,61.17346238483788,1.9946,0.0102,1281.06,0.007920998742797579,0.08899999293706477,0.0069692601275475885,4.857058672542463e-05,0.08462400761970401
