model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_true_range,x_parkinson,x_vix_term_spread,x_vix,x_garman_klass,x_ret_spx_abs,x_bollinger_width_20,x_rv_diaria,x_atr_14,x_rogers_satchell,x_macd,x_roc_10,x_spy_volume,x_cpi,x_aaa,x_ndx_close,x_ust_10y,x_yield_slope,x_spx_high,x_gold_close,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
LSTM,13,2023-01-03,2023-01-04,1,0.03428227627913526,0.02825180977198379,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,-0.006030466507151468,3.636652629387563e-05,0.019983190704240483
LSTM,13,2023-01-03,2023-01-05,2,0.03288953052128963,0.019626343880915414,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,-0.013263186640374215,0.00017591211985740107,0.15950324342668498
LSTM,13,2023-01-03,2023-01-06,3,0.034062972144680376,0.032457934794319264,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,-0.0016050373503611118,2.576144896054218e-06,0.0011837716660068054
LSTM,13,2023-01-03,2023-01-09,4,0.03413736800581105,0.031121038800887423,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,-0.003016329204923625,9.098241872475187e-06,0.004413969335723689
LSTM,13,2023-01-03,2023-01-10,5,0.03409010457908161,0.03689189842896653,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.0028017938498849163,7.85004877725294e-06,0.0030387713477579847
LSTM,13,2023-01-03,2023-01-11,6,0.03393982797012345,0.023038980548966123,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,-0.01090084742115733,0.0001188284744993524,0.08574639028815811
LSTM,13,2023-01-03,2023-01-12,7,0.03450375433507931,0.022536618566630327,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,-0.011967135768448982,0.000143212338500491,0.10508182753954931
LSTM,13,2023-01-03,2023-01-13,8,0.03528067985076386,0.033424815430337436,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,-0.0018558644204264216,3.4442327470046975e-06,0.0014866502572181695
LSTM,13,2023-01-03,2023-01-17,9,0.028083052231451605,0.04764520767047499,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.019562155439023385,0.0003826779254205122,0.11803607283557316
LSTM,13,2023-01-03,2023-01-18,10,0.027157569097948368,0.039409259202051905,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.012251690104103537,0.00015010391040698855,0.06146145575866546
LSTM,13,2023-01-03,2023-01-19,11,0.02551939977546569,0.02499450912325269,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,-0.000524890652212999,2.7551019678058743e-07,0.00021746572251801766
LSTM,13,2023-01-03,2023-01-20,12,0.025314552806924136,0.043827725414593316,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.01851317260766918,0.0003427375600013525,0.12647938791213953
LSTM,13,2023-01-03,2023-01-23,13,0.025515110041144436,0.04008256081920927,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.014567450778064837,0.00021221062217134185,0.08823439028532798
LSTM,13,2023-01-03,2023-01-24,14,0.025461298047346537,0.029254999692867493,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.003793701645520956,1.439217217522841e-05,0.009213877216789346
LSTM,13,2023-01-03,2023-01-25,15,0.027134218295468103,0.04179341915827873,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.014659200862810626,0.0002148921699362278,0.08118948495787581
LSTM,13,2023-01-03,2023-01-26,16,0.0239487615554756,0.024609807745042768,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.0006610461895671695,4.369820647412741e-07,0.0003673522607996471
LSTM,13,2023-01-03,2023-01-27,17,0.023921527185503427,0.030728723072257328,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.0068071958867539015,4.6337915840639234e-05,0.028893544874960764
LSTM,13,2023-01-03,2023-01-30,18,0.024456436278436133,0.035337787683976794,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.010881351405540661,0.00011840380841086171,0.06013548355089293
LSTM,13,2023-01-03,2023-01-31,19,0.023418794560538136,0.028761133592379903,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.005342339031841767,2.8540586331140027e-05,0.019737505401452582
LSTM,13,2023-01-03,2023-02-01,20,0.02567722187728112,0.029057380215448337,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.0033801583381672176,1.1425470391081367e-05,0.007341196408717554
LSTM,13,2023-01-03,2023-02-02,21,0.026364289010466203,0.030136188961925943,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.0037718999514597396,1.4227229243821986e-05,0.008554525413485337
LSTM,13,2023-01-03,2023-02-03,22,0.026513788826696517,0.02166955907393304,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,-0.004844229752763475,2.346656189755888e-05,0.02179352906483123
LSTM,13,2023-01-04,2023-01-05,1,0.03288953052128963,0.02782134020605636,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,57.39,8.03769097e-05,1.8,22.01,0.0001072747904,0.007510674075,0.07183043419,5.641022507e-05,66.88402376637684,0.0001067695116,-27.79184301869691,0.009249121189,85934098,298.786,4.59,10914.8,3.6827,-0.8001,3873.16,1854.56,3852.97,0.030492942254020664,0.17462228452869544,-0.00506819031523327,2.5686553071424316e-05,0.01481813866310766
LSTM,13,2023-01-04,2023-01-06,2,0.034062972144680376,0.021416265666662174,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,57.39,8.03769097e-05,1.8,22.01,0.0001072747904,0.007510674075,0.07183043419,5.641022507e-05,66.88402376637684,0.0001067695116,-27.79184301869691,0.009249121189,85934098,298.786,4.59,10914.8,3.6827,-0.8001,3873.16,1854.56,3852.97,0.030492942254020664,0.17462228452869544,-0.012646706478018202,0.00015993918474114757,0.12645852992934103
LSTM,13,2023-01-04,2023-01-09,3,0.03413736800581105,0.03163437383754701,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,57.39,8.03769097e-05,1.8,22.01,0.0001072747904,0.007510674075,0.07183043419,5.641022507e-05,66.88402376637684,0.0001067695116,-27.79184301869691,0.009249121189,85934098,298.786,4.59,10914.8,3.6827,-0.8001,3873.16,1854.56,3852.97,0.030492942254020664,0.17462228452869544,-0.002502994168264036,6.2649798063637735e-06,0.0029742970576431826
LSTM,13,2023-01-04,2023-01-10,4,0.03409010457908161,0.031606491435144164,/content/daily_h22_run/results/models/lstm/lstm_window_13.pt,57.39,8.03769097e-05,1.8,22.01,0.0001072747904,0.007510674075,0.07183043419,5.641022507e-05,66.88402376637684,0.0001067695116,-27.79184301869691,0.009249121189,85934098,298.786,4.59,10914.8,3.6827,-0.8001,3873.16,1854.56,3852.97,0.030492942254020664,0.17462228452869544,-0.002483613143937448,6.168334248738854e-06,0.002934581287961313
