model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_vix,x_volume_medio_22d,x_spy_volume,x_stress_index,x_ukx_close,x_baa_aaa_spread,x_baa,x_bollinger_width_20,x_obv,x_parkinson,x_indu_close,x_garman_klass,x_cpi,x_ndx_close,x_vix_term_spread,x_ret_spx_abs,x_atr_14,x_rv_diaria,x_industrial_production,x_aaa,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
LSTM,9,2019-01-02,2019-01-28,17,0.03775698934324957,0.042362642446363556,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,0.004605653103113984,2.121204050622347e-05,0.006376608693334784
LSTM,9,2019-01-02,2019-01-29,18,0.03173199339179452,0.03265110664942905,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,0.0009191132576345309,8.447691803595596e-07,0.00040379376140342593
LSTM,9,2019-01-02,2019-01-30,19,0.02442796552032812,0.04054199258945129,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,0.016114027069123172,0.0002596618683844343,0.10914458885058576
LSTM,9,2019-01-02,2019-01-31,20,0.022876234160632846,0.029821825975604198,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,0.006945591814971352,4.824124566019703e-05,0.0322390094887306
LSTM,9,2019-01-02,2019-02-01,21,0.022172688510557186,0.03603672529082463,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,0.01386403678026744,0.0001922115158446084,0.1009576190079935
LSTM,9,2019-01-02,2019-02-04,22,0.01924294356316878,0.03634761502254085,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,0.01710467145937207,0.00029256978573305746,0.16539836589660473
LSTM,9,2019-01-03,2019-01-04,1,0.07600941049377075,0.06936805171373632,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,25.45,159832571.5,144140692,0.5443,6692.66,1.13,5.04,0.1541951563,8538967528,0.0001431648724,22686.22,7.570261631e-05,252.594,6147.13,-1.34,0.02506827626,61.29903079787793,0.0006284184748,104.0681,3.91,2447.89,0.0277125222280325,0.16647078490844122,-0.006641358780034426,4.410764644514036e-05,0.004310143370054309
LSTM,9,2019-01-03,2019-01-07,2,0.0752740735000332,0.05926469517987171,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,25.45,159832571.5,144140692,0.5443,6692.66,1.13,5.04,0.1541951563,8538967528,0.0001431648724,22686.22,7.570261631e-05,252.594,6147.13,-1.34,0.02506827626,61.29903079787793,0.0006284184748,104.0681,3.91,2447.89,0.0277125222280325,0.16647078490844122,-0.0160093783201615,0.00025630019419805705,0.031011482582801397
LSTM,9,2019-01-03,2019-01-08,3,0.0749246462201516,0.05926715182295252,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,25.45,159832571.5,144140692,0.5443,6692.66,1.13,5.04,0.1541951563,8538967528,0.0001431648724,22686.22,7.570261631e-05,252.594,6147.13,-1.34,0.02506827626,61.29903079787793,0.0006284184748,104.0681,3.91,2447.89,0.0277125222280325,0.16647078490844122,-0.01565749439719908,0.0002451571307983206,0.02975736089974723
LSTM,9,2019-01-03,2019-01-09,4,0.06855355672102686,0.04994973908732904,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,25.45,159832571.5,144140692,0.5443,6692.66,1.13,5.04,0.1541951563,8538967528,0.0001431648724,22686.22,7.570261631e-05,252.594,6147.13,-1.34,0.02506827626,61.29903079787793,0.0006284184748,104.0681,3.91,2447.89,0.0277125222280325,0.16647078490844122,-0.018603817633697825,0.00034610203054788615,0.055852738842597116
LSTM,9,2019-01-03,2019-01-10,5,0.06616358290444857,0.0533557052346151,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,25.45,159832571.5,144140692,0.5443,6692.66,1.13,5.04,0.1541951563,8538967528,0.0001431648724,22686.22,7.570261631e-05,252.594,6147.13,-1.34,0.02506827626,61.29903079787793,0.0006284184748,104.0681,3.91,2447.89,0.0277125222280325,0.16647078490844122,-0.012807877669833469,0.00016404173040541882,0.024897720398453282
LSTM,9,2019-01-03,2019-01-11,6,0.0626109588021998,0.05885112067418449,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,25.45,159832571.5,144140692,0.5443,6692.66,1.13,5.04,0.1541951563,8538967528,0.0001431648724,22686.22,7.570261631e-05,252.594,6147.13,-1.34,0.02506827626,61.29903079787793,0.0006284184748,104.0681,3.91,2447.89,0.0277125222280325,0.16647078490844122,-0.003759838128015308,1.4136382748877656e-05,0.001957834647487111
LSTM,9,2019-01-03,2019-01-14,7,0.060393796583818625,0.044055730245545696,/content/daily_h22_run/results/models/lstm/lstm_window_09.pt,25.45,159832571.5,144140692,0.5443,6692.66,1.13,5.04,0.1541951563,8538967528,0.0001431648724,22686.22,7.570261631e-05,252.594,6147.13,-1.34,0.02506827626,61.29903079787793,0.0006284184748,104.0681,3.91,2447.89,0.0277125222280325,0.16647078490844122,-0.01633806633827293,0.00026693241167380697,0.05541900708418068
