model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_vix_term_spread,x_stress_index,x_vix,x_atr_14,x_volume_medio_22d,x_parkinson,x_spy_volume,x_bollinger_width_20,x_baa,x_garman_klass,x_true_range,x_macd,x_ret_spx_abs,x_baa_aaa_spread,x_rv_diaria,x_rogers_satchell,x_ukx_close,x_aaa,x_obv,x_indu_close,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
TSMixerX,8,2018-01-02,2018-01-24,15,0.0037846962149555704,0.0046139080563731664,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.000829211841417596,6.875922779471604e-07,0.01838954715306107
TSMixerX,8,2018-01-02,2018-01-25,16,0.003924650911496315,0.0051239350833039736,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.0011992841718076585,1.4382825247483813e-06,0.03259000557819691
TSMixerX,8,2018-01-02,2018-01-26,17,0.004011427021771957,0.004676451029347377,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.0006650240075754196,4.4225693065167176e-07,0.011185465075770784
TSMixerX,8,2018-01-02,2018-01-29,18,0.004200240522523556,0.005286308437795451,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.0010860679152718952,1.1795435165830405e-06,0.024529159171133852
TSMixerX,8,2018-01-02,2018-01-30,19,0.005235657502271365,0.005084487432040158,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,-0.00015117007023120622,2.285239013370782e-08,0.0004334149426867828
TSMixerX,8,2018-01-02,2018-01-31,20,0.005705320942657035,0.004704650729260976,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,-0.001000670213396059,1.0013408759781143e-06,0.019850385914639057
TSMixerX,8,2018-01-02,2018-02-01,21,0.0060798531722767715,0.005041491809856666,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,-0.0010383613624201059,1.0781943189669385e-06,0.018684601909729537
TSMixerX,8,2018-01-02,2018-02-02,22,0.006938724115158423,0.004965899909954105,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,-0.0019728242052043177,3.892035344640048e-06,0.0627508779195165
TSMixerX,8,2018-01-03,2018-01-04,1,0.0029554496736848,0.004657207517802934,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0017017578441181343,2.8959797600176002e-06,0.08936215758324839
TSMixerX,8,2018-01-03,2018-01-05,2,0.0024749407057178536,0.004405379001824581,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0019304382961067277,3.726592015075446e-06,0.13840957987743696
TSMixerX,8,2018-01-03,2018-01-08,3,0.0022526056407403813,0.004532514387169405,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0022799087464290234,5.197983892043561e-06,0.19617731308196418
TSMixerX,8,2018-01-03,2018-01-09,4,0.0022010545419846217,0.003959806958455012,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0017587524164703904,3.093210062440438e-06,0.1431076439147405
TSMixerX,8,2018-01-03,2018-01-10,5,0.0023657344305994723,0.004062891097925568,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0016971566673260954,2.880340753449419e-06,0.12308487102705223
TSMixerX,8,2018-01-03,2018-01-11,6,0.0023204185916613214,0.004454117743047302,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0021336991513859808,4.552672068625255e-06,0.17304172405671503
TSMixerX,8,2018-01-03,2018-01-12,7,0.0023794235267689617,0.003376824952505094,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0009974014257361323,9.948096040604694e-07,0.05471102640211756
TSMixerX,8,2018-01-03,2018-01-16,8,0.0031925863306503763,0.004212103739797006,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0010195174091466295,1.039415747553056e-06,0.03508616780456908
TSMixerX,8,2018-01-03,2018-01-17,9,0.0035412642056623675,0.004038998845380517,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0004977346397181492,2.477397715753558e-07,0.008280885347293987
TSMixerX,8,2018-01-03,2018-01-18,10,0.0035664879477238735,0.004158101653358334,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.000591613705634461,3.5000677669453864e-07,0.011197533283078043
TSMixerX,8,2018-01-03,2018-01-19,11,0.003428677050156328,0.004115439790183423,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0006867627400270952,4.7164306108952354e-07,0.015696525996439448
TSMixerX,8,2018-01-03,2018-01-22,12,0.003452419464674724,0.00426614448740388,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0008137250227291557,6.62148412615565e-07,0.020895063562132554
TSMixerX,8,2018-01-03,2018-01-23,13,0.003435021269232962,0.003862652845248445,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.00042763157601548307,1.828687648054859e-07,0.006621799758739
TSMixerX,8,2018-01-03,2018-01-24,14,0.0037846962149555704,0.004775056501967991,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0009903602870124208,9.808134980913246e-07,0.0250373417787475
TSMixerX,8,2018-01-03,2018-01-25,15,0.003924650911496315,0.004467054871890168,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.0005424039603938533,2.942020562509368e-07,0.008028749204307628
TSMixerX,8,2018-01-03,2018-01-26,16,0.004011427021771957,0.005163777402955329,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.001152350381183372,1.327911401013463e-06,0.0293609710476308
TSMixerX,8,2018-01-03,2018-01-29,17,0.004200240522523556,0.004771898693377192,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,0.000571658170853636,3.2679306430372487e-07,0.0078056884315858
TSMixerX,8,2018-01-03,2018-01-30,18,0.005235657502271365,0.005070715107687888,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,-0.00016494239458347652,2.7205993530931266e-08,0.0005178493745356949
TSMixerX,8,2018-01-03,2018-01-31,19,0.005705320942657035,0.005021386588436629,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,-0.0006839343542204054,4.677662008828829e-07,0.008511152146759127
TSMixerX,8,2018-01-03,2018-02-01,20,0.0060798531722767715,0.004397075061474703,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,-0.0016827781108020683,2.831742170194578e-06,0.05866299118454554
TSMixerX,8,2018-01-03,2018-02-02,21,0.006938724115158423,0.004575442955918354,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,-0.002363281159240069,5.585097837619085e-06,0.10009978087775395
TSMixerX,8,2018-01-03,2018-02-05,22,0.01445395522674424,0.0048537390816754305,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.17,-0.6094,9.15,14.70949934707354,82190659.14,1.357236074e-05,90070416,0.03328521918,4.21,6.605770968e-06,18.56,21.84543563340685,0.006378433382,0.71,4.068441241e-05,3.114543712e-06,7671.11,3.5,10150919664,24922.68,2713.06,0.03290467260866051,0.18139645147758682,-0.00960021614506881,9.216415003203983e-05,0.8866824143085248
TSMixerX,8,2018-01-04,2018-01-05,1,0.0024749407057178536,0.004013677435378328,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.02,-0.6094,9.22,14.81810653656829,81712633.45,5.076282203e-06,80636408,0.03444722584,4.21,5.89501197e-06,16.23,23.49692321449493,0.004020568037,0.74,1.616496734e-05,7.280286346e-06,7695.88,3.47,10231556072,25075.13,2723.99,0.03614401316971671,0.190115788849103,0.0015387367296604746,2.3677107232062125e-06,0.10011815724152973
TSMixerX,8,2018-01-04,2018-01-08,2,0.0022526056407403813,0.004380662611803004,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.02,-0.6094,9.22,14.81810653656829,81712633.45,5.076282203e-06,80636408,0.03444722584,4.21,5.89501197e-06,16.23,23.49692321449493,0.004020568037,0.74,1.616496734e-05,7.280286346e-06,7695.88,3.47,10231556072,25075.13,2723.99,0.03614401316971671,0.190115788849103,0.0021280569710626224,4.528626472088223e-06,0.1793281195422669
TSMixerX,8,2018-01-04,2018-01-09,3,0.0022010545419846217,0.004273076361405491,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.02,-0.6094,9.22,14.81810653656829,81712633.45,5.076282203e-06,80636408,0.03444722584,4.21,5.89501197e-06,16.23,23.49692321449493,0.004020568037,0.74,1.616496734e-05,7.280286346e-06,7695.88,3.47,10231556072,25075.13,2723.99,0.03614401316971671,0.190115788849103,0.0020720218194208695,4.293274420156171e-06,0.17849578475362238
TSMixerX,8,2018-01-04,2018-01-10,4,0.0023657344305994723,0.003960780875070622,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.02,-0.6094,9.22,14.81810653656829,81712633.45,5.076282203e-06,80636408,0.03444722584,4.21,5.89501197e-06,16.23,23.49692321449493,0.004020568037,0.74,1.616496734e-05,7.280286346e-06,7695.88,3.47,10231556072,25075.13,2723.99,0.03614401316971671,0.190115788849103,0.0015950464444711501,2.544173160020058e-06,0.11264258578143638
TSMixerX,8,2018-01-04,2018-01-11,5,0.0023204185916613214,0.00393628464294746,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.02,-0.6094,9.22,14.81810653656829,81712633.45,5.076282203e-06,80636408,0.03444722584,4.21,5.89501197e-06,16.23,23.49692321449493,0.004020568037,0.74,1.616496734e-05,7.280286346e-06,7695.88,3.47,10231556072,25075.13,2723.99,0.03614401316971671,0.190115788849103,0.0016158660512861386,2.611023095699058e-06,0.11798431040374657
TSMixerX,8,2018-01-04,2018-01-12,6,0.0023794235267689617,0.004411805091098587,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.02,-0.6094,9.22,14.81810653656829,81712633.45,5.076282203e-06,80636408,0.03444722584,4.21,5.89501197e-06,16.23,23.49692321449493,0.004020568037,0.74,1.616496734e-05,7.280286346e-06,7695.88,3.47,10231556072,25075.13,2723.99,0.03614401316971671,0.190115788849103,0.0020323815643296258,4.130574823026937e-06,0.15675674309334076
TSMixerX,8,2018-01-04,2018-01-16,7,0.0031925863306503763,0.003494089981422359,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.02,-0.6094,9.22,14.81810653656829,81712633.45,5.076282203e-06,80636408,0.03444722584,4.21,5.89501197e-06,16.23,23.49692321449493,0.004020568037,0.74,1.616496734e-05,7.280286346e-06,7695.88,3.47,10231556072,25075.13,2723.99,0.03614401316971671,0.190115788849103,0.0003015036507719826,9.090445142883363e-08,0.003952007396829771
TSMixerX,8,2018-01-04,2018-01-17,8,0.0035412642056623675,0.004222920307473144,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.02,-0.6094,9.22,14.81810653656829,81712633.45,5.076282203e-06,80636408,0.03444722584,4.21,5.89501197e-06,16.23,23.49692321449493,0.004020568037,0.74,1.616496734e-05,7.280286346e-06,7695.88,3.47,10231556072,25075.13,2723.99,0.03614401316971671,0.190115788849103,0.0006816561018107765,4.646550411358637e-07,0.014624943081510633
TSMixerX,8,2018-01-04,2018-01-18,9,0.0035664879477238735,0.004109551010967078,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_08.pt,3.02,-0.6094,9.22,14.81810653656829,81712633.45,5.076282203e-06,80636408,0.03444722584,4.21,5.89501197e-06,16.23,23.49692321449493,0.004020568037,0.74,1.616496734e-05,7.280286346e-06,7695.88,3.47,10231556072,25075.13,2723.99,0.03614401316971671,0.190115788849103,0.0005430630632432048,2.9491749065909306e-07,0.00958586776422532
