model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_vix,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
VIX,1,2011-01-03,2011-01-04,1,0.0050090604711606765,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.026002149528839325,0.0006761117801201192,0.9846245718317741
VIX,1,2011-01-03,2011-01-05,2,0.005125643703682044,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025885566296317955,0.000670062542481072,0.965376210772448
VIX,1,2011-01-03,2011-01-06,3,0.005211320176283778,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025799889823716223,0.0006656343149158959,0.951561870332416
VIX,1,2011-01-03,2011-01-07,4,0.005357848214659459,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025653361785340542,0.0006580949708895705,0.9285576470633372
VIX,1,2011-01-03,2011-01-10,5,0.005440319274201382,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025570890725798618,0.0006538704525107338,0.9159417348851533
VIX,1,2011-01-03,2011-01-11,6,0.0054478462245297855,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025563363775470214,0.0006534855675170228,0.9148018588129703
VIX,1,2011-01-03,2011-01-12,7,0.005497559797624746,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025513650202375254,0.0006509463466491628,0.9073209645461828
VIX,1,2011-01-03,2011-01-13,8,0.005427454889892706,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025583755110107295,0.0006545285255339412,0.9178943426715382
VIX,1,2011-01-03,2011-01-14,9,0.005383293310627093,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025627916689372907,0.0006567901138374384,0.9246402754783458
VIX,1,2011-01-03,2011-01-18,10,0.005194804498286773,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025816405501713227,0.000666486793028889,0.9542035243637474
VIX,1,2011-01-03,2011-01-19,11,0.005405677379051627,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025605532620948373,0.0006556433008024512,0.9212126398393445
VIX,1,2011-01-03,2011-01-20,12,0.005861984280011414,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.025149225719988587,0.0006324835543149354,0.8548885035787732
VIX,1,2011-01-03,2011-01-21,13,0.006046763170552869,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.02496444682944713,0.0006232236055002929,0.8298120031650136
VIX,1,2011-01-03,2011-01-24,14,0.006078241285063041,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.02493296871493696,0.0006216529289400253,0.8256347830882824
VIX,1,2011-01-03,2011-01-25,15,0.006538809164751029,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.024472400835248972,0.0005988984026410946,0.7674467687335271
VIX,1,2011-01-03,2011-01-26,16,0.00660431460544079,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.02440689539455921,0.0005956965428009556,0.7595909840719823
VIX,1,2011-01-03,2011-01-27,17,0.006561040560792479,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.024450169439207522,0.0005978107856059575,0.7647695028476409
VIX,1,2011-01-03,2011-01-28,18,0.0077549162443153125,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.02325629375568469,0.0005408551992506986,0.6360899163219658
VIX,1,2011-01-03,2011-01-31,19,0.007831908776474343,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.023179301223525656,0.0005372800052109379,0.6286933873351748
VIX,1,2011-01-03,2011-02-01,20,0.008243538689380414,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.02276767131061959,0.0005183668569084103,0.5907435250167121
VIX,1,2011-01-03,2011-02-02,21,0.008248449883260138,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.02276276011673986,0.0005181432481322429,0.5903063079310829
VIX,1,2011-01-03,2011-02-03,22,0.008235004762223651,0.03101121,,17.61,1271.87,0.011764620722793401,0.10846483634244511,0.022776205237776348,0.0005187555250333107,0.5915040989632252
VIX,1,2011-01-04,2011-01-05,1,0.005125643703682044,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.025080796296317952,0.0006290463428573963,0.9434861453362824
VIX,1,2011-01-04,2011-01-06,2,0.005211320176283778,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.024995119823716216,0.0006247560150019314,0.9297454112153549
VIX,1,2011-01-04,2011-01-07,3,0.005357848214659459,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.024848591785340535,0.0006174525137144931,0.9068670730256096
VIX,1,2011-01-04,2011-01-10,4,0.005440319274201382,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.02476612072579861,0.0006133607358048315,0.8943220133340095
VIX,1,2011-01-04,2011-01-11,5,0.0054478462245297855,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.024758593775470208,0.0006129879657387522,0.893188603810821
VIX,1,2011-01-04,2011-01-12,6,0.005497559797624746,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.024708880202375248,0.0006105287608553315,0.8857504194387567
VIX,1,2011-01-04,2011-01-13,7,0.005427454889892706,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.024778985110107288,0.0006139981030869187,0.8962635690783605
VIX,1,2011-01-04,2011-01-14,8,0.005383293310627093,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.0248231466893729,0.0006161886115621248,0.9029715618160115
VIX,1,2011-01-04,2011-01-18,9,0.005194804498286773,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.02501163550171322,0.0006255819104705611,0.9323728763074368
VIX,1,2011-01-04,2011-01-19,10,0.005405677379051627,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.024800762620948366,0.0006150778265806297,0.8995631567642799
VIX,1,2011-01-04,2011-01-20,11,0.005861984280011414,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.02434445571998858,0.0005926525243024847,0.8336310426113165
VIX,1,2011-01-04,2011-01-21,12,0.006046763170552869,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.024159676829447127,0.0005836899845033244,0.8087132893257707
VIX,1,2011-01-04,2011-01-24,13,0.006078241285063041,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.024128198714936953,0.0005821699732274853,0.8045631127076587
VIX,1,2011-01-04,2011-01-25,14,0.006538809164751029,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.023667630835248966,0.0005601567493536277,0.7467707811499684
VIX,1,2011-01-04,2011-01-26,15,0.00660431460544079,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.023602125394559203,0.0005570603231404964,0.7389712734828433
VIX,1,2011-01-04,2011-01-27,16,0.006561040560792479,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.023645399439207515,0.000559104914639675,0.7441126146875463
VIX,1,2011-01-04,2011-01-28,17,0.0077549162443153125,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.022451523755684683,0.0005040709189520736,0.6164587099139816
VIX,1,2011-01-04,2011-01-31,18,0.007831908776474343,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.022374531223525652,0.0005006196474725244,0.6091283267046566
VIX,1,2011-01-04,2011-02-01,19,0.008243538689380414,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.02196290131061958,0.0004823690339800152,0.5715321036269603
VIX,1,2011-01-04,2011-02-02,20,0.008248449883260138,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.021957990116739858,0.0004821533299668453,0.571099105843234
VIX,1,2011-01-04,2011-02-03,21,0.008235004762223651,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.021971435237776345,0.0004827439664078001,0.5722853459111574
VIX,1,2011-01-04,2011-02-04,22,0.00799710993730199,0.030206439999999994,,17.38,1270.2,0.011839861583112593,0.10881112802977733,0.022209330062698006,0.0004932543418338614,0.5937234366140549
VIX,1,2011-01-05,2011-01-06,1,0.005211320176283778,0.028968039999999997,,17.02,1276.56,0.011997380821187759,0.10953255598765035,0.02375671982371622,0.0005643817367825512,0.8952588936599881
VIX,1,2011-01-05,2011-01-07,2,0.005357848214659459,0.028968039999999997,,17.02,1276.56,0.011997380821187759,0.10953255598765035,0.023610191785340538,0.0005574411561405618,0.8725879336333002
VIX,1,2011-01-05,2011-01-10,3,0.005440319274201382,0.028968039999999997,,17.02,1276.56,0.011997380821187759,0.10953255598765035,0.023527720725798614,0.0005535536425511736,0.8601595935608446
VIX,1,2011-01-05,2011-01-11,4,0.0054478462245297855,0.028968039999999997,,17.02,1276.56,0.011997380821187759,0.10953255598765035,0.02352019377547021,0.0005531995152356676,0.8590368367779089
