model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_atr_14,x_vix_term_spread,x_stress_index,x_vix,x_parkinson,x_true_range,x_volume_medio_22d,x_spy_volume,x_bollinger_width_20,x_garman_klass,x_macd,x_ret_spx_abs,x_baa,x_baa_aaa_spread,x_rv_diaria,x_rogers_satchell,x_ukx_close,x_spx_low,x_roc_10,x_indu_close,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
TSMixerX,5,2015-01-02,2015-01-05,1,0.014301566440842331,0.005920858986701755,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_05.pt,20.08802242630293,1.67,-0.4814,17.79,5.892520251e-05,26.32,143536082.2,121465865,0.06756051007,8.164300848e-05,10.54387782524054,0.0003400451807,4.63,0.96,1.156307249e-07,8.180426369e-05,6547.8,2046.04,0.02250992354,17832.99,2058.2,0.02998287110122845,0.17315562682520153,-0.008380707454140577,7.023625743188744e-05,0.5335671266153184
TSMixerX,5,2015-01-02,2015-01-06,2,0.01561831176224052,0.008307387748970425,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_05.pt,20.08802242630293,1.67,-0.4814,17.79,5.892520251e-05,26.32,143536082.2,121465865,0.06756051007,8.164300848e-05,10.54387782524054,0.0003400451807,4.63,0.96,1.156307249e-07,8.180426369e-05,6547.8,2046.04,0.02250992354,17832.99,2058.2,0.02998287110122845,0.17315562682520153,-0.007310924013270095,5.344960992780931e-05,0.24875204613437196
TSMixerX,5,2015-01-02,2015-01-07,3,0.015779675122665492,0.008850764971915736,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_05.pt,20.08802242630293,1.67,-0.4814,17.79,5.892520251e-05,26.32,143536082.2,121465865,0.06756051007,8.164300848e-05,10.54387782524054,0.0003400451807,4.63,0.96,1.156307249e-07,8.180426369e-05,6547.8,2046.04,0.02250992354,17832.99,2058.2,0.02998287110122845,0.17315562682520153,-0.006928910150749756,4.800979587716301e-05,0.20464119768246514
TSMixerX,5,2015-01-02,2015-01-08,4,0.01633699883493415,0.008282753730115654,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_05.pt,20.08802242630293,1.67,-0.4814,17.79,5.892520251e-05,26.32,143536082.2,121465865,0.06756051007,8.164300848e-05,10.54387782524054,0.0003400451807,4.63,0.96,1.156307249e-07,8.180426369e-05,6547.8,2046.04,0.02250992354,17832.99,2058.2,0.02998287110122845,0.17315562682520153,-0.008054245104818497,6.487086420849273e-05,0.2931546016877622
TSMixerX,5,2015-01-02,2015-01-09,5,0.016494950340411714,0.007306645728477989,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_05.pt,20.08802242630293,1.67,-0.4814,17.79,5.892520251e-05,26.32,143536082.2,121465865,0.06756051007,8.164300848e-05,10.54387782524054,0.0003400451807,4.63,0.96,1.156307249e-07,8.180426369e-05,6547.8,2046.04,0.02250992354,17832.99,2058.2,0.02998287110122845,0.17315562682520153,-0.009188304611933724,8.442494164168253e-05,0.44325705870690335
TSMixerX,5,2015-01-02,2015-01-12,6,0.01566038390111897,0.007657230294626563,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_05.pt,20.08802242630293,1.67,-0.4814,17.79,5.892520251e-05,26.32,143536082.2,121465865,0.06756051007,8.164300848e-05,10.54387782524054,0.0003400451807,4.63,0.96,1.156307249e-07,8.180426369e-05,6547.8,2046.04,0.02250992354,17832.99,2058.2,0.02998287110122845,0.17315562682520153,-0.008003153606492407,6.405046764911243e-05,0.3296921690641432
TSMixerX,5,2015-01-02,2015-01-13,7,0.018011539520546446,0.008517463711104368,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_05.pt,20.08802242630293,1.67,-0.4814,17.79,5.892520251e-05,26.32,143536082.2,121465865,0.06756051007,8.164300848e-05,10.54387782524054,0.0003400451807,4.63,0.96,1.156307249e-07,8.180426369e-05,6547.8,2046.04,0.02250992354,17832.99,2058.2,0.02998287110122845,0.17315562682520153,-0.009494075809442079,9.013747547543326e-05,0.3657659389306298
TSMixerX,5,2015-01-02,2015-01-14,8,0.01844084872488741,0.007787770514782565,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_05.pt,20.08802242630293,1.67,-0.4814,17.79,5.892520251e-05,26.32,143536082.2,121465865,0.06756051007,8.164300848e-05,10.54387782524054,0.0003400451807,4.63,0.96,1.156307249e-07,8.180426369e-05,6547.8,2046.04,0.02250992354,17832.99,2058.2,0.02998287110122845,0.17315562682520153,-0.010653078210104845,0.00011348807535061065,0.5059103793074864
TSMixerX,5,2015-01-02,2015-01-15,9,0.018686604919314988,0.007462216617681507,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_05.pt,20.08802242630293,1.67,-0.4814,17.79,5.892520251e-05,26.32,143536082.2,121465865,0.06756051007,8.164300848e-05,10.54387782524054,0.0003400451807,4.63,0.96,1.156307249e-07,8.180426369e-05,6547.8,2046.04,0.02250992354,17832.99,2058.2,0.02998287110122845,0.17315562682520153,-0.01122438830163348,0.00012598689274584654,0.5862083055150356
TSMixerX,5,2015-01-02,2015-01-16,10,0.01790359558528494,0.010300250549760488,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_05.pt,20.08802242630293,1.67,-0.4814,17.79,5.892520251e-05,26.32,143536082.2,121465865,0.06756051007,8.164300848e-05,10.54387782524054,0.0003400451807,4.63,0.96,1.156307249e-07,8.180426369e-05,6547.8,2046.04,0.02250992354,17832.99,2058.2,0.02998287110122845,0.17315562682520153,-0.007603345035524452,5.7810855729234336e-05,0.1853375390297174
