model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_atr_14,x_stress_index,x_vix,x_vix_term_spread,x_true_range,x_parkinson,x_spy_volume,x_bollinger_width_20,x_volume_medio_22d,x_baa,x_garman_klass,x_macd,x_baa_aaa_spread,x_ret_spx_abs,x_rv_diaria,x_rogers_satchell,x_roc_10,x_cpi,x_rsi_14,x_epu,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
TSMixerX,3,2013-01-02,2013-01-03,1,0.010033155082705013,0.015559226318611076,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.0055260712359060625,3.053746330430836e-05,0.08359505204916085
TSMixerX,3,2013-01-02,2013-01-04,2,0.00949672743357348,0.01907089676146748,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.009574169327894,9.166471831918626e-05,0.19518581619349096
TSMixerX,3,2013-01-02,2013-01-07,3,0.009546980287062811,0.013367429955026574,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.0038204496679637625,1.4595835665444422e-05,0.05079338699216707
TSMixerX,3,2013-01-02,2013-01-08,4,0.009097352629924076,0.016571948317949364,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.007474595688025288,5.5869580699446235e-05,0.14868891248893612
TSMixerX,3,2013-01-02,2013-01-09,5,0.009084886884958423,0.015522714694124433,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.00643782780916601,4.144562690047123e-05,0.1209562153304895
TSMixerX,3,2013-01-02,2013-01-10,6,0.008972124730503184,0.01685128298745819,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.007879158256955007,6.208113483814226e-05,0.16273404714493056
TSMixerX,3,2013-01-02,2013-01-11,7,0.008980075522421426,0.01768882535159758,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.008708749829176153,7.584232358717567e-05,0.18559422136805637
TSMixerX,3,2013-01-02,2013-01-14,8,0.008604932715275406,0.017180415418978898,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.008575482703703492,7.353890360151775e-05,0.1922915671656793
TSMixerX,3,2013-01-02,2013-01-15,9,0.00835622634395283,0.015716123284608783,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.007359896940655954,5.416808297707686e-05,0.16337789876562536
TSMixerX,3,2013-01-02,2013-01-16,10,0.007997585185166026,0.018475319413980364,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.010477734228814338,0.00010978291456966758,0.2701755115414519
