model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_atr_14,x_true_range,x_vix,x_parkinson,x_garman_klass,x_vix_term_spread,x_macd,x_rsi_14,x_bollinger_width_20,x_rogers_satchell,x_adx_14,x_roc_10,x_rv_diaria,x_ret_spx_abs,x_ust_3m,x_spy_volume,x_industrial_production,x_baa_aaa_spread,x_ust_10y,x_baa,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
TSMixerX,12,2022-01-03,2022-01-04,1,0.01614599481483699,0.018009796472523598,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_12.pt,53.6914883885808,38.47,16.6,2.33872681e-05,2.67027928e-05,4.93,41.7943579951052,60.7409099339223,0.05882551889,3.372028533e-05,18.65838418075547,0.03807264794,4.037139503e-05,0.006353848836,0.0532,72668233,100.8654,0.66,1.628,3.45,4796.56,0.03997958902093794,0.19994896604118248,0.0018638016576866083,3.473756619195349e-06,0.005755625253642371
TSMixerX,12,2022-01-03,2022-01-05,2,0.014410253297274972,0.01679993217696599,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_12.pt,53.6914883885808,38.47,16.6,2.33872681e-05,2.67027928e-05,4.93,41.7943579951052,60.7409099339223,0.05882551889,3.372028533e-05,18.65838418075547,0.03807264794,4.037139503e-05,0.006353848836,0.0532,72668233,100.8654,0.66,1.628,3.45,4796.56,0.03997958902093794,0.19994896604118248,0.002389678879691019,5.7105651480413236e-06,0.011191496870683881
TSMixerX,12,2022-01-03,2022-01-06,3,0.014134666904040284,0.01478603909574984,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_12.pt,53.6914883885808,38.47,16.6,2.33872681e-05,2.67027928e-05,4.93,41.7943579951052,60.7409099339223,0.05882551889,3.372028533e-05,18.65838418075547,0.03807264794,4.037139503e-05,0.006353848836,0.0532,72668233,100.8654,0.66,1.628,3.45,4796.56,0.03997958902093794,0.19994896604118248,0.0006513721917095552,4.242857321325096e-07,0.0009998155603783143
TSMixerX,12,2022-01-03,2022-01-07,4,0.013244425215464775,0.01401936845327285,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_12.pt,53.6914883885808,38.47,16.6,2.33872681e-05,2.67027928e-05,4.93,41.7943579951052,60.7409099339223,0.05882551889,3.372028533e-05,18.65838418075547,0.03807264794,4.037139503e-05,0.006353848836,0.0532,72668233,100.8654,0.66,1.628,3.45,4796.56,0.03997958902093794,0.19994896604118248,0.0007749432378080755,6.005370218244634e-07,0.001586493645305831
TSMixerX,12,2022-01-03,2022-01-10,5,0.016264424966203263,0.015449315229047094,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_12.pt,53.6914883885808,38.47,16.6,2.33872681e-05,2.67027928e-05,4.93,41.7943579951052,60.7409099339223,0.05882551889,3.372028533e-05,18.65838418075547,0.03807264794,4.037139503e-05,0.006353848836,0.0532,72668233,100.8654,0.66,1.628,3.45,4796.56,0.03997958902093794,0.19994896604118248,-0.0008151097371561691,6.64403883606799e-07,0.0013447255936878122
TSMixerX,12,2022-01-03,2022-01-11,6,0.017306551830875885,0.014721314894510113,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_12.pt,53.6914883885808,38.47,16.6,2.33872681e-05,2.67027928e-05,4.93,41.7943579951052,60.7409099339223,0.05882551889,3.372028533e-05,18.65838418075547,0.03807264794,4.037139503e-05,0.006353848836,0.0532,72668233,100.8654,0.66,1.628,3.45,4796.56,0.03997958902093794,0.19994896604118248,-0.0025852369363657726,6.683450017149886e-06,0.013823110402253702
TSMixerX,12,2022-01-03,2022-01-12,7,0.01721846540937992,0.01481144048404381,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_12.pt,53.6914883885808,38.47,16.6,2.33872681e-05,2.67027928e-05,4.93,41.7943579951052,60.7409099339223,0.05882551889,3.372028533e-05,18.65838418075547,0.03807264794,4.037139503e-05,0.006353848836,0.0532,72668233,100.8654,0.66,1.628,3.45,4796.56,0.03997958902093794,0.19994896604118248,-0.0024070249253361105,5.793768991189309e-06,0.011928706767179165
TSMixerX,12,2022-01-03,2022-01-13,8,0.018245155734536056,0.012702487962276774,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_12.pt,53.6914883885808,38.47,16.6,2.33872681e-05,2.67027928e-05,4.93,41.7943579951052,60.7409099339223,0.05882551889,3.372028533e-05,18.65838418075547,0.03807264794,4.037139503e-05,0.006353848836,0.0532,72668233,100.8654,0.66,1.628,3.45,4796.56,0.03997958902093794,0.19994896604118248,-0.005542667772259282,3.072116603364167e-05,0.07424332337393658
TSMixerX,12,2022-01-03,2022-01-14,9,0.018024361159810553,0.012647512886552461,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_12.pt,53.6914883885808,38.47,16.6,2.33872681e-05,2.67027928e-05,4.93,41.7943579951052,60.7409099339223,0.05882551889,3.372028533e-05,18.65838418075547,0.03807264794,4.037139503e-05,0.006353848836,0.0532,72668233,100.8654,0.66,1.628,3.45,4796.56,0.03997958902093794,0.19994896604118248,-0.0053768482732580915,2.891049735363852e-05,0.07086722464672301
TSMixerX,12,2022-01-03,2022-01-18,10,0.01732502916071636,0.012245572240802305,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_12.pt,53.6914883885808,38.47,16.6,2.33872681e-05,2.67027928e-05,4.93,41.7943579951052,60.7409099339223,0.05882551889,3.372028533e-05,18.65838418075547,0.03807264794,4.037139503e-05,0.006353848836,0.0532,72668233,100.8654,0.66,1.628,3.45,4796.56,0.03997958902093794,0.19994896604118248,-0.005079456919914054,2.580088260126277e-05,0.0678116673295388
