model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_atr_14,x_stress_index,x_vix_term_spread,x_vix,x_true_range,x_parkinson,x_spy_volume,x_volume_medio_22d,x_bollinger_width_20,x_garman_klass,x_macd,x_baa,x_baa_aaa_spread,x_ret_spx_abs,x_rv_diaria,x_rogers_satchell,x_roc_10,x_cpi,x_spx_low,x_rsi_14,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
TSMixerX,4,2014-01-02,2014-01-03,1,0.006051715024226119,0.005488514083689454,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_04.pt,12.42962915239632,-0.5668,1.03,14.23,20.62,3.51005755e-05,119636836,106089625.4,0.05419218874,2.66519744e-05,15.8680339794696,5.34,0.79,0.00890141028,7.923510498e-05,2.285851599e-05,0.02862436833,234.1,1827.74,60.88478578898517,1831.98,0.020923955554706993,0.14465115123878894,-0.0005632009405366657,3.1719529942138486e-07,0.004930318992245386
TSMixerX,4,2014-01-02,2014-01-06,2,0.0059985534073862465,0.005661668607222618,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_04.pt,12.42962915239632,-0.5668,1.03,14.23,20.62,3.51005755e-05,119636836,106089625.4,0.05419218874,2.66519744e-05,15.8680339794696,5.34,0.79,0.00890141028,7.923510498e-05,2.285851599e-05,0.02862436833,234.1,1827.74,60.88478578898517,1831.98,0.020923955554706993,0.14465115123878894,-0.0003368848001636289,1.1349136858128818e-07,0.0017030552018080236
TSMixerX,4,2014-01-02,2014-01-07,3,0.0053442270484452895,0.005910562166661493,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_04.pt,12.42962915239632,-0.5668,1.03,14.23,20.62,3.51005755e-05,119636836,106089625.4,0.05419218874,2.66519744e-05,15.8680339794696,5.34,0.79,0.00890141028,7.923510498e-05,2.285851599e-05,0.02862436833,234.1,1827.74,60.88478578898517,1831.98,0.020923955554706993,0.14465115123878894,0.0005663351182162036,3.207354661249613e-07,0.004906555346935626
TSMixerX,4,2014-01-02,2014-01-08,4,0.005385242030708767,0.006771901705141489,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_04.pt,12.42962915239632,-0.5668,1.03,14.23,20.62,3.51005755e-05,119636836,106089625.4,0.05419218874,2.66519744e-05,15.8680339794696,5.34,0.79,0.00890141028,7.923510498e-05,2.285851599e-05,0.02862436833,234.1,1827.74,60.88478578898517,1831.98,0.020923955554706993,0.14465115123878894,0.0013866596744327216,1.9228250526978614e-06,0.02435303721490545
TSMixerX,4,2014-01-02,2014-01-09,5,0.005445906857398428,0.007931896785138538,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_04.pt,12.42962915239632,-0.5668,1.03,14.23,20.62,3.51005755e-05,119636836,106089625.4,0.05419218874,2.66519744e-05,15.8680339794696,5.34,0.79,0.00890141028,7.923510498e-05,2.285851599e-05,0.02862436833,234.1,1827.74,60.88478578898517,1831.98,0.020923955554706993,0.14465115123878894,0.0024859899277401105,6.1801459208252795e-06,0.0626110792802308
TSMixerX,4,2014-01-02,2014-01-10,6,0.005628588511780617,0.0073962045082769795,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_04.pt,12.42962915239632,-0.5668,1.03,14.23,20.62,3.51005755e-05,119636836,106089625.4,0.05419218874,2.66519744e-05,15.8680339794696,5.34,0.79,0.00890141028,7.923510498e-05,2.285851599e-05,0.02862436833,234.1,1827.74,60.88478578898517,1831.98,0.020923955554706993,0.14465115123878894,0.0017676159964963621,3.1244663110698275e-06,0.03411865666426772
TSMixerX,4,2014-01-02,2014-01-13,7,0.006274064488369086,0.0066013649819299065,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_04.pt,12.42962915239632,-0.5668,1.03,14.23,20.62,3.51005755e-05,119636836,106089625.4,0.05419218874,2.66519744e-05,15.8680339794696,5.34,0.79,0.00890141028,7.923510498e-05,2.285851599e-05,0.02862436833,234.1,1827.74,60.88478578898517,1831.98,0.020923955554706993,0.14465115123878894,0.00032730049356082067,1.0712561308515682e-07,0.0012713248961078172
TSMixerX,4,2014-01-02,2014-01-14,8,0.0060364649450577465,0.006809768909995231,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_04.pt,12.42962915239632,-0.5668,1.03,14.23,20.62,3.51005755e-05,119636836,106089625.4,0.05419218874,2.66519744e-05,15.8680339794696,5.34,0.79,0.00890141028,7.923510498e-05,2.285851599e-05,0.02862436833,234.1,1827.74,60.88478578898517,1831.98,0.020923955554706993,0.14465115123878894,0.0007733039649374844,5.979990221880342e-07,0.00698158571154428
TSMixerX,4,2014-01-02,2014-01-15,9,0.00596022488940055,0.007131775330462756,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_04.pt,12.42962915239632,-0.5668,1.03,14.23,20.62,3.51005755e-05,119636836,106089625.4,0.05419218874,2.66519744e-05,15.8680339794696,5.34,0.79,0.00890141028,7.923510498e-05,2.285851599e-05,0.02862436833,234.1,1827.74,60.88478578898517,1831.98,0.020923955554706993,0.14465115123878894,0.0011715504410622062,1.3725304359530499e-06,0.015180062365012903
TSMixerX,4,2014-01-02,2014-01-16,10,0.005976521741030056,0.007144690611002214,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_04.pt,12.42962915239632,-0.5668,1.03,14.23,20.62,3.51005755e-05,119636836,106089625.4,0.05419218874,2.66519744e-05,15.8680339794696,5.34,0.79,0.00890141028,7.923510498e-05,2.285851599e-05,0.02862436833,234.1,1827.74,60.88478578898517,1831.98,0.020923955554706993,0.14465115123878894,0.0011681688699721575,1.3646185087720274e-06,0.015029085612134452
