model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_true_range,x_parkinson,x_vix_term_spread,x_vix,x_garman_klass,x_ret_spx_abs,x_bollinger_width_20,x_rv_diaria,x_atr_14,x_rogers_satchell,x_macd,x_roc_10,x_spy_volume,x_cpi,x_aaa,x_ndx_close,x_ust_10y,x_yield_slope,x_spx_high,x_gold_close,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
TSMixerX,13,2023-01-03,2023-01-19,11,0.02551939977546569,0.027698168418062843,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.0021787686425971536,4.747032797964643e-06,0.00326624157365929
TSMixerX,13,2023-01-03,2023-01-20,12,0.025314552806924136,0.02759001412832262,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.0022754613213984837,5.177724225180534e-06,0.0036003697127380274
TSMixerX,13,2023-01-03,2023-01-23,13,0.025515110041144436,0.028312735901263417,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.002797625860118981,7.826710453206469e-06,0.005229338846197917
TSMixerX,13,2023-01-03,2023-01-24,14,0.025461298047346537,0.02890796695222673,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.003446668904880195,1.1879526539868043e-05,0.007728623005659685
TSMixerX,13,2023-01-03,2023-01-25,15,0.027134218295468103,0.029376647940053204,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.0022424296445851012,5.0284907109140635e-06,0.0030707237330238613
TSMixerX,13,2023-01-03,2023-01-26,16,0.0239487615554756,0.0231288168257368,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,-0.0008199447297388002,6.72309359826434e-07,0.0006139268685798616
TSMixerX,13,2023-01-03,2023-01-27,17,0.023921527185503427,0.027749371095190056,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.003827843909686629,1.4652388996925018e-05,0.010490956792297279
TSMixerX,13,2023-01-03,2023-01-30,18,0.024456436278436133,0.028000887546908434,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.0035444512684723005,1.25631347945749e-05,0.008759251181606365
TSMixerX,13,2023-01-03,2023-01-31,19,0.023418794560538136,0.024632080568356248,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.0012132860078181117,1.472062936767211e-06,0.0012544603473672034
TSMixerX,13,2023-01-03,2023-02-01,20,0.02567722187728112,0.027721007352957953,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_13.pt,84.13,0.0001734620615,1.68,22.9,0.0002181939541,0.004008544391,0.07584685939,1.606842813e-05,67.61433328686738,0.0002125016664,-29.98590045493893,-0.007325379767,74850731,298.786,4.69,10862.64,3.7389,-0.6164,3878.46,1839.48,3824.14,0.030704528421620334,0.17522707673650306,0.002043785475676834,4.177059070587583e-06,0.0028592678295307206
