model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_atr_14,x_vix,x_stress_index,x_true_range,x_parkinson,x_bollinger_width_20,x_macd,x_garman_klass,x_spy_volume,x_baa_aaa_spread,x_vix_term_spread,x_volume_medio_22d,x_ret_spx_abs,x_rogers_satchell,x_rv_diaria,x_baa,x_roc_10,x_rsi_14,x_ust_3m,x_spx_low,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
LSTM,1,2011-01-03,2011-01-19,11,0.005405677379051627,0.007087726476711133,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,0.001682049097659506,2.8292891669371586e-06,0.03359628719067209
LSTM,1,2011-01-03,2011-01-20,12,0.005861984280011414,0.007774175305635089,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,0.0019121910256236748,3.6564745184757214e-06,0.036352164160937006
LSTM,1,2011-01-03,2011-01-21,13,0.006046763170552869,0.007254569332330917,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,0.001207806161778048,1.4587957244290203e-06,0.01561938414920161
LSTM,1,2011-01-03,2011-01-24,14,0.006078241285063041,0.008546855675480386,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,0.002468614390417345,6.094057008575601e-06,0.05201501650938445
LSTM,1,2011-01-03,2011-01-25,15,0.006538809164751029,0.00900793993092315,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,0.0024691307661721213,6.096606740457727e-06,0.04624529640168973
LSTM,1,2011-01-03,2011-01-26,16,0.00660431460544079,0.007350994748653363,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,0.0007466801432125724,5.575312362679477e-07,0.005537092554870338
LSTM,1,2011-01-03,2011-01-27,17,0.006561040560792479,0.009565481740799561,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,0.003004441180007082,9.026666804122348e-06,0.06291976572688807
LSTM,1,2011-01-03,2011-01-28,18,0.0077549162443153125,0.008379987388084313,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,0.0006250711437690007,3.907139347726867e-07,0.002928472266488402
LSTM,1,2011-01-03,2011-01-31,19,0.007831908776474343,0.00840809592075134,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,0.0005761871442769972,3.3199162523008116e-07,0.002461123473745719
LSTM,1,2011-01-03,2011-02-01,20,0.008243538689380414,0.00867914679607862,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,0.00043560810669820635,1.8975442262119593e-07,0.0013033249171074957
LSTM,1,2011-01-03,2011-02-02,21,0.008248449883260138,0.00834752182896527,/content/daily_h22_run/results/models/lstm/lstm_window_01.pt,9.383827623443905,17.61,-0.2444,18.55,7.73279772e-05,0.0434612536,14.92226571820356,5.815923911e-05,138725191,1.11,3.01,117577725.0,0.01125130963,4.942010607e-05,0.0001265919685,6.04,0.02247751043,75.53149068579087,0.1197,1257.62,1271.87,0.011764620722793401,0.10846483634244511,9.907194570513145e-05,9.815250425800514e-09,7.099203695970502e-05
