model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_atr_14,x_vix_term_spread,x_stress_index,x_vix,x_volume_medio_22d,x_parkinson,x_spy_volume,x_bollinger_width_20,x_true_range,x_garman_klass,x_macd,x_baa,x_ret_spx_abs,x_baa_aaa_spread,x_rv_diaria,x_rogers_satchell,x_ukx_close,x_indu_close,x_obv,x_aaa,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
TSMixerX,7,2017-01-03,2017-01-04,1,0.0044053161065255525,0.003149226732852469,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,-0.0012560893736730835,1.5777605146544393e-06,0.06320136666490961
TSMixerX,7,2017-01-03,2017-01-05,2,0.0044839398912764955,0.0038034248585511027,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,-0.0006805150327253927,4.631007097652423e-07,0.014321484532640483
TSMixerX,7,2017-01-03,2017-01-06,3,0.004558503540959119,0.0033908689698630592,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,-0.0011676345710960596,1.3633704916186792e-06,0.048438532211990015
TSMixerX,7,2017-01-03,2017-01-09,4,0.004534341087311157,0.0044072948526963415,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,-0.00012704623461481587,1.614074572980284e-08,0.0004076635304819387
TSMixerX,7,2017-01-03,2017-01-10,5,0.004294760918839906,0.0035851853723682958,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,-0.0007095755464716102,5.034974561504842e-07,0.01733308038380499
TSMixerX,7,2017-01-03,2017-01-11,6,0.004344176247913047,0.004121447352922765,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,-0.0002227288949902817,4.960816066359193e-08,0.0014096730833914606
TSMixerX,7,2017-01-03,2017-01-12,7,0.004880301870725266,0.00469022513662772,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,-0.0001900767340975466,3.612916484518943e-08,0.0007996510395327228
TSMixerX,7,2017-01-03,2017-01-13,8,0.004800904237915182,0.004316357836819593,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,-0.00048454640109558966,2.3478521481468804e-07,0.0058658331334986435
TSMixerX,7,2017-01-03,2017-01-17,9,0.004731554629959902,0.004307897894996105,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,-0.00042365673496379697,1.7948502908018492e-07,0.004540426210910553
TSMixerX,7,2017-01-03,2017-01-18,10,0.004188862940427476,0.004120837460937548,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,-6.8025479489928e-05,4.627465859834615e-09,0.00013477065795797216
TSMixerX,7,2017-01-03,2017-01-19,11,0.004015858168195608,0.0046956213074857145,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0006797631392901063,4.620779255375404e-07,0.011614048828777479
TSMixerX,7,2017-01-03,2017-01-20,12,0.0040455773678914715,0.004353577055922874,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.00030799968803140246,9.486380782744124e-08,0.002627191946542151
TSMixerX,7,2017-01-03,2017-01-23,13,0.004220139984622369,0.005122259147233964,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.000902119162611595,8.138189835510454e-07,0.017609843276042314
TSMixerX,7,2017-01-03,2017-01-24,14,0.004400527368880792,0.006147717645846703,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0017471902769659112,3.0526738639242173e-06,0.05015505686317834
TSMixerX,7,2017-01-03,2017-01-25,15,0.004575317987844913,0.005443962493876561,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.000868644506031648,7.545432778589657e-07,0.014269918792946923
TSMixerX,7,2017-01-03,2017-01-26,16,0.004525442273581515,0.006505084377295977,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0019796421037144617,3.918982858799019e-06,0.05854649148861135
TSMixerX,7,2017-01-03,2017-01-27,17,0.004550680380469862,0.007008430434712105,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0024577500542422434,6.04053532912775e-06,0.08115221214524215
TSMixerX,7,2017-01-03,2017-01-30,18,0.005138921358897316,0.007004428491213843,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0018655071323165273,3.4801168607238334e-06,0.043366859667036906
TSMixerX,7,2017-01-03,2017-01-31,19,0.005213700725773525,0.006582686676104681,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0013689859503311554,1.8741225322040968e-06,0.025185394898930902
TSMixerX,7,2017-01-03,2017-02-01,20,0.005455961076067528,0.006791898216024466,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0013359371399569381,1.7847280419163236e-06,0.022325981672719486
TSMixerX,7,2017-01-03,2017-02-02,21,0.005309431359903207,0.007336339084453144,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.002026907724549937,4.108354923840204e-06,0.04707194863080977
TSMixerX,7,2017-01-03,2017-02-03,22,0.004804837297162305,0.007466538935974019,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.25714686809727,2.71,-0.0939,12.85,86953664.95,2.494707844e-05,91366522,0.03135530767,25.05,3.160623163e-05,15.07642308523464,4.72,0.008450767047,0.78,7.141546368e-05,3.074746483e-05,7177.89,19881.76,8426881125,3.94,2257.83,0.003615418164406042,0.06012834742786502,0.0026617016388117134,7.084655614052961e-06,0.08432438620918292
TSMixerX,7,2017-01-04,2017-01-05,1,0.0044839398912764955,0.00309854910968403,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.23806494894748,2.99,-0.0939,11.85,87114513.36,8.83320963e-06,78744433,0.02484026437,14.99,5.947831949e-06,15.36847020843652,4.71,0.005705998372,0.78,3.255841743e-05,4.509258604e-06,7189.74,19942.16,8505625558,3.93,2270.75,0.003293843874689868,0.05739201925956141,-0.0013853907815924655,1.9193076177213824e-06,0.07754138523850185
TSMixerX,7,2017-01-04,2017-01-06,2,0.004558503540959119,0.004060134206982884,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.23806494894748,2.99,-0.0939,11.85,87114513.36,8.83320963e-06,78744433,0.02484026437,14.99,5.947831949e-06,15.36847020843652,4.71,0.005705998372,0.78,3.255841743e-05,4.509258604e-06,7189.74,19942.16,8505625558,3.93,2270.75,0.003293843874689868,0.05739201925956141,-0.0004983693339762349,2.48371993047916e-07,0.006968640118330649
TSMixerX,7,2017-01-04,2017-01-09,3,0.004534341087311157,0.0034264060668893637,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_07.pt,15.23806494894748,2.99,-0.0939,11.85,87114513.36,8.83320963e-06,78744433,0.02484026437,14.99,5.947831949e-06,15.36847020843652,4.71,0.005705998372,0.78,3.255841743e-05,4.509258604e-06,7189.74,19942.16,8505625558,3.93,2270.75,0.003293843874689868,0.05739201925956141,-0.0011079350204217936,1.2275200094770402e-06,0.04318407157960058
