model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_vix_term_spread,x_stress_index,x_vix,x_atr_14,x_volume_medio_22d,x_parkinson,x_spy_volume,x_bollinger_width_20,x_baa,x_garman_klass,x_true_range,x_macd,x_ret_spx_abs,x_baa_aaa_spread,x_rv_diaria,x_rogers_satchell,x_ukx_close,x_aaa,x_obv,x_indu_close,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
LSTM,8,2018-01-02,2018-01-03,1,0.0050726461759994955,0.004281163059234102,/content/daily_h22_run/results/models/lstm/lstm_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,-0.0007914831167653933,6.264455241246612e-07,0.015237829051283569
LSTM,8,2018-01-02,2018-01-04,2,0.0029554496736848,0.004455114001938943,/content/daily_h22_run/results/models/lstm/lstm_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.0014996643282541434,2.2489930974379514e-06,0.07378546153135379
LSTM,8,2018-01-02,2018-01-05,3,0.0024749407057178536,0.005076826006243329,/content/daily_h22_run/results/models/lstm/lstm_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.0026018853005254756,6.769807117090544e-06,0.20596746772129926
LSTM,8,2018-01-02,2018-01-08,4,0.0022526056407403813,0.00424468152313934,/content/daily_h22_run/results/models/lstm/lstm_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.001992075882398959,3.9683663212355905e-06,0.16426814839159887
LSTM,8,2018-01-02,2018-01-09,5,0.0022010545419846217,0.004997736465056179,/content/daily_h22_run/results/models/lstm/lstm_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.0027966819230715576,7.821429778835227e-06,0.26045880536895494
LSTM,8,2018-01-02,2018-01-10,6,0.0023657344305994723,0.0038432451968498866,/content/daily_h22_run/results/models/lstm/lstm_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.0014775107662504143,2.1830380643858863e-06,0.10078506363780182
LSTM,8,2018-01-02,2018-01-11,7,0.0023204185916613214,0.005506246284879596,/content/daily_h22_run/results/models/lstm/lstm_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.0031858276932182745,1.0149498090876472e-05,0.2855512317295297
LSTM,8,2018-01-02,2018-01-12,8,0.0023794235267689617,0.004672879516038396,/content/daily_h22_run/results/models/lstm/lstm_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.002293455989269434,5.259940374715838e-06,0.18411579900003083
LSTM,8,2018-01-02,2018-01-16,9,0.0031925863306503763,0.004714157370540176,/content/daily_h22_run/results/models/lstm/lstm_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.0015215710398897996,2.315178429431326e-06,0.0669725569052757
LSTM,8,2018-01-02,2018-01-17,10,0.0035412642056623675,0.004227525942564821,/content/daily_h22_run/results/models/lstm/lstm_window_08.pt,2.84,-0.6094,9.77,14.41330698915612,85997681.59,9.130403962e-06,86655749,0.03133934674,4.24,4.865885702e-06,22.28,20.53265787524151,0.008269096662,0.72,6.83779596e-05,2.6880985e-06,7648.1,3.52,10060849248,24824.01,2695.81,0.013316076662072912,0.11539530606603074,0.0006862617369024532,4.709551715363719e-07,0.01480139234281097
