model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_vix,x_volume_medio_22d,x_spy_volume,x_stress_index,x_ukx_close,x_baa_aaa_spread,x_baa,x_bollinger_width_20,x_obv,x_parkinson,x_indu_close,x_garman_klass,x_cpi,x_ndx_close,x_vix_term_spread,x_ret_spx_abs,x_atr_14,x_rv_diaria,x_industrial_production,x_aaa,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
TSMixerX,9,2019-01-02,2019-01-03,1,0.07308621149830524,0.04448816637548876,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,-0.02859804512281648,0.0008178481848466476,0.1464071476094908
TSMixerX,9,2019-01-02,2019-01-04,2,0.07600941049377075,0.057763080594697674,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,-0.01824632989907307,0.0003329285547858079,0.041374888613127325
TSMixerX,9,2019-01-02,2019-01-07,3,0.0752740735000332,0.048724398023185,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,-0.02654967547684821,0.0007048852679259551,0.10993901415107121
TSMixerX,9,2019-01-02,2019-01-08,4,0.0749246462201516,0.051240201671432804,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,-0.0236844445487188,0.0005609529135813356,0.08226539597474591
TSMixerX,9,2019-01-02,2019-01-09,5,0.06855355672102686,0.04590021660139921,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,-0.022653340119627656,0.0005131738185755319,0.0923890391120108
TSMixerX,9,2019-01-02,2019-01-10,6,0.06616358290444857,0.06142527255317173,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,-0.0047383103512768435,2.2451584985017284e-05,0.002830578550333751
TSMixerX,9,2019-01-02,2019-01-11,7,0.0626109588021998,0.05534128284474542,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,-0.007269675957454383,5.28481885263903e-05,0.007939645628270098
TSMixerX,9,2019-01-02,2019-01-14,8,0.060393796583818625,0.04623163492228741,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,-0.014162161661531218,0.00020056682292734468,0.03910844760489285
TSMixerX,9,2019-01-02,2019-01-15,9,0.058441154773705345,0.04474360197961963,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,-0.013697552794085716,0.0001876229525467654,0.03906244933038194
TSMixerX,9,2019-01-02,2019-01-16,10,0.05777887198762941,0.053660253822943454,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_09.pt,23.22,157813269.5,126925199,0.5443,6734.23,1.16,5.11,0.1703148696,8683108220,0.0001569910775,23346.24,0.0001496869367,252.594,6360.87,-0.47,0.001267720346,60.93203316694545,1.607114877e-06,104.0681,3.95,2510.03,0.03465801580886697,0.18616663452097684,-0.004118618164685957,1.6963015586481118e-05,0.0028030123323479206
