model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_vix,x_atr_14,x_bollinger_width_20,x_baa,x_stress_index,x_true_range,x_aaa,x_dxy,x_parkinson,x_macd,x_garman_klass,x_cpi,x_rsi_14,x_rogers_satchell,x_ret_spx_abs,x_gold_close,x_industrial_production,x_wti_close,x_rv_diaria,x_vix_term_spread,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
TSMixerX,0,2010-01-04,2010-01-20,11,0.007913790947252173,0.0050482708933966385,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.0028655200538555345,8.211205179048225e-06,0.11806292686450703
TSMixerX,0,2010-01-04,2010-01-21,12,0.009220347212669476,0.004902520496960481,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.004317826715708995,1.8643627546890325e-05,0.24907285084222153
TSMixerX,0,2010-01-04,2010-01-22,13,0.00994599668538896,0.006434716042971783,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.003511280642417176,1.2329091749813578e-05,0.11021522266024886
TSMixerX,0,2010-01-04,2010-01-25,14,0.009961001671532375,0.004413108384214065,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.0055478932873183106,3.077911992747157e-05,0.4430412493392417
TSMixerX,0,2010-01-04,2010-01-26,15,0.010703376349748958,0.00661037482362404,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.004093001526124918,1.6752661492860906e-05,0.13725955259287792
TSMixerX,0,2010-01-04,2010-01-27,16,0.011799029825070712,0.005553197093018183,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.0062458327320525295,3.9010426516778765e-05,0.3710838695157661
TSMixerX,0,2010-01-04,2010-01-28,17,0.013275463424035898,0.0062097498837062615,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.0070657135403296364,4.992430783399756e-05,0.3780450321001456
TSMixerX,0,2010-01-04,2010-01-29,18,0.01534420384253495,0.005751423258064056,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.009592780584470894,9.202143934180174e-05,0.6866063682353076
TSMixerX,0,2010-01-04,2010-02-01,19,0.015719853980480723,0.006589481916906163,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.00913037206357456,8.336369401930277e-05,0.5161480938720928
TSMixerX,0,2010-01-04,2010-02-02,20,0.01632132888991065,0.005660467019601039,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.010660861870309613,0.00011365397581782138,0.8244227251034606
TSMixerX,0,2010-01-04,2010-02-03,21,0.016378691635975013,0.0060475583537247125,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.0103311332822503,0.00010673231489561987,0.7119881871480445
TSMixerX,0,2010-01-04,2010-02-04,22,0.01740565902736639,0.005614087738717575,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,20.04,11.07676046997957,0.04289121372,6.39,-0.2354,18.77,5.35,77.525,8.536007495e-05,8.642549736277942,3.600522627e-05,217.234,62.31419387019199,1.208001188e-05,0.01590724265,1121.28,88.0221,81.51,0.0002530403687,2.73,1132.98,0.03612149539965982,0.19005655842316999,-0.011791571288648816,0.0001390411534552871,0.9688376592794139
TSMixerX,0,2010-01-05,2010-01-06,1,0.008028479978484486,0.0069983784279502815,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.0010301015505342044,1.0611092044129722e-06,0.009874713598168938
TSMixerX,0,2010-01-05,2010-01-07,2,0.006206039422328118,0.006531816486846123,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,0.00032577706451800484,1.0613069576596829e-07,0.0012867459331622477
TSMixerX,0,2010-01-05,2010-01-08,3,0.006113648824584064,0.0065399210259913226,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,0.00042627220140725817,1.8170798969259008e-07,0.0022212831833459123
TSMixerX,0,2010-01-05,2010-01-11,4,0.005712794308472409,0.005717796937069082,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,5.002628596672588e-06,2.502629287624635e-11,3.829679939837405e-07
TSMixerX,0,2010-01-05,2010-01-12,5,0.0058370621263771705,0.006068994570420458,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,0.00023193244404328718,5.379265859989254e-08,0.0007493840992098821
TSMixerX,0,2010-01-05,2010-01-13,6,0.006217457020095734,0.005676645057137659,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.0005408119629580748,2.924775792785661e-07,0.004269060959576576
TSMixerX,0,2010-01-05,2010-01-14,7,0.0061505981077906394,0.004794543664582433,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.001356054443208206,1.8388836529447175e-06,0.03376205317503245
TSMixerX,0,2010-01-05,2010-01-15,8,0.006872226158401763,0.004580570153481928,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.002291656004919835,5.251687244885138e-06,0.09463467580774854
TSMixerX,0,2010-01-05,2010-01-19,9,0.006877173980499259,0.0055131375784796465,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.0013640364020196128,1.8605953060346108e-06,0.026341714717691422
TSMixerX,0,2010-01-05,2010-01-20,10,0.007913790947252173,0.0058814377753495465,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.0020323531719026264,4.130459415342667e-06,0.04874812444255272
TSMixerX,0,2010-01-05,2010-01-21,11,0.009220347212669476,0.004505540289710984,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.004714806922958492,2.2229404320777322e-05,0.33034163196159305
TSMixerX,0,2010-01-05,2010-01-22,12,0.00994599668538896,0.0045581028047305275,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.005387893880658432,2.9029400469236578e-05,0.4017838266434368
TSMixerX,0,2010-01-05,2010-01-25,13,0.009961001671532375,0.005699839459836115,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.00426116221169626,1.8157503394388164e-05,0.18935374729686805
TSMixerX,0,2010-01-05,2010-01-26,14,0.010703376349748958,0.0039077755421571565,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.006795600807591801,4.618019033614234e-05,0.7314037205239596
TSMixerX,0,2010-01-05,2010-01-27,15,0.011799029825070712,0.006021923711470137,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.005777106113600575,3.337495504780114e-05,0.2867350679827996
TSMixerX,0,2010-01-05,2010-01-28,16,0.013275463424035898,0.00493096912059515,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.00834449430344075,6.963058518015512e-05,0.7018806037525873
TSMixerX,0,2010-01-05,2010-01-29,17,0.01534420384253495,0.005685683675806778,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.009658520166728173,9.328701181109482e-05,0.7059574248156582
TSMixerX,0,2010-01-05,2010-02-01,18,0.015719853980480723,0.005193560315255303,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.01052629366522542,0.00011080285832656483,0.9192921898910302
TSMixerX,0,2010-01-05,2010-02-02,19,0.01632132888991065,0.005750717819210005,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.010570611070700647,0.00011173781840801908,0.7949895849150377
TSMixerX,0,2010-01-05,2010-02-03,20,0.016378691635975013,0.005097943445326045,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.011280748190648969,0.00012725527974082997,1.0456597270689514
TSMixerX,0,2010-01-05,2010-02-04,21,0.01740565902736639,0.0050311454242660545,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.012374513603100337,0.0001531285869133153,1.2184340689551911
TSMixerX,0,2010-01-05,2010-02-05,22,0.021030098648966104,0.0052245785968083255,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.35,10.7834204364096,0.04668802393,6.3,-0.2354,6.97,5.24,77.619,1.36462043e-05,9.34984947197836,1.444654032e-05,217.234,63.71600193939658,1.639541188e-05,0.003119632404,1118.05,88.0221,81.77,9.732106339e-06,3.04,1136.52,0.036105884892904394,0.19001548592918524,-0.015805520052157778,0.0002498144641191616,1.632643365313129
TSMixerX,0,2010-01-06,2010-01-07,1,0.006206039422328118,0.006719887193474421,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.16,10.38746183380892,0.04932246109,6.34,-0.2354,5.24,5.3,77.493,7.666308346e-06,9.846909384883702,1.001610155e-05,217.234,63.96879355227883,9.867373058e-06,0.0005453761911,1138.25,88.0221,83.18,2.974351899e-07,2.64,1137.14,0.03701037339396048,0.19238080308066208,0.0005138477711463035,2.640395319120239e-07,0.003081723652422541
TSMixerX,0,2010-01-06,2010-01-08,2,0.006113648824584064,0.006375512717369167,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.16,10.38746183380892,0.04932246109,6.34,-0.2354,5.24,5.3,77.493,7.666308346e-06,9.846909384883702,1.001610155e-05,217.234,63.96879355227883,9.867373058e-06,0.0005453761911,1138.25,88.0221,83.18,2.974351899e-07,2.64,1137.14,0.03701037339396048,0.19238080308066208,0.000261863892785103,6.857269834456791e-08,0.0008673444752489434
TSMixerX,0,2010-01-06,2010-01-11,3,0.005712794308472409,0.006336307656529978,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.16,10.38746183380892,0.04932246109,6.34,-0.2354,5.24,5.3,77.493,7.666308346e-06,9.846909384883702,1.001610155e-05,217.234,63.96879355227883,9.867373058e-06,0.0005453761911,1138.25,88.0221,83.18,2.974351899e-07,2.64,1137.14,0.03701037339396048,0.19238080308066208,0.0006235133480575689,3.8876889520595905e-07,0.005184672372333221
TSMixerX,0,2010-01-06,2010-01-12,4,0.0058370621263771705,0.005693463034320119,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.16,10.38746183380892,0.04932246109,6.34,-0.2354,5.24,5.3,77.493,7.666308346e-06,9.846909384883702,1.001610155e-05,217.234,63.96879355227883,9.867373058e-06,0.0005453761911,1138.25,88.0221,83.18,2.974351899e-07,2.64,1137.14,0.03701037339396048,0.19238080308066208,-0.00014359909205705155,2.0620699239609567e-08,0.000312819304776335
TSMixerX,0,2010-01-06,2010-01-13,5,0.006217457020095734,0.0059795103938438095,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.16,10.38746183380892,0.04932246109,6.34,-0.2354,5.24,5.3,77.493,7.666308346e-06,9.846909384883702,1.001610155e-05,217.234,63.96879355227883,9.867373058e-06,0.0005453761911,1138.25,88.0221,83.18,2.974351899e-07,2.64,1137.14,0.03701037339396048,0.19238080308066208,-0.00023794662625192461,5.66185969446731e-08,0.0007713705226326528
TSMixerX,0,2010-01-06,2010-01-14,6,0.0061505981077906394,0.005615563047495544,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.16,10.38746183380892,0.04932246109,6.34,-0.2354,5.24,5.3,77.493,7.666308346e-06,9.846909384883702,1.001610155e-05,217.234,63.96879355227883,9.867373058e-06,0.0005453761911,1138.25,88.0221,83.18,2.974351899e-07,2.64,1137.14,0.03701037339396048,0.19238080308066208,-0.0005350350602950959,2.8626251574497685e-07,0.004269717103366544
TSMixerX,0,2010-01-06,2010-01-15,7,0.006872226158401763,0.004537654875442941,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.16,10.38746183380892,0.04932246109,6.34,-0.2354,5.24,5.3,77.493,7.666308346e-06,9.846909384883702,1.001610155e-05,217.234,63.96879355227883,9.867373058e-06,0.0005453761911,1138.25,88.0221,83.18,2.974351899e-07,2.64,1137.14,0.03701037339396048,0.19238080308066208,-0.002334571282958822,5.450223075215999e-06,0.09941074424746432
TSMixerX,0,2010-01-06,2010-01-19,8,0.006877173980499259,0.004532263377281421,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.16,10.38746183380892,0.04932246109,6.34,-0.2354,5.24,5.3,77.493,7.666308346e-06,9.846909384883702,1.001610155e-05,217.234,63.96879355227883,9.867373058e-06,0.0005453761911,1138.25,88.0221,83.18,2.974351899e-07,2.64,1137.14,0.03701037339396048,0.19238080308066208,-0.002344910603217838,5.498605737083445e-06,0.10039545178054676
TSMixerX,0,2010-01-06,2010-01-20,9,0.007913790947252173,0.00539346240695958,/content/daily_h22_run/results/models/tsmixerx/tsmixerx_window_00.pt,19.16,10.38746183380892,0.04932246109,6.34,-0.2354,5.24,5.3,77.493,7.666308346e-06,9.846909384883702,1.001610155e-05,217.234,63.96879355227883,9.867373058e-06,0.0005453761911,1138.25,88.0221,83.18,2.974351899e-07,2.64,1137.14,0.03701037339396048,0.19238080308066208,-0.0025203285402925933,6.352055951013394e-06,0.08387387090388732
