model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_atr_14,x_stress_index,x_vix,x_vix_term_spread,x_true_range,x_parkinson,x_spy_volume,x_bollinger_width_20,x_volume_medio_22d,x_baa,x_garman_klass,x_macd,x_baa_aaa_spread,x_ret_spx_abs,x_rv_diaria,x_rogers_satchell,x_roc_10,x_cpi,x_rsi_14,x_epu,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
LSTM,3,2013-01-02,2013-01-03,1,0.010033155082705013,0.015587961229393267,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.005554806146688254,3.0855871327285614e-05,0.08425146327397126
LSTM,3,2013-01-02,2013-01-04,2,0.00949672743357348,0.01695645755421102,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.007459730120637539,5.5647573472746955e-05,0.13976701208535047
LSTM,3,2013-01-02,2013-01-07,3,0.009546980287062811,0.014226152464427676,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.004679172177364865,2.189465226542545e-05,0.06994368928254513
LSTM,3,2013-01-02,2013-01-08,4,0.009097352629924076,0.014913383786756084,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.0058160311568320085,3.382621841724067e-05,0.10428824008217519
LSTM,3,2013-01-02,2013-01-09,5,0.009084886884958423,0.015754979673765233,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.0066700927888068105,4.449013781129261e-05,0.12718013412252605
LSTM,3,2013-01-02,2013-01-10,6,0.008972124730503184,0.01566753855881045,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.006695413828307267,4.482856633228818e-05,0.13012538811200747
LSTM,3,2013-01-02,2013-01-11,7,0.008980075522421426,0.012820396707626035,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.0038403211852046093,1.4748066805531335e-05,0.0564813377067086
LSTM,3,2013-01-02,2013-01-14,8,0.008604932715275406,0.02005331010114148,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.011448377385866073,0.0001310653447692097,0.2751614819994175
LSTM,3,2013-01-02,2013-01-15,9,0.00835622634395283,0.025912148244120414,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.017555921900167585,0.0003082103937647838,0.4541879350087066
LSTM,3,2013-01-02,2013-01-16,10,0.007997585185166026,0.018276755692868803,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.010279170507702776,0.00010566134632642655,0.26407274898509514
LSTM,3,2013-01-02,2013-01-17,11,0.008134070331286722,0.013963248732578778,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.005829178401292056,3.397932083408981e-05,0.12290156221562443
LSTM,3,2013-01-02,2013-01-18,12,0.008182858693742594,0.01887556431451215,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.010692705620769556,0.00011433395349243685,0.26934260541141186
LSTM,3,2013-01-02,2013-01-22,13,0.00818155978254916,0.020894518429374544,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.012712958646825383,0.00016161931755589228,0.32916892223062866
LSTM,3,2013-01-02,2013-01-23,14,0.008062433100599814,0.01974430589267396,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.011681872792074145,0.0001364661519302022,0.30399194567171484
LSTM,3,2013-01-02,2013-01-24,15,0.008258711220950355,0.015263865269360539,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.007005154048410183,4.9072183241957585e-05,0.15528263999227532
LSTM,3,2013-01-02,2013-01-25,16,0.007305660452488757,0.019350914142367677,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.01204525368987892,0.00014508813645354175,0.3516258847528704
LSTM,3,2013-01-02,2013-01-28,17,0.0073592800337918644,0.018821293541095182,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.011462013507303317,0.0001313777536416037,0.330034953587762
LSTM,3,2013-01-02,2013-01-29,18,0.007131971604748695,0.024467025901310765,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.01733505429656207,0.000300504107464755,0.5242318080043469
LSTM,3,2013-01-02,2013-01-30,19,0.005790007826859132,0.02062228211238944,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.014832274285530307,0.0002199963604812036,0.5510031541528657
LSTM,3,2013-01-02,2013-01-31,20,0.005533869202827678,0.01664930980955003,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.01111544060672235,0.00012355301988157212,0.43385981152141095
LSTM,3,2013-01-02,2013-02-01,21,0.004710890519258089,0.014046896786189882,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.009336006266931794,8.716101301618972e-05,0.4278933135600247
LSTM,3,2013-01-02,2013-02-04,22,0.004163748280792741,0.013902006796834218,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.72760863039512,-0.5642,14.68,2.01,36.24,0.0002270992309,192058911,0.04045954393,146696387.9,4.71,7.172761592e-05,6.18412695815573,0.94,0.02508604482,0.000629309645,1.715840661e-07,0.02241393775,231.249,63.93138570084101,214.4,1462.42,0.005672298354365998,0.07531466228010318,0.009738258516041477,9.483367892525435e-05,0.5051245010052112
LSTM,3,2013-01-03,2013-01-04,1,0.00949672743357348,0.01263104590452075,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.0031343184709472713,9.823952277321241e-06,0.0370664683747981
LSTM,3,2013-01-03,2013-01-07,2,0.009546980287062811,0.01527777475618685,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.005730794469124039,3.2842005247342676e-05,0.09506761655295737
LSTM,3,2013-01-03,2013-01-08,3,0.009097352629924076,0.01162699239779612,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.002529639767872044,6.399077355199728e-06,0.027779741999067298
