model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_atr_14,x_stress_index,x_vix,x_vix_term_spread,x_true_range,x_parkinson,x_spy_volume,x_bollinger_width_20,x_volume_medio_22d,x_baa,x_garman_klass,x_macd,x_baa_aaa_spread,x_ret_spx_abs,x_rv_diaria,x_rogers_satchell,x_roc_10,x_cpi,x_rsi_14,x_epu,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
LSTM,3,2013-01-03,2013-01-09,4,0.009084886884958423,0.011272985001987833,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.00218809811702941,4.787773369747649e-06,0.021695864225765193
LSTM,3,2013-01-03,2013-01-10,5,0.008972124730503184,0.013572426344227362,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.0046003016137241785,2.116277493723328e-05,0.0749730678427214
LSTM,3,2013-01-03,2013-01-11,6,0.008980075522421426,0.012709906151586342,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.0037298306291649163,1.3911636522256755e-05,0.05391485905763149
LSTM,3,2013-01-03,2013-01-14,7,0.008604932715275406,0.011910403777176837,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.003305471061901431,1.0926138941067773e-05,0.0475486309212656
LSTM,3,2013-01-03,2013-01-15,8,0.00835622634395283,0.016569665134367518,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.008213438790414689,6.74605767638887e-05,0.18887539481726856
LSTM,3,2013-01-03,2013-01-16,9,0.007997585185166026,0.02051865049601756,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.012521065310851533,0.0001567770765186096,0.33196610874313204
LSTM,3,2013-01-03,2013-01-17,10,0.008134070331286722,0.01431147801634782,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.0061774076850610975,3.8160365707451905e-05,0.13336032794506814
LSTM,3,2013-01-03,2013-01-18,11,0.008182858693742594,0.013152954847219707,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.004970096153477113,2.4701855774807998e-05,0.09673570177050239
LSTM,3,2013-01-03,2013-01-22,12,0.00818155978254916,0.013574205155746429,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.005392645373197268,2.90806241210659e-05,0.10901695812254486
LSTM,3,2013-01-03,2013-01-23,13,0.008062433100599814,0.016591649117905224,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.00852921601730541,7.274752586985916e-05,0.20761731618324664
LSTM,3,2013-01-03,2013-01-24,14,0.008258711220950355,0.015199446037330902,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.006940734816380547,4.8173799791317105e-05,0.15334650053599974
LSTM,3,2013-01-03,2013-01-25,15,0.007305660452488757,0.011601310228443787,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.00429564977595503,1.8452606997662497e-05,0.09219577705322846
LSTM,3,2013-01-03,2013-01-28,16,0.0073592800337918644,0.013154735829342063,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.005795455795550198,3.3587307878176386e-05,0.14025931757255394
LSTM,3,2013-01-03,2013-01-29,17,0.007131971604748695,0.013458350725428916,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.006326379120680221,4.002307277857865e-05,0.16494116041765539
LSTM,3,2013-01-03,2013-01-30,18,0.005790007826859132,0.017018136685034792,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.01122812885817566,0.00012607087765579704,0.418371716997028
LSTM,3,2013-01-03,2013-01-31,19,0.005533869202827678,0.014567367481913162,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.009033498279085485,8.160409115824042e-05,0.34777788845926594
LSTM,3,2013-01-03,2013-02-01,20,0.004710890519258089,0.012207189995130131,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.007496299475872042,5.619450583195945e-05,0.3380592947388812
LSTM,3,2013-01-03,2013-02-04,21,0.004163748280792741,0.008914366190371628,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.004750617909578887,2.256837052281168e-05,0.22833138658685326
LSTM,3,2013-01-03,2013-02-05,22,0.00437926273688325,0.010422581202846365,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,16.24277944250976,-0.5642,14.56,2.18,9.94,1.670657969e-05,144761781,0.04395788735,146340087.5,4.76,2.147647656e-05,8.194477056670621,0.95,0.002087762028,4.358750285e-06,2.113284331e-05,0.008695111246,231.249,62.61619360068778,251.56,1459.37,0.006852395103055137,0.08277919486836736,0.006043318465963115,3.652169808105078e-05,0.28726498829180414
LSTM,3,2013-01-04,2013-01-07,1,0.009546980287062811,0.011294568578141062,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,15.72186662518764,-0.3684,13.83,2.51,8.95,1.348958673e-05,116817675,0.04840816941,145539175.5,4.74,9.601497132e-06,10.2425350876249,0.93,0.004853316611,2.355468213e-05,7.198096828e-06,0.02135380029,231.249,64.44961611947814,174.34,1466.47,0.00658603995291889,0.08115442041514985,0.0017475882910782514,3.054064835113803e-06,0.013368846949202151
LSTM,3,2013-01-04,2013-01-08,2,0.009097352629924076,0.012313608722666632,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,15.72186662518764,-0.3684,13.83,2.51,8.95,1.348958673e-05,116817675,0.04840816941,145539175.5,4.74,9.601497132e-06,10.2425350876249,0.93,0.004853316611,2.355468213e-05,7.198096828e-06,0.02135380029,231.249,64.44961611947814,174.34,1466.47,0.00658603995291889,0.08115442041514985,0.0032162560927425556,1.0344303254103611e-05,0.04152635087413237
LSTM,3,2013-01-04,2013-01-09,3,0.009084886884958423,0.00974791814415224,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,15.72186662518764,-0.3684,13.83,2.51,8.95,1.348958673e-05,116817675,0.04840816941,145539175.5,4.74,9.601497132e-06,10.2425350876249,0.93,0.004853316611,2.355468213e-05,7.198096828e-06,0.02135380029,231.249,64.44961611947814,174.34,1466.47,0.00658603995291889,0.08115442041514985,0.0006630312591938171,4.3961045066813874e-07,0.0024237580437360684
LSTM,3,2013-01-04,2013-01-10,4,0.008972124730503184,0.00899587319744661,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,15.72186662518764,-0.3684,13.83,2.51,8.95,1.348958673e-05,116817675,0.04840816941,145539175.5,4.74,9.601497132e-06,10.2425350876249,0.93,0.004853316611,2.355468213e-05,7.198096828e-06,0.02135380029,231.249,64.44961611947814,174.34,1466.47,0.00658603995291889,0.08115442041514985,2.3748466943427152e-05,5.639896821630521e-10,3.490757604307504e-06
LSTM,3,2013-01-04,2013-01-11,5,0.008980075522421426,0.010310325619667951,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,15.72186662518764,-0.3684,13.83,2.51,8.95,1.348958673e-05,116817675,0.04840816941,145539175.5,4.74,9.601497132e-06,10.2425350876249,0.93,0.004853316611,2.355468213e-05,7.198096828e-06,0.02135380029,231.249,64.44961611947814,174.34,1466.47,0.00658603995291889,0.08115442041514985,0.001330250097246525,1.769565321224389e-06,0.00911643527398498
LSTM,3,2013-01-04,2013-01-14,6,0.008604932715275406,0.010589114889054549,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,15.72186662518764,-0.3684,13.83,2.51,8.95,1.348958673e-05,116817675,0.04840816941,145539175.5,4.74,9.601497132e-06,10.2425350876249,0.93,0.004853316611,2.355468213e-05,7.198096828e-06,0.02135380029,231.249,64.44961611947814,174.34,1466.47,0.00658603995291889,0.08115442041514985,0.001984182173779143,3.936978898742926e-06,0.02011154892898026
LSTM,3,2013-01-04,2013-01-15,7,0.00835622634395283,0.009845060915420525,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,15.72186662518764,-0.3684,13.83,2.51,8.95,1.348958673e-05,116817675,0.04840816941,145539175.5,4.74,9.601497132e-06,10.2425350876249,0.93,0.004853316611,2.355468213e-05,7.198096828e-06,0.02135380029,231.249,64.44961611947814,174.34,1466.47,0.00658603995291889,0.08115442041514985,0.0014888345714676957,2.2166283811973972e-06,0.012736421166853251
LSTM,3,2013-01-04,2013-01-16,8,0.007997585185166026,0.013116836134634947,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,15.72186662518764,-0.3684,13.83,2.51,8.95,1.348958673e-05,116817675,0.04840816941,145539175.5,4.74,9.601497132e-06,10.2425350876249,0.93,0.004853316611,2.355468213e-05,7.198096828e-06,0.02135380029,231.249,64.44961611947814,174.34,1466.47,0.00658603995291889,0.08115442041514985,0.005119250949468921,2.6206730283638445e-05,0.10447603615624157
LSTM,3,2013-01-04,2013-01-17,9,0.008134070331286722,0.01494024320326536,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,15.72186662518764,-0.3684,13.83,2.51,8.95,1.348958673e-05,116817675,0.04840816941,145539175.5,4.74,9.601497132e-06,10.2425350876249,0.93,0.004853316611,2.355468213e-05,7.198096828e-06,0.02135380029,231.249,64.44961611947814,174.34,1466.47,0.00658603995291889,0.08115442041514985,0.006806172871978638,4.632398916325794e-05,0.15243729347536394
LSTM,3,2013-01-04,2013-01-18,10,0.008182858693742594,0.011129024677486015,/content/daily_h22_run/results/models/lstm/lstm_window_03.pt,15.72186662518764,-0.3684,13.83,2.51,8.95,1.348958673e-05,116817675,0.04840816941,145539175.5,4.74,9.601497132e-06,10.2425350876249,0.93,0.004853316611,2.355468213e-05,7.198096828e-06,0.02135380029,231.249,64.44961611947814,174.34,1466.47,0.00658603995291889,0.08115442041514985,0.0029461659837434206,8.679894003766837e-06,0.042786829986859676
