model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_volume_medio_22d,x_vix,x_spy_volume,x_ukx_close,x_bollinger_width_20,x_parkinson,x_indu_close,x_industrial_production,x_baa,x_cpi,x_obv,x_unemployment,x_ndx_close,x_vix_term_spread,x_garman_klass,x_ret_spx_abs,x_rv_diaria,x_macd,x_atr_14,x_true_range,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
LSTM,10,2020-01-02,2020-01-03,1,0.0065927261298155794,0.006797870955708925,/content/daily_h22_run/results/models/lstm/lstm_window_10.pt,61429661.95,12.47,59253833,7604.3,0.05633758073,1.749035984e-05,28868.8,101.9372,3.86,257.879,11123773589,3.6,8872.22,2.72,1.789864019e-05,0.008343874455,6.962024092e-05,36.19271837515316,19.02303813638604,27.36,3257.85,0.015239675305380411,0.12344907980775074,0.00020514482589334589,4.20843995908112e-08,0.0004647234188073224
LSTM,10,2020-01-02,2020-01-06,2,0.005795039013963178,0.00679678425415932,/content/daily_h22_run/results/models/lstm/lstm_window_10.pt,61429661.95,12.47,59253833,7604.3,0.05633758073,1.749035984e-05,28868.8,101.9372,3.86,257.879,11123773589,3.6,8872.22,2.72,1.789864019e-05,0.008343874455,6.962024092e-05,36.19271837515316,19.02303813638604,27.36,3257.85,0.015239675305380411,0.12344907980775074,0.0010017452401961417,1.0034935262556257e-06,0.012062211900506492
LSTM,10,2020-01-02,2020-01-07,3,0.005706868965995078,0.0066129107765049945,/content/daily_h22_run/results/models/lstm/lstm_window_10.pt,61429661.95,12.47,59253833,7604.3,0.05633758073,1.749035984e-05,28868.8,101.9372,3.86,257.879,11123773589,3.6,8872.22,2.72,1.789864019e-05,0.008343874455,6.962024092e-05,36.19271837515316,19.02303813638604,27.36,3257.85,0.015239675305380411,0.12344907980775074,0.0009060418105099168,8.20911762392088e-07,0.010342341227017826
LSTM,10,2020-01-02,2020-01-08,4,0.005868730221199527,0.004943491781105308,/content/daily_h22_run/results/models/lstm/lstm_window_10.pt,61429661.95,12.47,59253833,7604.3,0.05633758073,1.749035984e-05,28868.8,101.9372,3.86,257.879,11123773589,3.6,8872.22,2.72,1.789864019e-05,0.008343874455,6.962024092e-05,36.19271837515316,19.02303813638604,27.36,3257.85,0.015239675305380411,0.12344907980775074,-0.000925238440094219,8.560661710279837e-07,0.015596562868475994
LSTM,10,2020-01-02,2020-01-09,5,0.005661509171240434,0.0055425284027256425,/content/daily_h22_run/results/models/lstm/lstm_window_10.pt,61429661.95,12.47,59253833,7604.3,0.05633758073,1.749035984e-05,28868.8,101.9372,3.86,257.879,11123773589,3.6,8872.22,2.72,1.789864019e-05,0.008343874455,6.962024092e-05,36.19271837515316,19.02303813638604,27.36,3257.85,0.015239675305380411,0.12344907980775074,-0.00011898076851479117,1.415642327637032e-08,0.00022716806808653622
LSTM,10,2020-01-02,2020-01-10,6,0.005727900096279286,0.00456886992450757,/content/daily_h22_run/results/models/lstm/lstm_window_10.pt,61429661.95,12.47,59253833,7604.3,0.05633758073,1.749035984e-05,28868.8,101.9372,3.86,257.879,11123773589,3.6,8872.22,2.72,1.789864019e-05,0.008343874455,6.962024092e-05,36.19271837515316,19.02303813638604,27.36,3257.85,0.015239675305380411,0.12344907980775074,-0.001159030171771716,1.3433509390771733e-06,0.02759674052082861
LSTM,10,2020-01-02,2020-01-13,7,0.0056771819864483075,0.00426873003928234,/content/daily_h22_run/results/models/lstm/lstm_window_10.pt,61429661.95,12.47,59253833,7604.3,0.05633758073,1.749035984e-05,28868.8,101.9372,3.86,257.879,11123773589,3.6,8872.22,2.72,1.789864019e-05,0.008343874455,6.962024092e-05,36.19271837515316,19.02303813638604,27.36,3257.85,0.015239675305380411,0.12344907980775074,-0.0014084519471659679,1.9837368874756063e-06,0.04480774992292491
LSTM,10,2020-01-02,2020-01-14,8,0.00579914109773892,0.0066889407745926496,/content/daily_h22_run/results/models/lstm/lstm_window_10.pt,61429661.95,12.47,59253833,7604.3,0.05633758073,1.749035984e-05,28868.8,101.9372,3.86,257.879,11123773589,3.6,8872.22,2.72,1.789864019e-05,0.008343874455,6.962024092e-05,36.19271837515316,19.02303813638604,27.36,3257.85,0.015239675305380411,0.12344907980775074,0.0008897996768537295,7.917434649290014e-07,0.00972021407409418
LSTM,10,2020-01-02,2020-01-15,9,0.005516682615673247,0.005165836243805508,/content/daily_h22_run/results/models/lstm/lstm_window_10.pt,61429661.95,12.47,59253833,7604.3,0.05633758073,1.749035984e-05,28868.8,101.9372,3.86,257.879,11123773589,3.6,8872.22,2.72,1.789864019e-05,0.008343874455,6.962024092e-05,36.19271837515316,19.02303813638604,27.36,3257.85,0.015239675305380411,0.12344907980775074,-0.000350846371867739,1.230931766527558e-07,0.002206956560365958
LSTM,10,2020-01-02,2020-01-16,10,0.005329827735492985,0.005809319770784299,/content/daily_h22_run/results/models/lstm/lstm_window_10.pt,61429661.95,12.47,59253833,7604.3,0.05633758073,1.749035984e-05,28868.8,101.9372,3.86,257.879,11123773589,3.6,8872.22,2.72,1.789864019e-05,0.008343874455,6.962024092e-05,36.19271837515316,19.02303813638604,27.36,3257.85,0.015239675305380411,0.12344907980775074,0.0004794920352913139,2.2991261190780663e-07,0.0036061539722413993
