model,window_id,origin_date,target_date,horizon,y,y_hat,artifact_path,x_parkinson,x_vix_term_spread,x_vix,x_true_range,x_garman_klass,x_bollinger_width_20,x_ret_spx_abs,x_rv_diaria,x_rogers_satchell,x_atr_14,x_spy_volume,x_roc_10,x_macd,x_rsi_14,x_volume_medio_22d,x_adx_14,x_cpi,x_gold_close,x_yield_slope,x_stress_index,x_spx_close,x_close_variance_forward_22,x_close_volatility_forward_22,error,squared_error,qlike_loss
LSTM,15,2025-01-02,2025-01-03,1,0.015351595008311389,0.014635902520592324,/content/daily_h22_run/results/models/lstm/lstm_window_15.pt,0.0001161557744,1.4,17.93,105.56,0.0001475921485,0.05491881754,0.002226349793,4.956633399e-06,0.000144474769,69.97798395371699,50203975,-0.03008952816,-14.2197289181795,40.07734994849849,50726499.55,21.68607539237247,316.528,2657.9,0.2529,-0.492,5868.55,0.018813403303348297,0.13716196011776843,-0.0007156924877190652,5.122157369775042e-07,0.0011579939950043805
LSTM,15,2025-01-02,2025-01-06,2,0.016330582970938295,0.01455504675019611,/content/daily_h22_run/results/models/lstm/lstm_window_15.pt,0.0001161557744,1.4,17.93,105.56,0.0001475921485,0.05491881754,0.002226349793,4.956633399e-06,0.000144474769,69.97798395371699,50203975,-0.03008952816,-14.2197289181795,40.07734994849849,50726499.55,21.68607539237247,316.528,2657.9,0.2529,-0.492,5868.55,0.018813403303348297,0.13716196011776843,-0.0017755362207421844,3.152528871167439e-06,0.006885852122350045
LSTM,15,2025-01-02,2025-01-07,3,0.017191309306898928,0.015999140008014084,/content/daily_h22_run/results/models/lstm/lstm_window_15.pt,0.0001161557744,1.4,17.93,105.56,0.0001475921485,0.05491881754,0.002226349793,4.956633399e-06,0.000144474769,69.97798395371699,50203975,-0.03008952816,-14.2197289181795,40.07734994849849,50726499.55,21.68607539237247,316.528,2657.9,0.2529,-0.492,5868.55,0.018813403303348297,0.13716196011776843,-0.0011921692988848438,1.42126763720358e-06,0.002645574326749056
LSTM,15,2025-01-02,2025-01-08,4,0.01765979653480675,0.020335268960021073,/content/daily_h22_run/results/models/lstm/lstm_window_15.pt,0.0001161557744,1.4,17.93,105.56,0.0001475921485,0.05491881754,0.002226349793,4.956633399e-06,0.000144474769,69.97798395371699,50203975,-0.03008952816,-14.2197289181795,40.07734994849849,50726499.55,21.68607539237247,316.528,2657.9,0.2529,-0.492,5868.55,0.018813403303348297,0.13716196011776843,0.0026754724252143237,7.158152698082215e-06,0.009498005381192387
LSTM,15,2025-01-02,2025-01-10,5,0.018497121296195657,0.018467849755167628,/content/daily_h22_run/results/models/lstm/lstm_window_15.pt,0.0001161557744,1.4,17.93,105.56,0.0001475921485,0.05491881754,0.002226349793,4.956633399e-06,0.000144474769,69.97798395371699,50203975,-0.03008952816,-14.2197289181795,40.07734994849849,50726499.55,21.68607539237247,316.528,2657.9,0.2529,-0.492,5868.55,0.018813403303348297,0.13716196011776843,-2.9271541028028786e-05,8.568231141555725e-10,1.25478671209045e-06
LSTM,15,2025-01-02,2025-01-13,6,0.019544929417368975,0.017348263019283668,/content/daily_h22_run/results/models/lstm/lstm_window_15.pt,0.0001161557744,1.4,17.93,105.56,0.0001475921485,0.05491881754,0.002226349793,4.956633399e-06,0.000144474769,69.97798395371699,50203975,-0.03008952816,-14.2197289181795,40.07734994849849,50726499.55,21.68607539237247,316.528,2657.9,0.2529,-0.492,5868.55,0.018813403303348297,0.13716196011776843,-0.0021966663980853077,4.825343264477079e-06,0.00739819019213428
LSTM,15,2025-01-02,2025-01-14,7,0.02029884315112693,0.016321607970985735,/content/daily_h22_run/results/models/lstm/lstm_window_15.pt,0.0001161557744,1.4,17.93,105.56,0.0001475921485,0.05491881754,0.002226349793,4.956633399e-06,0.000144474769,69.97798395371699,50203975,-0.03008952816,-14.2197289181795,40.07734994849849,50726499.55,21.68607539237247,316.528,2657.9,0.2529,-0.492,5868.55,0.018813403303348297,0.13716196011776843,-0.003977235180141196,1.5818399678152773e-05,0.02560510243194347
LSTM,15,2025-01-02,2025-01-15,8,0.02156743843858285,0.017171954712935936,/content/daily_h22_run/results/models/lstm/lstm_window_15.pt,0.0001161557744,1.4,17.93,105.56,0.0001475921485,0.05491881754,0.002226349793,4.956633399e-06,0.000144474769,69.97798395371699,50203975,-0.03008952816,-14.2197289181795,40.07734994849849,50726499.55,21.68607539237247,316.528,2657.9,0.2529,-0.492,5868.55,0.018813403303348297,0.13716196011776843,-0.004395483725646913,1.9320277182426864e-05,0.0280615621569531
LSTM,15,2025-01-02,2025-01-16,9,0.0215778621469139,0.01975840071387206,/content/daily_h22_run/results/models/lstm/lstm_window_15.pt,0.0001161557744,1.4,17.93,105.56,0.0001475921485,0.05491881754,0.002226349793,4.956633399e-06,0.000144474769,69.97798395371699,50203975,-0.03008952816,-14.2197289181795,40.07734994849849,50726499.55,21.68607539237247,316.528,2657.9,0.2529,-0.492,5868.55,0.018813403303348297,0.13716196011776843,-0.0018194614330418399,3.3104399063266657e-06,0.003996325727813055
LSTM,15,2025-01-02,2025-01-17,10,0.022457177383210698,0.018706948678641613,/content/daily_h22_run/results/models/lstm/lstm_window_15.pt,0.0001161557744,1.4,17.93,105.56,0.0001475921485,0.05491881754,0.002226349793,4.956633399e-06,0.000144474769,69.97798395371699,50203975,-0.03008952816,-14.2197289181795,40.07734994849849,50726499.55,21.68607539237247,316.528,2657.9,0.2529,-0.492,5868.55,0.018813403303348297,0.13716196011776843,-0.003750228704569085,1.4064215336573916e-05,0.01775727013025441
