step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,trial_number
20,0.2739372253417969,2.8164090270163813,6.916032980636887,0.010955360885768052,2.8164090270163813,True,0,0.003,False,0
40,0.17972411215305328,2.410969827483872,5.432804655882977,0.010731928149496648,2.410969827483872,True,0,0.003,False,0
60,0.09878825396299362,3.2597500212783177,8.766973559209177,0.011104692924594291,2.410969827483872,False,1,0.003,False,0
80,0.09303810447454453,3.179426770658391,8.77509061550669,0.011104300869452348,2.410969827483872,False,2,0.003,False,0
100,0.06814102083444595,2.847153834798346,5.790626334207535,0.010945482508180457,2.410969827483872,False,3,0.003,False,0
120,0.08480408042669296,2.666532399793229,5.611295846583452,0.01075214812119906,2.410969827483872,False,4,0.003,False,0
140,0.05993694067001343,3.054254233054202,6.811665599086461,0.011059269642441054,2.410969827483872,False,5,0.003,False,0
160,0.0644335150718689,2.6229760888510345,5.528223126936117,0.010800901874168121,2.410969827483872,False,6,0.003,False,0
180,0.07277745008468628,2.8346715055950473,5.981401889779485,0.01079376373956727,2.410969827483872,False,7,0.003,False,0
200,0.04882553592324257,3.5645853592708505,7.922054949245739,0.011314727267809748,2.410969827483872,False,8,0.003,False,0
220,0.054675083607435226,2.7887469025571083,6.669727129617374,0.010888922101913874,2.410969827483872,False,9,0.003,False,0
240,0.04700491949915886,3.02073317332336,6.697533453810039,0.011127546675053527,2.410969827483872,False,10,0.003,True,0
