step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,trial_number
20,0.1663094311952591,0.30627935998770633,0.5606320028433166,0.006324792272445941,0.30627935998770633,True,0,0.001,False,2
40,0.11280415952205658,0.3007924286065583,0.5051518372762646,0.005974483143204678,0.3007924286065583,True,0,0.001,False,2
60,0.06731801480054855,0.2899468966150469,0.5183695368118838,0.005809512536487307,0.2899468966150469,True,0,0.001,False,2
80,0.046717386692762375,0.31871393847592944,0.5099432184484348,0.006151196387267846,0.2899468966150469,False,1,0.001,False,2
100,0.041309066116809845,0.39308083644260294,0.6359766826363995,0.0064520461704799924,0.2899468966150469,False,2,0.001,False,2
120,0.0315815806388855,0.36734227943794556,0.566073672894715,0.006366634734575123,0.2899468966150469,False,3,0.001,False,2
140,0.02898450754582882,0.36121251376326996,0.6164727779259536,0.0064843277824624375,0.2899468966150469,False,4,0.001,False,2
160,0.02078891545534134,0.3729004479994808,0.6827935490767877,0.006628642177828192,0.2899468966150469,False,5,0.001,False,2
180,0.02214009501039982,0.4241632085674221,0.7258956258726432,0.006888222207102574,0.2899468966150469,False,6,0.001,False,2
200,0.016036655753850937,0.4140261887122849,0.8043029991919298,0.006681780036678561,0.2899468966150469,False,7,0.001,False,2
220,0.015271423384547234,0.39217140889096497,0.7905223385940962,0.006656028923955565,0.2899468966150469,False,8,0.001,False,2
240,0.013691287487745285,0.37438331430058125,0.734969259198648,0.006548235857398314,0.2899468966150469,False,9,0.001,False,2
260,0.015083993785083294,0.40589647412589047,0.8535879727364395,0.006726936050705381,0.2899468966150469,False,10,0.001,True,2
