step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,trial_number
20,0.7054805755615234,3.551619781578181,3.201185477254576,0.011386103340253959,3.551619781578181,True,0,0.003,False,3
40,0.33645644783973694,1.862228695853807,2.4381569060979076,0.01035824287029358,1.862228695853807,True,0,0.003,False,3
60,0.2931690216064453,1.627840926359167,1.4959842235622407,0.01014771388235683,1.627840926359167,True,0,0.003,False,3
80,0.2197914570569992,2.156848178774404,3.0079894159864353,0.010937889318388336,1.627840926359167,False,1,0.003,False,3
100,0.16149818897247314,1.0948497010009974,1.5794282514676488,0.00947625796716699,1.0948497010009974,True,0,0.003,False,3
120,0.16853158175945282,1.098419718931279,2.4832233005706654,0.009016253549959994,1.0948497010009974,False,1,0.003,False,3
140,0.14028294384479523,1.2845323820415897,1.3408087081612472,0.010055358055573093,1.0948497010009974,False,2,0.003,False,3
160,0.11459672451019287,1.3579289592447346,1.9187982505715093,0.0103236121442566,1.0948497010009974,False,3,0.003,False,3
180,0.06619483232498169,1.450325444332347,2.1796027675994165,0.010318610966772904,1.0948497010009974,False,4,0.003,False,3
200,0.1147356703877449,1.4500322588670949,1.506070417744988,0.010221442573579934,1.0948497010009974,False,5,0.003,False,3
220,0.060097869485616684,1.5801051360632388,2.1429994548434377,0.010670791042967758,1.0948497010009974,False,6,0.003,False,3
240,0.04876324534416199,1.175178152234592,1.858319506687549,0.010055260737082164,1.0948497010009974,False,7,0.003,False,3
260,0.03215717151761055,1.0213968153429376,1.655096599138541,0.009386348093200613,1.0213968153429376,True,0,0.003,False,3
280,0.02964239940047264,1.3005070863095278,2.192187799301535,0.010390396135361695,1.0213968153429376,False,1,0.003,False,3
300,0.02005057968199253,1.4174832866251266,2.8314487230091454,0.010764295628745814,1.0213968153429376,False,2,0.003,False,3
320,0.02902219630777836,1.2608022903384617,2.410869143241403,0.010446924515006662,1.0213968153429376,False,3,0.003,False,3
340,0.013429330661892891,1.1877169700543648,2.300511154687304,0.010525830843142391,1.0213968153429376,False,4,0.003,False,3
360,0.021254615858197212,1.168231276001388,2.4236576253276434,0.010273759217216356,1.0213968153429376,False,5,0.003,False,3
380,0.009979384951293468,1.3044136862681244,2.4703421796356215,0.010891450594868375,1.0213968153429376,False,6,0.003,False,3
400,0.012614255771040916,1.1757244256528845,2.2162345875381817,0.010406083265374861,1.0213968153429376,False,7,0.003,False,3
