step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,trial_number
20,0.21361875534057617,0.6206123155436184,0.5714889267376204,0.008789084286218508,0.6206123155436184,True,0,0.0003,False,1
40,0.11266984045505524,0.38754046694211064,0.46271659720481045,0.0075348012482688645,0.38754046694211064,True,0,0.0003,False,1
60,0.07651516050100327,0.31505598296007187,0.48175468497269763,0.0069650929867667135,0.31505598296007187,True,0,0.0003,False,1
80,0.05462518334388733,0.35589724398729833,0.5066718896858298,0.007189201997515079,0.31505598296007187,False,1,0.0003,False,1
100,0.0426766574382782,0.36505960383017266,0.5723683390307942,0.007324397917376815,0.31505598296007187,False,2,0.0003,False,1
120,0.03404276445508003,0.36694370483007827,0.6770058121563829,0.007182853410799695,0.31505598296007187,False,3,0.0003,False,1
140,0.02640504576265812,0.3933957988156937,0.704037817665711,0.007430140393560429,0.31505598296007187,False,4,0.0003,False,1
160,0.021287739276885986,0.4230325860259651,0.7284856233821189,0.007496232934153626,0.31505598296007187,False,5,0.0003,False,1
180,0.018005825579166412,0.4383960028600465,0.7476199708877597,0.007633420809313604,0.31505598296007187,False,6,0.0003,False,1
200,0.015640094876289368,0.4499547634317068,0.7977113678282977,0.007616155034487837,0.31505598296007187,False,7,0.0003,False,1
220,0.014528222382068634,0.43811925515407657,0.7923156576451826,0.0075666925386396805,0.31505598296007187,False,8,0.0003,False,1
240,0.013020604848861694,0.4401541017661883,0.8216594244740716,0.007544555000459716,0.31505598296007187,False,9,0.0003,False,1
260,0.012929575517773628,0.4515023027623656,0.8206017960058959,0.007623890260284923,0.31505598296007187,False,10,0.0003,True,1
