step,train_loss,validation_qlike,validation_qlike_h22,validation_mse,best_so_far,is_best,bad_checks,learning_rate,stopped_early,trial_number
20,0.1253843903541565,0.7012897425949469,1.3962386885058362,0.00884137846877945,0.7012897425949469,True,0,0.0003,False,7
40,0.07599002867937088,0.4375981944777818,0.9902824958525261,0.007629991244497394,0.4375981944777818,True,0,0.0003,False,7
60,0.05222117155790329,0.36697078467433913,0.9480337487802465,0.007136071751648096,0.36697078467433913,True,0,0.0003,False,7
80,0.0433637797832489,0.39857421383433417,1.1199617424452164,0.007088832235576901,0.36697078467433913,False,1,0.0003,False,7
100,0.03515608236193657,0.41360066671555096,1.1581540389923477,0.0071505209960053715,0.36697078467433913,False,2,0.0003,False,7
120,0.026613503694534302,0.42083801718059366,1.3042330108252835,0.006980884213573689,0.36697078467433913,False,3,0.0003,False,7
140,0.02543204091489315,0.40739366001336064,1.2986455928086622,0.006942075078834359,0.36697078467433913,False,4,0.0003,False,7
160,0.022259391844272614,0.4051925107042982,1.27138132827584,0.006812064099218187,0.36697078467433913,False,5,0.0003,False,7
180,0.017758885398507118,0.44366501837291367,1.3628091531331614,0.007001128360305177,0.36697078467433913,False,6,0.0003,False,7
200,0.01591218262910843,0.4197873337312892,1.2776556930612126,0.0069309426332893114,0.36697078467433913,False,7,0.0003,False,7
220,0.017080157995224,0.38396107979656385,1.1472001771705225,0.006704603381688582,0.36697078467433913,False,8,0.0003,False,7
240,0.013247279450297356,0.4269562199501855,1.2896125406544814,0.006940684440623206,0.36697078467433913,False,9,0.0003,False,7
260,0.014717018231749535,0.4256979378024965,1.3031877821233375,0.0068890236200767506,0.36697078467433913,False,10,0.0003,True,7
