feature,f_score_h22,pvalue_h22,abs_corr_h22,missing_rate_train,variance_train,rank,selected
vix,1997.8542904082892,1.5653683841556374e-302,0.7081580273244621,0.0,47.67711559062622,1,True
atr_14,1395.9811835706416,7.432452320836054e-232,0.6424719757555115,0.0,42.1912003753826,2,True
bollinger_width_20,1302.02747665993,1.072062861082026e-219,0.6292777200531593,0.0,0.0014369457087247486,3,True
baa,977.6770168558105,7.221113749036713e-175,0.5743574608124671,0.0,0.6919808608188337,4,True
stress_index,971.8933873727455,5.0336502449475805e-174,0.5732156715707676,0.0,0.55480127056421,5,True
true_range,703.1762059806405,6.68379053950407e-133,0.5113549370878546,0.0,91.95224304276395,6,True
aaa,697.1806561730898,6.151095966439551e-132,0.5097388176075578,0.0,0.6714668320536901,7,True
dxy,641.2164826112835,7.806703890144689e-123,0.4940312358182558,0.0,168.62527953682732,8,True
parkinson,635.5386004834442,6.713505843211843e-122,0.49237142242113785,0.0,2.0908688576631068e-08,9,True
macd,605.3620628302367,6.728652705555524e-117,0.48332977722523934,0.0015090543259557343,145.19679660583094,10,True
garman_klass,562.9763799584729,8.957882171659094e-110,0.46996139202231857,0.0,1.7494500596907567e-08,11,True
cpi,543.5790533193465,1.7884010856286294e-106,0.4635613599743664,0.008551307847082495,127.75837503828937,12,True
rsi_14,458.9611213556747,9.006149854640505e-92,0.43326336679631594,0.0,115.67836669161629,13,True
rogers_satchell,383.81143898617654,2.8162103692125975e-78,0.4024408534636542,0.0,2.465522603482802e-08,14,True
ret_spx_abs,367.0026876836443,3.3691573473959243e-75,0.3949329877364164,0.0,5.890691029047782e-05,15,True
gold_close,350.78531239194774,3.298854944231583e-72,0.3874460996706925,0.0,21986.732348447717,16,True
industrial_production,343.2748901178581,8.139917542122732e-71,0.38389340021897056,0.008551307847082495,16.16143790205004,17,True
wti_close,339.71396258791776,3.735361963654724e-70,0.38218932144508333,0.006036217303822937,348.16428544331023,18,True
rv_diaria,298.4757163147876,2.049945272294357e-62,0.3614608192691572,0.0,6.921791184821061e-08,19,True
vix_term_spread,294.0810061289795,1.3961723776691189e-61,0.35913551057216725,0.24044265593561368,7.263779689311924,20,True
indu_close,234.24869760155815,4.528996954953104e-50,0.32481627420127235,0.0,1815211.158524194,21,False
obv,216.4325715192074,1.3989120647746264e-46,0.3134801162631385,0.0,1.7180502847568095e+18,22,False
roc_10,174.6887037585262,2.7538723551698406e-38,0.2843389205918787,0.0,0.0009717487116257447,23,False
baa_aaa_spread,155.62637353746993,1.9247330774116518e-34,0.2695688745904257,0.0,0.047308768582318785,24,False
adx_14,90.04482205854204,6.410826385577921e-21,0.2082624673074706,0.0025150905432595573,61.712683493060304,25,False
ust_10y,88.0688156996841,1.667600585852404e-20,0.20606275277123448,0.0,0.4170705350578012,26,False
spx_high,76.01785431998069,5.821944670222134e-18,0.19200458199919954,0.0,34778.6606588743,27,False
volume_medio_22d,74.90924152790653,9.999581317622425e-18,0.19065063957152065,0.0,2466586969762784.5,28,False
epu,42.961507805018485,7.094483759208598e-11,0.1455133548632964,0.0,4105.266602321655,29,False
spy_volume,39.945557187182025,3.2153962868044857e-10,0.1404172154360987,0.0,3146678835255877.0,30,False
ndx_close,34.53121866617122,4.907286521670377e-09,0.13072937061523474,0.0,554825.1276341218,31,False
ret_spx_simple,19.511173832262077,1.0539432049878388e-05,0.09863457011414672,0.0,0.0001230872386994912,32,False
ret_ukx_log,17.70793951926026,2.690248204945184e-05,0.09400843123903796,0.0,0.00012800605413248236,33,False
ret_indu_log,17.39437600521473,3.1679604425912986e-05,0.09317967723070013,0.0,0.0001152240052997421,34,False
nky_close,15.333609123860834,9.314162176699567e-05,0.08753111280156349,0.0,9773936.497098753,35,False
ret_ndx_simple,12.13381378137114,0.0005058830873999691,0.07792671664367343,0.0,0.000487447495067175,36,False
ret_nky_log,11.076584164876095,0.0008902123038319778,0.07447415187973742,0.0,0.0001822377255419246,37,False
yield_slope,10.25277152729559,0.0013863811129630407,0.07166595190602035,0.0,1.9239173667958551,38,False
ukx_close,8.278398824901213,0.004054791247581624,0.06442883523474059,0.0,772383.4530054267,39,False
unemployment,6.057019505241907,0.013935628923397829,0.055141503497045816,0.008551307847082495,0.4715218357713927,40,False
fed_funds,2.3906708621066417,0.12222056138129832,0.03467440645805915,0.007042253521126761,3.5633187906821253,41,False
ret_gold_simple,2.042790898442434,0.15308611043774362,0.03205524445000702,0.0,0.00010902794926408853,42,False
ust_3m,0.723819065106697,0.3949965980489355,0.019087377363289495,0.0,3.112202666576585,43,False
ret_wti_simple,0.6070380860027744,0.43599803438867846,0.017480424906506805,0.006036217303822937,0.006565235665718004,44,False
ret_nky_simple,0.09307099121371344,0.7603407052982866,0.006845534624927656,0.0528169014084507,0.04469959963550181,45,False
ret_dxy_log,0.06318238893659228,0.8015609661495591,0.005640290738850317,0.0,2.4824149173215784e-05,46,False
ret_ukx_simple,0.018862424197501403,0.8907755486355594,0.0030818185808338242,0.018108651911468814,0.017244785309013074,47,False
